ID,Probability,Mean,Sigma,Mean_Error,Sigma_Error,Determinant
93.0,0.7737448265713965,5.750191628960323,0.23453131114768694,0.010579125452966933,0.0072947380381995644,5.954969235785607e-09
94.0,0.4909335705850711,4.849323819300121,0.36989653520548776,0.016374109841637258,0.01210590674943685,3.9295023889870976e-08
95.0,inf,4.520901623191043,0.14243795695287692,inf,inf,inf
96.0,0.6313667421494121,7.240331548450675,0.28535416934810415,0.012867369879944584,0.00930057488271696,1.4279665995693624e-08
97.0,0.4136074729522089,6.581301742484621,0.42915664149220245,0.01982217599382779,0.013783204057134011,7.456851771382645e-08
98.0,inf,7.999998964045116,4.043082098654333e-50,inf,inf,inf
99.0,0.6456590369935913,4.814696411682264,0.28252110301306443,0.012476703351108856,0.008811147110446114,1.2066112719429303e-08
100.0,inf,4.889788041147779,0.056846392505790086,inf,inf,inf
101.0,inf,5.865803056363924,0.1742512638129077,inf,inf,inf
102.0,0.2717387207099144,6.016986620807274,0.6706723002013573,0.03032189815773187,0.021029404989965507,4.066310329915849e-07
103.0,0.5741817893729863,3.8719776084019415,0.31844908628923874,0.014384906734861539,0.010266239473621487,2.1811233500142463e-08
104.0,inf,7.999999836821352,1.1105970073338481e-49,inf,inf,inf
105.0,inf,7.999999978050632,2.3257215120059155e-50,inf,inf,inf
106.0,0.6054287593752411,7.379414525029312,0.29821207712579784,0.01331055848119246,0.00934024919609269,1.5426698047894498e-08
107.0,inf,7.99999861368559,4.594591862014996e-52,inf,inf,inf
108.0,0.49896183268598304,6.590573204542546,0.3652152105687192,0.016598178082690627,0.01123539132044717,3.476667168551747e-08
109.0,0.5328373114792778,6.3132910189715,0.33904952508072655,0.015276167032713762,0.010660458324810461,2.6521592227082485e-08
110.0,inf,7.928389201238652,0.15167331598583494,inf,inf,inf
111.0,0.4937478779045208,7.590844498431636,0.36649032071727616,0.016399081880824336,0.011606391997466244,3.622628055866819e-08
112.0,0.5267726759295238,7.454691174834313,0.33771387152021665,0.015554703639388427,0.010591350721508649,2.7141046684204633e-08
113.0,0.6595633507609118,6.564103213378315,0.2721721882477533,0.01243624346349649,0.00887250617238806,1.2157163027846426e-08
114.0,0.49408305377299,4.443086109736245,0.37313092400265613,0.016460223043437094,0.011863152929874617,3.8134153289619466e-08
115.0,0.4192109053357057,5.007156539064543,0.4381014609375661,0.02001711696317063,0.013357206984542926,7.146311805864067e-08
116.0,inf,7.9786543264711725,0.07353175260513396,inf,inf,inf
117.0,0.43712523090038535,7.131856667591573,0.414594272662801,0.01840613882384565,0.013474233175350283,6.14176224227251e-08
118.0,0.5360820836675863,7.5830621660578315,0.3384537532671195,0.014908551289875541,0.010819675211966343,2.602155264778109e-08
119.0,0.3812782956160165,5.450625066295769,0.47570201161723674,0.021391475904879085,0.015288524682662005,1.0691612869342845e-07
120.0,inf,7.999985116243736,1.6602953314995513e-53,inf,inf,inf
121.0,0.4771623222272098,5.8703467995247,0.37527733955308407,0.017035989197213965,0.011958196828401754,4.148851025893155e-08
122.0,0.48800719365210604,5.405410954972685,0.3788061920525413,0.017075449199902667,0.011865063309673171,4.1003565461152885e-08
123.0,inf,7.999999557036784,7.390276682857298e-55,inf,inf,inf
124.0,inf,7.999999886727855,2.0089628779527494e-49,inf,inf,inf
125.0,0.4224172637679219,5.17062478208085,0.4324444159501739,0.01935281279113052,0.013508924147681914,6.820799717175773e-08
126.0,0.49584638049807317,6.225261722721597,0.36281030387725516,0.0158516566523801,0.011782403270554015,3.488545646755591e-08
127.0,0.5700357984921413,4.446131872966926,0.315781120375027,0.014444735449724815,0.010174563447637527,2.1585008374911894e-08
128.0,0.35742485276294766,7.004225294924394,0.5016462301818692,0.022847690314773485,0.01596901422963212,1.3292512303580324e-07
129.0,inf,7.999994430887093,1.0152692529001382e-53,inf,inf,inf
130.0,0.2614794508950294,3.991694924493437,0.7006207946822856,0.030737664811801478,0.02254620657657422,4.801570838936649e-07
131.0,0.6886821479375035,7.807902839740106,0.2638034719456216,0.011617329387808187,0.008539158575781271,9.837592324799716e-09
132.0,0.6050501951072,7.772520916382663,0.30255269699462456,0.01351368527705355,0.00955264639763934,1.666588263157341e-08
133.0,0.9579562714444253,7.891683267067039,0.18681787411075199,0.008613452677112674,0.005972318454808321,2.646526048863855e-09
134.0,0.4133802325263799,3.447996128117564,0.42771338502444034,0.01991123476703444,0.013907272684118534,7.666844363710929e-08
135.0,inf,7.999999751524108,3.5475247436523514e-52,inf,inf,inf
136.0,0.4692776877348922,7.253679420136876,0.38450548627309106,0.017759934073001353,0.01221181206805134,4.702975454622142e-08
137.0,inf,7.999556905269791,0.0073493063748782525,inf,inf,inf
138.0,inf,7.9999833184416,1.1845686809116711e-49,inf,inf,inf
139.0,inf,7.999999488951691,3.2086004866888507e-55,inf,inf,inf
140.0,0.4838281843494836,4.122816577397628,0.37677340482297966,0.016538388534000813,0.012000687933236904,3.9230651235177117e-08
141.0,0.7177770002760401,7.666005608280679,0.2504063521932886,0.011196496493925914,0.007996172428978052,8.014861111929147e-09
142.0,0.19119878675076193,4.573570654880584,0.9418848599951781,0.04285303262527327,0.0303244046638426,1.6885630153571703e-06
143.0,inf,4.443181835258716,0.011908552966163416,inf,inf,inf
144.0,inf,7.999999498880011,6.005338728992947e-53,inf,inf,inf
145.0,0.42998033705994615,6.874161721172974,0.42168020749999924,0.019044226610825204,0.013695097445821647,6.798641974842765e-08
146.0,0.4420858443835842,4.8900903537827425,0.41083613441418493,0.018495590028568418,0.012715845933696252,5.531312608486689e-08
147.0,inf,7.999987616600744,9.91739434471852e-49,inf,inf,inf
148.0,inf,7.99999978761687,2.9352412666166094e-50,inf,inf,inf
149.0,0.3198437465578074,5.519024544142769,0.5746789175584872,0.025831907548298536,0.01795045347636715,2.1489659808530574e-07
150.0,0.42254623763359755,5.568794315967557,0.4269104700303071,0.019467008864614478,0.013734470240122785,7.14871519863108e-08
151.0,inf,7.999979412787079,9.62224388051514e-52,inf,inf,inf
152.0,inf,7.999999940392786,1.078396641196768e-54,inf,inf,inf
153.0,0.5735226743095618,6.573754068952581,0.3130964260063998,0.014109600146632591,0.010002745238733776,1.9920282709461823e-08
154.0,inf,7.999999524751946,2.43339426455286e-52,inf,inf,inf
155.0,0.3092936913692563,5.323342446478182,0.5859575316358272,0.02601318774441726,0.01876078054415476,2.38184303894286e-07
156.0,inf,7.999999976040071,1.3384941595984282e-52,inf,inf,inf
157.0,0.35587303207319165,6.755699135819515,0.5132894358568486,0.02315439232353779,0.016501083283042468,1.459125051428055e-07
158.0,inf,7.999999967050348,1.8281504256332662e-52,inf,inf,inf
159.0,0.5854893139259598,7.325795735255986,0.3104826271232323,0.0136091073463389,0.009697127780929637,1.7413647182989106e-08
160.0,inf,7.999997176519239,1.3136540927089139e-52,inf,inf,inf
161.0,0.34715555184789965,5.8533003514946955,0.5074301150127266,0.023082680066870594,0.016285281887199295,1.413170317291336e-07
162.0,0.4255901978337041,5.3506377878873925,0.42349899708296684,0.018601262946920646,0.013749306038323953,6.540925400933332e-08
163.0,0.5121574969971142,6.6767356162235005,0.35325155179885415,0.01586874050424488,0.011419736740004719,3.284259111794242e-08
164.0,inf,7.999999704421554,7.834823439943134e-53,inf,inf,inf
165.0,0.5845981743790667,4.491703886790072,0.3096580465295623,0.013913629704794922,0.009969359262218863,1.92420328535111e-08
166.0,0.49500164923665113,4.616112699967843,0.35919472785768486,0.016498078778483635,0.011173321474957636,3.3912841743451624e-08
167.0,0.5715683661453909,5.899941440415609,0.3228628096998847,0.014359217670969019,0.01021047875668189,2.1493328411903987e-08
168.0,0.632976261025631,4.295825081747868,0.2861528856916231,0.013230683388728879,0.009235027997770462,1.4861827526799451e-08
169.0,0.6318106342536798,4.604899879103487,0.28563767443192045,0.012995342176438378,0.009029393670688507,1.3769339643307676e-08
170.0,0.3656382457355198,4.920858684279124,0.5066878012885203,0.02191195718057792,0.01566169641246246,1.1774953612427402e-07
171.0,0.47684490266081575,5.3503874642052,0.3819621491311598,0.017191187817509716,0.012211562570967546,4.4073321715815606e-08
172.0,0.48533541450008993,5.422071746475173,0.37564581866626845,0.01687055348636,0.0119614576696925,4.072475864321697e-08
173.0,inf,7.999999763682837,1.3182983164713622e-53,inf,inf,inf
174.0,inf,7.999999788581463,3.3668627219766754e-53,inf,inf,inf
175.0,inf,5.197802928396493,0.15414009374877385,inf,inf,inf
176.0,0.8051772149633426,7.838651021636769,0.22244557771715354,0.01018113839952542,0.007064822945365093,5.174145765036644e-09
177.0,0.3615863618109234,7.367938243881822,0.502830538322267,0.02295631758865888,0.016302479341829962,1.3994272225694855e-07
178.0,0.32146479838816466,7.387380059213566,0.5652045699928352,0.025175402707839294,0.018523246892112846,2.174825756998367e-07
179.0,0.699830477798026,7.003536467758507,0.2579014033983685,0.011791755114602823,0.008018092785474728,8.939603461421704e-09
180.0,inf,7.9999977096584,6.738980965981036e-55,inf,inf,inf
181.0,inf,7.999999780695941,6.824939476875265e-51,inf,inf,inf
182.0,0.6351611423488215,4.522281256601652,0.28640231126813626,0.012911627660359772,0.009164476336285761,1.3991176262794085e-08
183.0,inf,7.99999997662018,1.3396633656323413e-53,inf,inf,inf
184.0,inf,7.999999028206796,1.561275299872955e-48,inf,inf,inf
185.0,0.4831241129068708,3.7920101708252734,0.373748644847145,0.01657054909476326,0.012022565039235572,3.96683203054069e-08
186.0,inf,7.999999393229497,1.0144551454048703e-53,inf,inf,inf
187.0,0.3833013051098145,6.330813668568889,0.48122690443474014,0.021377949423475363,0.014852920309908708,1.0053436109460302e-07
188.0,0.2466742658813719,5.071564410478038,0.7441403390436241,0.03325129107026391,0.02328297721687038,5.994226587682204e-07
189.0,inf,7.999999587737836,6.198015359866896e-50,inf,inf,inf
190.0,inf,7.999996548435748,1.9681032301212633e-52,inf,inf,inf
191.0,0.48755924327586475,6.8204313210789715,0.374589553980159,0.016506719423248908,0.011856641057713429,3.830007081769776e-08
192.0,0.7987344302280064,5.060125284466911,0.22522296150661672,0.01025363546653118,0.007353646297997622,5.680766626009446e-09
193.0,inf,7.999999576748989,1.1169022939008415e-51,inf,inf,inf
194.0,0.38491030741397714,5.25070621134512,0.4660943839128377,0.02119750145987482,0.015656453177901795,1.100053436137311e-07
195.0,0.5135656615437248,4.915765418286598,0.34897958355814696,0.01606046385509031,0.010958643903400688,3.094656959602549e-08
196.0,inf,7.999996433921989,2.031965193331498e-54,inf,inf,inf
197.0,0.3997177522168251,6.261665242322335,0.455375583654077,0.020742680715254185,0.014480718139497013,9.02304624997251e-08
198.0,0.4977750071048445,7.478257890468487,0.3633741103684329,0.016067883734673813,0.011744259284034613,3.556663267109954e-08
199.0,inf,7.99999980855246,9.105337769064401e-52,inf,inf,inf
200.0,0.5103899799595812,4.107360400825844,0.3474534619499972,0.015447674629930717,0.011555550589123526,3.186669217488244e-08
201.0,0.28776065011772617,4.036770651203739,0.6381140172896794,0.027810777636127524,0.020358688937702995,3.1999707678813545e-07
202.0,0.524300235964056,5.151923664114414,0.3513591944146624,0.015675012804526572,0.010837317905112082,2.8785492798223995e-08
204.0,0.7227195149935536,6.357869632397966,0.2518772842865814,0.011785568400137326,0.007971849180864885,8.827721647899007e-09
205.0,0.17624031613451385,4.966082647125635,1.0263568894289137,0.04418190409063949,0.03349913416353049,2.190701092471473e-06
206.0,0.40554060428157324,4.633188336962987,0.45274884700967916,0.02019147396820253,0.014079674789103052,8.080661809367129e-08
210.0,0.24336928859578352,5.456897399393247,0.7462321377497372,0.03395932566025256,0.023250915886149876,6.234890182931295e-07
211.0,0.4555319653029108,5.642170801083511,0.39998995782752067,0.017835265760460413,0.012446468943848913,4.927274753668084e-08
213.0,0.398789702669624,5.2929438514809215,0.45339665639018245,0.020563393565149503,0.014613018996628615,9.017605393570592e-08
214.0,0.49047096036436155,6.626869785644707,0.370904008515279,0.01643819197680713,0.012111538363645126,3.95789841750059e-08
216.0,0.23210867075374894,5.497235271924254,0.7975022366825985,0.03508959455733941,0.02475859400843776,7.548350309308273e-07
218.0,0.5009364553374797,5.989829741649507,0.37236841379778796,0.016496831526472872,0.011254933887016986,3.447542164553821e-08
219.0,0.5637919916171463,4.9561600315575705,0.3161832349026033,0.01474171449706885,0.010227499971588928,2.2710959067290164e-08
220.0,0.31229270315574303,4.7213899601686915,0.5771363534334908,0.02610383790715087,0.018335326280306492,2.291022442223146e-07
221.0,0.2832191634216428,4.269606072079918,0.6405413638907537,0.029039163169191945,0.02084440645271363,3.6641130239152867e-07
222.0,0.403703301339227,3.8753825653960274,0.44610025768984185,0.020107493026661913,0.013938934672011903,7.85571004054614e-08
223.0,0.5184547062465187,5.593810840062998,0.35266138513150036,0.01579779399616186,0.011399249512125242,3.242900237342057e-08
226.0,0.45778633343600483,6.870920881629539,0.3984527265919505,0.017788301751962873,0.012911568825139661,5.2747028218361406e-08
228.0,inf,3.549211874431939,0.17409108165989332,inf,inf,inf
234.0,0.49498010981413604,4.135392178569248,0.3640200605420112,0.016079535773314228,0.011614972466429627,3.485568697568439e-08
235.0,0.4794109569868236,6.6951790970509295,0.3747742270347968,0.016675894188411575,0.012092466961357986,4.061180158368048e-08
237.0,0.6768777418514907,6.521245393638493,0.2729053768927014,0.011816508189559727,0.008551531572216676,1.0211932875476428e-08
241.0,0.4469209964115529,5.86935918053186,0.40694826612381757,0.018355737657003508,0.013043345835808398,5.730959374791326e-08
242.0,0.20634094086565444,2.9034265424860863,0.890805791705415,0.03885311548687477,0.027762752358421718,1.163594299282436e-06
243.0,0.3806897586212359,4.912682429027721,0.4725340045415967,0.021217298978214928,0.01506581939596228,1.0218857102603077e-07
244.0,0.410071804570265,4.769351874754922,0.4399781128726588,0.019728382650994306,0.014130746183753014,7.77064309568877e-08
245.0,0.3971099086939948,4.723747571122852,0.4599732809113837,0.02037286150866245,0.014279381503520403,8.457421354642447e-08
246.0,0.4864660382285965,3.9151960352561486,0.369485642977252,0.016799789623794123,0.011459848111201761,3.698645761344322e-08
250.0,0.40773709520987894,5.617890311773617,0.44981004759724713,0.019899913754175196,0.014406765327284814,8.21520123715965e-08
251.0,0.39418382003181085,6.426724204430969,0.4614862729983327,0.020706024308534406,0.015079890631462879,9.748484390334947e-08
255.0,0.3709781058136185,5.10621683138401,0.49433536230543607,0.02190707210709711,0.016124568648108916,1.2475192732712614e-07
257.0,0.5325069026548616,4.894346834241521,0.3364852752926475,0.014978159258560825,0.010712114396882336,2.568152714210972e-08
259.0,0.491125911105942,5.898470484067361,0.36586518498613696,0.016312467627034543,0.011749463324455853,3.661305531965368e-08
261.0,0.3739171517415945,6.829294875332062,0.483007545708105,0.022247521175499236,0.015357269119639269,1.166959838044143e-07
263.0,0.46391127439217794,3.8788979575556604,0.39498716376507614,0.017543681531171806,0.012812087885831746,5.052713324450376e-08
264.0,0.42237984046056376,6.350147549815353,0.42646451734648666,0.019829343633645913,0.013414490319356275,7.075206425277561e-08
266.0,0.40462908862767544,6.560110235541347,0.45352244164313954,0.01984796209518802,0.014472273164673548,8.246981380191324e-08
268.0,0.7957037575260352,4.906076934913098,0.2251673680501462,0.010168404658056017,0.007310184786796047,5.516980559628433e-09
270.0,0.7272496096806839,4.464085864865156,0.2517812816408109,0.010887775681532591,0.008032164185844357,7.648673987995387e-09
272.0,0.5254605616029726,5.913730477287631,0.3425625482988615,0.015252377317681776,0.010783078453814522,2.70505212026234e-08
275.0,0.43923285642171683,5.155369717210639,0.41039126699397677,0.018834034561501036,0.013124511183142363,6.109992326117997e-08
278.0,0.36267796540350256,4.422378664524155,0.5012648632899329,0.0224689442450081,0.015516676446344987,1.2153194194716225e-07
279.0,0.3389503225897226,4.864903593188766,0.5344278012458552,0.024413149033316407,0.016909916938833827,1.7021295862260135e-07
282.0,0.3463631667236496,5.7301711486917615,0.5235797816173773,0.023287125668519162,0.01638757437804965,1.4564560042442493e-07
283.0,0.41906346653126164,6.752770980071317,0.44015718173784385,0.020379735729700806,0.01450860646045462,8.742980742774293e-08
284.0,0.49142323865555276,4.847708934257142,0.3641620438013809,0.0166180711292317,0.011639050575431041,3.740814773436559e-08
286.0,0.25536973050075074,4.636038534598074,0.7174093845034284,0.03182267510544404,0.022329760481588017,5.047243661797947e-07
287.0,0.6972833199168547,6.345208669342605,0.2615517126542826,0.011455078256233937,0.008297095402812692,9.033802287195802e-09
289.0,0.4936098700402892,6.113421300960944,0.3659080433221559,0.016405051096135496,0.011723597030127972,3.687240401870428e-08
291.0,0.6057406698910948,4.724522798874031,0.3022303489457792,0.013919288261019139,0.009540441586661069,1.7633967486856162e-08
294.0,0.3497274785025727,5.3109811625579475,0.5153412010849815,0.022806828990753026,0.016415755941397464,1.4017417659693236e-07
296.0,0.6142298221579816,5.653659172503047,0.29366576352760115,0.013058983891645448,0.009137924456554414,1.424045988568654e-08
297.0,0.3794667051522341,5.827555683486066,0.48369676220660196,0.02152463172085004,0.015524183574263146,1.1126552030030595e-07
299.0,0.5275681885970278,3.67606058569158,0.3429475273585056,0.015538043286265827,0.010608087407708496,2.7170967238723787e-08
301.0,0.4712897314835668,5.008530941685665,0.3846311283339882,0.01717981636026294,0.012096571341133979,4.318709823575581e-08
302.0,0.29403744642029866,4.492773795463813,0.6166731942536376,0.02787851172400356,0.019679219294883664,3.010154094830472e-07
303.0,0.4627512097736197,5.214226201169128,0.40085857309313294,0.018019897597791015,0.01287341270525588,5.378655904105567e-08
304.0,inf,4.596120066494366,2.4427125156507725e-53,inf,inf,inf
306.0,0.42134829941114516,5.093763944385029,0.43321881268413187,0.019267702021634685,0.013467731447352565,6.729703454569346e-08
307.0,0.6241195855495244,5.548725219285956,0.28891609700377463,0.013042903192657499,0.00896867126527253,1.3666342695338392e-08
308.0,0.5071864381615468,6.092654661523968,0.35313108591690917,0.016440432515467188,0.011082894921907022,3.3202833763760224e-08
309.0,0.3015465827345453,4.118654836506293,0.6560548074272656,0.03153039577974052,0.02186926478576795,4.7518099758109003e-07
