ID,Norm,Mean,Mean_Error,Sigma,Error,IOU
77.0,8.476794343020302,5.369353343649065,0.0025155211560344815,0.7786549418881302,0.002515521161563163,0.9803562926045275
80.0,17.393913914692813,4.538719294321474,0.0029860421663360473,0.5765754967584963,0.002986042168187454,0.9683661645106683
81.0,13.247911522009362,5.692753049667211,0.00592352151022913,0.7117953312901065,0.005923521546998387,0.9492535180816821
83.0,11.49166739468103,5.705659086053068,0.003534178096433279,0.7059750847081733,0.0035341781041809566,0.9694101220948917
84.0,13.85675927613141,5.4630593143569115,0.0027847656471347167,0.6319442940389842,0.0027847656492757306,0.9730970470084558
88.0,11.805220525776962,6.809341322037123,0.0014232612970289005,0.6368142626180104,0.0014232613008768348,0.9865836143714866
89.0,48917.33555241106,4.259489132246661,0.00038135335940379537,0.01383260573661006,0.00038142553014225823,0.8467900395898365
91.0,11.122382935334437,7.398569342688894,0.001198605572679497,0.5503164732981108,0.001198605562611168,0.9867964639992394
92.0,7.99689752463069,5.034535302198406,0.004965784238960919,0.863423203086671,0.004965784266322648,0.9648701906282408
93.0,39.45936669696336,5.744230128160108,0.00047902654381589023,0.336650911402586,0.0004790265441584987,0.9916191021499896
94.0,40.79261661199726,4.735307715584058,0.007252163178492331,0.4545177140476863,0.007252212372385223,0.9053139169223415
95.0,333.0872718750319,4.297600519798552,0.007181022155671776,0.11780132839315989,0.007211161956414031,0.6609767886492558
96.0,26.092195619325853,7.228065558051095,0.0007463154527196188,0.42053337673421637,0.0007463154538650654,0.989491702726489
97.0,13.34303174390146,6.543307183279531,0.0024574846909796774,0.6337369324125726,0.0024574846928730096,0.9763614015682822
99.0,89.6300426219651,4.694553190950465,0.007430860068262415,-0.3217384516870468,0.007431494073063257,0.8685589582183523
100.0,2.787129605602197,2.9997768594722176,0.07799334803867904,1.2981958927650123,0.07838709416767507,0.6672646201865221
