ID,Anderson_P,KS_P
2264.0,0.25,0.37012017606173
2274.0,0.001,1.583096794215111e-16
2278.0,0.001,0.00036890376990355623
2285.0,0.001,2.798513019401821e-06
2288.0,0.001,2.104700973377179e-27
2296.0,0.001,0.00016232041211307663
2299.0,0.0032656061586133177,0.029101847549830917
22998.0,0.001,1.690722046468961e-05
2300.0,0.001,9.710257857878779e-29
23005.0,0.084915540353451,0.09042746055679625
2301.0,0.001,8.797089063129894e-08
2313.0,0.003478515570866906,0.029101847549830917
2329.0,0.001,1.0187003665032852e-08
2336.0,0.001,5.194801845515002e-08
2340.0,0.0553195903267468,0.08581143060950358
2341.0,0.001,4.38875271454814e-09
2344.0,0.04763496459180228,0.03776014017220749
2359.0,0.001,4.441088228134397e-06
2364.0,0.001,1.1286198577396754e-43
2370.0,0.17372510877066707,0.24068202486600215
2372.0,0.001,0.00033000434448871187
2377.0,0.001,4.927437417085413e-08
2383.0,0.0897924143882587,0.06871121050304309
23975.0,0.001,8.513708327314542e-07
2399.0,0.001,2.0718303414580734e-10
24008.0,0.0728739274325377,0.05462666510701526
24017.0,0.001,7.261087979713202e-05
24248.0,0.25,0.5362766985932181
24346.0,0.04051949561795549,0.01924118795468803
24453.0,0.001,3.743099241683002e-12
24576.0,0.001,4.0687670654048253e-07
24631.0,0.25,0.4659595288557257
24705.0,0.001,0.0006029005665324465
24763.0,0.25,0.18116454248303263
24824.0,0.05654523422968656,0.17899613761612912
24923.0,0.0382969693426856,0.13385273551786803
24930.0,0.001,2.8565575057657556e-20
24937.0,0.24225269355848492,0.3136800387320582
24946.0,0.001,3.944482900234983e-07
25.0,0.25,0.7228251828701066
28.0,0.22486313790417745,0.14836452078962484
3000.0,0.001,1.7008022330409045e-06
35.0,0.1491892051999983,0.647814872077161
3898.0,0.001,8.03686644208456e-08
42.0,0.017053879352626658,0.04839715079181246
4753.0,0.001,3.0031718971223353e-10
5505.0,0.03342315002266511,0.21939649929677082
5958.0,0.001,3.840269315212021e-06
62.0,0.0027888349352877544,0.029225323426275904
7431.0,0.051641636569172894,0.28779764348473313
8462.0,0.0028358381247733104,0.01951168006533688
8744.0,0.001,3.289875262334598e-17
91.0,0.001,5.922304274098613e-05
