,ID,Probability,Mean,Sigma,Mean_Error,Sigma_Error,Determinant
89,1766,0.014792004793728601,4.204028735237995,0.6210710839206506,0.01420931044748439,0.009755497129627594,1.9213896663663826e-08
90,1768,0.03778205663253044,4.262204686002707,0.2529195549060189,0.005546297601594877,0.004076970763389385,5.111922396237804e-10
91,1775,0.14696721912231986,4.577926237951929,0.4151895377893848,0.013166182994966275,0.009338255048523612,1.5113240888535723e-08
92,1785,0.12579576426372216,4.221740620902648,0.4826470164078053,0.015097402269267528,0.010990511394949673,2.750829283851848e-08
93,1791,0.16924503372106275,4.2208207431271605,0.37198843178031465,0.011797800565585503,0.008131696415443524,9.198598959513896e-09
94,1796,0.1529423860438046,5.608821798696337,0.41215635571161685,0.012624637198623282,0.009068416578569395,1.3094170864799107e-08
95,1799,0.2234809662402949,4.4096782430752555,0.26818384892434993,0.008506750202863034,0.006176457603401028,2.7590795001649185e-09
96,1805,0.16884571418320876,5.227109054787194,0.3661791950692147,0.011286493832289255,0.008298326594989596,8.772876024238745e-09
97,1806,0.11503523135284936,6.677711752245495,0.5524887033163671,0.017471073997813426,0.012701350302556336,4.91541011456529e-08
98,1810,0.09704098581777676,5.976220899510406,0.6260337000573368,0.020202746928414464,0.013843214543252089,7.822359294330583e-08
99,1815,0.15718748147197095,6.594809297178814,0.3986931957697525,0.012288218130550173,0.00895331506220345,1.209847854992717e-08
100,1819,0.5710899889131071,4.329504694861464,0.10457658671646013,0.003297453779045976,0.002360070283276265,6.056244113113627e-11
101,1821,0.12404624834257501,6.314306341036665,0.48571705595240633,0.015304862842593334,0.010787238790259408,2.725908688763799e-08
102,1823,0.15600223759020468,6.024727281197638,0.3881122176881151,0.01215640466544731,0.008974727232143738,1.1886230659767823e-08
103,1827,0.18053769606080025,5.727760150501582,0.33828183161847614,0.010527303058479367,0.007571762588803382,6.3528879718135805e-09
104,1829,inf,5.131896310959982,0.03978244174899464,inf,inf,inf
105,1831,0.12361701118182067,5.756450261067356,0.48828198283111623,0.01536867820531565,0.010902726902421821,2.806581348218613e-08
106,1832,0.05716232376454038,4.92735225639568,1.04247921141413,0.03265893253062628,0.023776455261893766,6.029535072017421e-07
107,1837,0.2453691905044182,4.259302677588123,0.2489814546502382,0.008040588764924857,0.005661844185088318,2.066516308275649e-09
108,1838,0.07722562367753236,4.762183963093007,0.7901553553360774,0.02442407050443428,0.01796772175229139,1.9258138223328183e-07
109,1843,0.11418321418203382,5.128922523459833,0.5210423895677649,0.016714936233499744,0.011699636172352174,3.821350624313396e-08
110,1848,0.13605443859183694,3.325348323480402,0.4472855127916183,0.014601415861806376,0.009990989285140438,2.1257211148502687e-08
111,1850,0.09473532081928812,6.157262092108186,0.7329643926457078,0.023114558663603534,0.01672425733403199,1.4916222461012658e-07
112,1852,0.10458705323368248,6.555698551500545,0.6037674574116068,0.01937244296533002,0.013808845402470064,7.15384068815022e-08
113,18539,0.12210795383916162,6.816452801641014,0.5168242121381057,0.01690947642769522,0.011900830836449026,4.045549886641456e-08
114,18651,0.11965940723387365,6.639375013573232,0.5070457058751704,0.01612796611258682,0.011231031478454402,3.2790658144360833e-08
115,1875,0.0897379144987528,5.058045441737497,0.6575469530865689,0.02111822038483142,0.014806164092212002,9.776923068195534e-08
116,1877,0.08873255292393607,5.636009537006335,0.6859510072105969,0.02196634890399768,0.015674625438115406,1.185640900679711e-07
117,1879,0.17957801681682553,5.47713283860526,0.3365948718281056,0.010558832699305612,0.007422175249544606,6.141882055516271e-09
118,1880,0.31560580986769166,4.566019415987699,0.19764468709398073,0.006183721840971133,0.004452413957341511,7.581132216214066e-10
119,1886,inf,4.694589119443478,0.02026185739242441,inf,inf,inf
120,1899,0.14774390126896356,6.4866179431218844,0.4034175645909895,0.012932777374521117,0.009191859583806996,1.4127470500740127e-08
121,1900,0.1420372704625763,6.634320355509298,0.4291947224804563,0.013414023548343973,0.009716063348167148,1.6978189069138504e-08
122,1911,0.16086856149636147,5.1313415612693225,0.38235340149404834,0.012064712299120645,0.008518625611829679,1.0562435115164021e-08
123,1913,0.11128515697512632,6.782124387711032,0.6261310192905551,0.02067993485539127,0.014456194745341646,8.937289688724612e-08
124,1918,0.18960936129775915,6.201519542053381,0.3252172982480697,0.010259777284964383,0.0073019548196490425,5.612960236874849e-09
125,19197,0.12366348422662671,4.9163022960073155,0.4880447877494703,0.015191059731688914,0.010859756114330993,2.7176930409091466e-08
126,1922,0.18596379010735903,6.4207968779553,0.33837195962233485,0.010176926668729625,0.007723803134456414,6.178426005648885e-09
127,1924,0.2417753077279398,6.432315133696683,0.2475205189825414,0.007848933173845688,0.0057367417847399346,2.0276227901071094e-09
128,1928,0.15488097707919068,4.676193293677692,0.38806598942619863,0.012675997993296263,0.00871240696455503,1.2195923112409075e-08
129,1929,0.17068901104292722,6.7963485168544935,0.360470457674186,0.011545994374749971,0.0077239687958932995,7.94099148101137e-09
130,1942,0.10954766123255387,5.111159149774931,0.5570179247757637,0.01727222099996323,0.012559299415009106,4.70590789858256e-08
131,1943,0.13971942520487665,6.3444147324641635,0.4367698077942094,0.013797172441043514,0.009788037944799786,1.823936294130809e-08
132,1946,inf,5.122046548870433,0.015959877728266722,inf,inf,inf
133,1954,0.1538424560376683,6.9650428601691186,0.42595730394494447,0.013684693547635468,0.009598109767843198,1.7206560747400537e-08
134,1957,0.2604613034437175,4.647392688918575,0.2303781210069674,0.007360297701275488,0.005286626057388673,1.514199588761136e-09
135,19591,0.12957916772921274,6.186539220566393,0.4654918886905984,0.014864073748293849,0.010367052842203945,2.3727390046880534e-08
136,1971,0.07360466671862313,5.408885481976991,0.8092244732949039,0.0256534389158849,0.018321234526529822,2.2082386861654625e-07
137,1979,0.019521871635671748,6.054999918576428,0.5127944958919882,0.011171120347338389,0.008225343213119614,8.442238696396572e-09
138,19898,0.1559520796452547,4.878607969431551,0.3903653846522062,0.01227093994991341,0.008777195181407717,1.1576899785721578e-08
139,1992,0.24199728170661464,4.727600131306162,0.24744033595279946,0.007937919387873273,0.0056328295379365805,1.9959824678187342e-09
140,1996,0.09502534309994615,4.869683489921282,0.6309686181333655,0.02061358627876606,0.01425034194226758,8.611439340737717e-08
141,1999,0.11084056252908148,6.36934310949901,0.5605549625755153,0.01743322379471414,0.012235577854016369,4.5502983545357536e-08
142,20041,0.1527903986422662,6.161191942883671,0.39606273622530375,0.012875343825086517,0.009013933149978445,1.3470661562315661e-08
143,2008,0.19239905598285584,2.746236018711583,0.45849599664923596,0.01642769159363301,0.01165715408607621,3.667575697044751e-08
144,2010,0.01345605778259136,5.288393684040773,0.6867812477602179,0.015085134247247948,0.010763957044467703,2.636829789516201e-08
145,2018,0.2017707992213303,6.201947769831815,0.3021332190765457,0.009534225909368761,0.006763279415261738,4.1568360615015554e-09
146,2030,0.14320195906392186,6.322620891528403,0.4367397953954737,0.013659489235921354,0.009812022006980536,1.7964456376209347e-08
147,2032,0.16623600876120898,5.318403598255239,0.36355299285901066,0.01114052718548216,0.008216878266195523,8.377138616867912e-09
148,2048,0.17944080633919662,5.410262717186217,0.3464877633509659,0.011190420275344792,0.008027099380709097,8.068414032714534e-09
149,2059,0.0824903185437175,3.478492331154254,0.7309471806871278,0.023432308370638723,0.01679683915972171,1.5486863013127046e-07
150,20620,0.10381109701115089,5.419119762874637,0.5700620299713973,0.018264113907255138,0.012861714321630625,5.518718982395705e-08
151,2062,0.1656326667002753,4.941913632661733,0.35872598720574284,0.011364203326440229,0.008252901117526466,8.796537664004082e-09
152,2063,0.1281598012205822,5.525289172340844,0.4702453138152645,0.015029011974130388,0.010514058249970828,2.4968531691854532e-08
153,2066,0.19319853137439347,5.224648683699995,0.31426904956968604,0.01006817148646628,0.007083352782572157,5.083877515226201e-09
154,2077,0.3459432201597784,4.63712496604117,0.17827027807256168,0.005741425974162713,0.003955773704168248,5.153683922992584e-10
155,2081,0.13181809623191015,6.705737323018514,0.4835677522698755,0.015392148832759037,0.01105053655501056,2.8924269733697224e-08
156,2083,0.14246234856445178,5.5498884905442685,0.43700172142884003,0.014418390289079977,0.009635159311975072,1.9301394542063193e-08
157,2087,0.20769965346796776,5.831947967082003,0.29100148955755156,0.009163656231215813,0.006754898061752728,3.831781311536211e-09
158,2094,0.17963965674870025,4.487030307646827,0.33953469468696656,0.011081383698268407,0.007713395702027253,7.305894919118082e-09
159,2095,0.1296049904457804,5.162444156873924,0.4616418636315247,0.014689824369105693,0.010727363330509556,2.4834652824628686e-08
160,20972,0.1777075373205083,6.1332570837918965,0.3407352645589653,0.010732530193977506,0.00784457101534542,7.0888942122841325e-09
161,2103,0.17984010401961723,6.038179323113135,0.335927380019584,0.010619807261641221,0.007573643186471148,6.469511044980028e-09
162,2105,0.16046979813530915,2.303259522166067,0.38230503455432846,0.0120807183593348,0.008333399761097739,1.0134790568079159e-08
163,2107,0.16215968040175607,5.5664975174957965,0.3762267176015476,0.012062701127769903,0.00830637687299696,1.0040163866270212e-08
164,2110,0.14713144281915155,4.935057685756783,0.4146194115820509,0.013154240710381139,0.009364024628410975,1.515783679182611e-08
165,2113,0.16989595392714119,5.0319084142079555,0.3586283391882295,0.011464010946082214,0.008217942667419795,8.871603642911287e-09
166,2116,0.130993353274277,6.673899483993523,0.4962793034119233,0.01579051704087476,0.011422888275919448,3.2516713904027264e-08
167,2117,0.1687463790602823,4.194540493922821,0.35834539821753303,0.011225750630538106,0.007904291955788206,7.868837879061705e-09
168,21,0.1616152990889572,5.95110925321523,0.38549545574823196,0.012146366537599797,0.008538916612084292,1.0758092499998307e-08
169,2125,0.09476447794713545,6.338776048264121,0.6872993215147418,0.022446202703119436,0.015797518929856834,1.2565793250312539e-07
170,2126,0.18010330736976818,5.311922445498758,0.3391042789154567,0.010803377146789547,0.007526722407281168,6.610523646493481e-09
171,2128,inf,2.2287370743182606,3.363089266584761e-05,inf,inf,inf
172,2135,0.15485782098736983,7.036378699515582,0.42227151861268913,0.014076350461619305,0.009579595318767922,1.818060084087496e-08
173,2145,0.07949927861231436,4.5586065036055174,0.7643419829256747,0.02440637713436929,0.01736297277873049,1.795930069479981e-07
174,2147,0.12405481075769391,4.981976874541662,0.4961975541591816,0.015522832596320143,0.011109045909153301,2.9735364047791132e-08
175,2159,0.06205788414060164,5.161297454099369,1.0599009580739802,0.03451026975461316,0.024555102712671435,7.181280415929239e-07
176,2161,0.13088509914942642,5.461973163717955,0.46443297572607156,0.014540726183371428,0.01048089231975118,2.3227333065301483e-08
177,2170,0.10625984823129128,4.636929657666614,0.5663016936888885,0.01801026018788251,0.012556424419565764,5.1060695579430584e-08
178,2173,0.15409948411171606,3.786573321340315,0.39444077475999867,0.01250272121516407,0.008820405943344075,1.215619247288442e-08
179,2176,0.11991880474976471,6.219650644140128,0.5190544965327822,0.016540768856613104,0.01171436507392308,3.7505232618826884e-08
180,2179,0.11904339839888203,5.822735673953482,0.525422655464785,0.016397236458718566,0.011980753145272327,3.859266143133571e-08
181,2185,0.11708422706631531,6.304089983536288,0.5657218714754213,0.01797322998112815,0.012963576674481813,5.4287641389007925e-08
182,21872,0.1549010722157536,5.195817269790659,0.37992264981086343,0.01209775132348018,0.008513656547703178,1.0606821650195933e-08
183,2190,0.223106008368188,5.508484209525833,0.26734581876147157,0.008450314182499698,0.00602718023037162,2.5918141452361114e-09
184,2197,0.186423645154852,5.124988479605075,0.3216541394053572,0.010067691570988645,0.007174131858245196,5.197911207074232e-09
185,2198,0.13380927146959254,5.595633653036658,0.4318043976822568,0.013767408235644091,0.009672558810594221,1.770864988351028e-08
186,2203,0.13789552439953925,4.557399137695268,0.4539033682035985,0.014027333993261535,0.01017774837357207,2.0384116667807485e-08
187,22032,inf,1.913340711420851,0.05727512918490365,inf,inf,inf
188,2206,0.21831605981566585,6.708232712693839,0.2754504473739298,0.008642159822774048,0.006240295847432763,2.9055443584818596e-09
189,2214,0.17747919362156625,6.8514850162569845,0.3643948375961617,0.01176737181292854,0.008663974771947946,1.0385395201247177e-08
190,2215,0.30821086686623855,4.470760228230592,0.19486449652533375,0.006318014960165054,0.004406249664638507,7.745324856217303e-10
191,22,0.11399996578772935,6.02552059482665,0.522868662701371,0.017081764721008072,0.012004554243901025,4.194355200787085e-08
192,2220,0.082004439379466,4.9659616819905485,0.7404092191580776,0.02258942093641913,0.016734362032338475,1.4277464630716744e-07
193,2222,0.1786427553453152,5.370836988336419,0.3460045434247485,0.010925225859169335,0.007672928215529174,7.0279156377099164e-09
194,2223,0.14676595202803264,5.7512806256012405,0.4092292207063613,0.012881994337626384,0.009561796305106552,1.5171068410074887e-08
195,2232,0.14768712518839788,4.945486939249612,0.416215970741164,0.013437039497999773,0.00935634301316909,1.5805742530749948e-08
196,2233,0.17874475677680074,5.997900256558101,0.3372425703662573,0.010492649228862989,0.007589827820106225,6.3397130124206905e-09
197,2234,0.20419934460601774,6.175234415550341,0.29935294541874463,0.009566023433336231,0.00668372120980477,4.087606055574719e-09
198,2241,0.23248130668481062,5.09096440959463,0.2576350121819386,0.008066577596840666,0.005836295950896448,2.2161930352702626e-09
199,2242,0.08921595211859604,5.866947691749355,0.7028651349984001,0.02279350614758511,0.015407291422941187,1.2333680348954345e-07
200,2248,0.11082198231330273,6.053185022713284,0.5744492246750591,0.018243491169110348,0.012862571782517367,5.506700325907215e-08
201,2256,0.20696836704404412,5.173884861178404,0.28972741003662056,0.009092480002068437,0.006635728930852548,3.6395786118241026e-09
202,2259,0.17251359851504897,5.931589021002229,0.34994475824940646,0.011335762373427287,0.007711050819473886,7.640629758392178e-09
203,2264,0.1982975202467529,4.668767312063741,0.2983716821667205,0.009520911635857285,0.006983133038461557,4.419381175104653e-09
204,2274,0.2842949163343494,5.552580805734421,0.217598748637735,0.006712336288197537,0.005049610777005455,1.1480113962430963e-09
205,2278,0.08498968231952563,6.139367149403584,0.7833117183421567,0.02559713763153612,0.018688151214443276,2.2806552781811382e-07
206,2285,0.09655986344023551,4.247982997365269,0.6207704930392975,0.019463305182621092,0.014069097761778766,7.491233872347953e-08
207,2288,0.18235549542783858,4.744306535686816,0.32872756680885984,0.010219290047291456,0.007405251123329876,5.7210772053540524e-09
208,2296,0.1143092746985631,4.616695266039464,0.556117242904184,0.017173686695281475,0.012358168036785435,4.503120295510429e-08
209,2299,0.07166792840059927,5.180734359941449,0.8644300346328134,0.027028210940076357,0.0197029146005571,2.818169108419002e-07
210,22998,0.14988843448367947,6.16790922821902,0.39607965839263926,0.012863377534885076,0.00882897852578532,1.2885959215408595e-08
211,2300,0.47533041230055484,4.577945973952722,0.1294842255365536,0.00410797503108385,0.0029543567837909007,1.473066780202176e-10
212,23005,0.13785109062130552,6.765071219451968,0.4561765817084629,0.014586325244705977,0.010207663613980233,2.2167884335238405e-08
213,2301,0.1346500788907837,4.015378418199066,0.4615771472362218,0.014628107080928258,0.010529607033440818,2.3688548427514965e-08
214,2313,0.1352273025723578,4.021208994381905,0.4376141474085994,0.014170377915259103,0.009998155302662567,2.0074441756001205e-08
215,2329,0.2760937367573508,4.614160480892698,0.21462250089583243,0.006976839173166034,0.004719587046906045,1.084251855163128e-09
216,2336,0.3205907041028392,4.512150624484006,0.18968967183296387,0.00593262699498031,0.004280798603886213,6.447368971959993e-10
217,2340,0.08675816417800848,5.785199726074584,0.7308017672490275,0.02341470580166634,0.01642578449304386,1.4793547054368204e-07
218,2341,0.14328796036650557,4.167290625315736,0.42297813737117534,0.013484295960351163,0.009422091195055977,1.613855144695509e-08
219,2344,0.16745108629301697,5.008511092645816,0.3669719146962992,0.011534414402311371,0.008144223497081377,8.82099280746757e-09
220,2359,0.19359515006561068,4.976098547054966,0.3035784651335068,0.009474529682792889,0.0068618485002724505,4.22517917431607e-09
221,2364,0.6678661273138019,4.932280062220511,0.09126990325312805,0.0028517227659216344,0.0020677397733517657,3.47214460150164e-11
222,2370,0.23781516161846739,5.180663384565916,0.2593064579724752,0.008496874726712005,0.005704224387802865,2.3478814374982735e-09
223,2372,0.16046167596196673,6.320224229224,0.3709804241643348,0.011691892030200282,0.00827117861219689,9.346662343956764e-09
224,2377,0.11811794778109148,5.180803470713278,0.5274662812846524,0.0168536574618225,0.011633743301409528,3.8431903169673056e-08
225,2383,0.16316570459485755,5.923533926648458,0.3778961284317075,0.012290193793405924,0.008508691173919718,1.0933474134962163e-08
226,23975,0.16957498008017025,5.74705950162601,0.3574908136697392,0.011588565004363222,0.007966819608259545,8.520253694759377e-09
227,2399,0.11311380513119619,5.5022426116550465,0.5693609672187303,0.018143419577812354,0.012863031433451884,5.435757219734899e-08
228,24008,0.21523711556120598,4.653300887260317,0.28442390952011826,0.009074830781621685,0.006218875530560946,3.185085445197916e-09
229,24013,0.33533158564768717,2.0449336802021634,0.18594937667550182,0.00589060923566307,0.00417737906181966,6.055187325563268e-10
230,24017,0.09562674764401125,5.2877197794860775,0.63601019312804,0.020272355976605018,0.014289654336261498,8.392422077606431e-08
231,24248,0.1562566297530697,5.52175502005943,0.3819452237108304,0.012301601551949079,0.008763563425772277,1.1622513570965624e-08
232,24346,0.17602351491959128,6.6408396616662655,0.3474598729032075,0.010962653895313144,0.007924823516662578,7.545125989269306e-09
233,24453,0.24283736240693116,4.354669071380795,0.25556721930366894,0.008012794151085066,0.00568744339263397,2.0768455098792022e-09
234,24576,0.25786640727470056,5.0868571528763775,0.23862127274696635,0.00735656995100748,0.005396969148514034,1.5764994745836251e-09
235,24631,0.17882246316775813,5.116808514251794,0.3406976925538984,0.010839577593693223,0.007692298960074927,6.953070804007959e-09
