,ID,Probability,Mean,Sigma,Mean_Error,Sigma_Error,Determinant
236,24705,0.15305165628675602,5.276535626614336,0.3997828289218254,0.012727332529278906,0.008796776747819871,1.2534695398121149e-08
237,24763,0.11520643742321823,5.859998116780439,0.5363351662550544,0.01657862331616164,0.012143361714001846,4.0436863433249444e-08
238,24824,0.09340280720534079,5.8590362333612,0.6708467039052427,0.020705474204004124,0.015118998110059269,9.795926025481251e-08
239,24923,0.14625926358208796,5.222847318991145,0.3949236374135085,0.012501122521680565,0.00885713963638228,1.225755922180266e-08
240,24930,0.12824266887185262,5.180965952885849,0.4729436779026469,0.015298734696863589,0.010765318848483637,2.7127212585347525e-08
241,24937,0.17348020580748932,5.707116458796068,0.3453194843862869,0.010958417719558711,0.007656982657103353,7.02208994585114e-09
242,24946,0.10245647821591797,5.424337977583967,0.5848407774300679,0.018909110007984425,0.013300753942848966,6.325126223626678e-08
243,25,0.1803818541956217,5.331401170468939,0.33569767983023785,0.010599423004222445,0.007709298951403356,6.677576413175435e-09
244,2612,inf,2.7599187520192077,1.2883689529154657e-05,inf,inf,inf
245,28,0.23881324293477305,4.155607041137558,0.25295348749910546,0.00793175067306033,0.005577533328501492,1.9556122347708467e-09
246,3000,0.11854465739099518,6.088623003583328,0.5234410789944215,0.016791044121066582,0.011696918227755131,3.852886464677458e-08
247,35,0.11731289314922895,5.3118440292869105,0.5304135335003115,0.016734579105337773,0.011623884258914802,3.78270823505014e-08
248,3898,0.018265062796012664,5.450489011806355,0.9890228850169497,0.02504642612698485,0.017394838734609466,1.8978379416260504e-07
249,42,0.13231256727323312,4.070953371346,0.458501191603435,0.014508523270697899,0.010228381675003693,2.2023856493268012e-08
250,4641,0.7748834762537005,2.5037494246462297,0.08132447451097027,0.0025349708219064913,0.001795713033420008,2.0717243436408964e-11
251,4753,0.1936530092683505,6.209799386595088,0.31971018777579036,0.00992572255116144,0.0070761446539381835,4.92526140745881e-09
252,503,inf,7.815334819766184,0.12464616317498545,inf,inf,inf
253,5505,0.19296079680785086,4.6156598620309985,0.31574054546672653,0.009842089064322976,0.00723413732868845,5.0645317100293455e-09
254,58,0.11727791908530953,2.858394009526763,0.508982818775227,0.015943103363599026,0.011381091567146524,3.2925127664173856e-08
255,5958,0.12401088468258727,5.858945297861039,0.49385101134675113,0.01604754688050332,0.010882897459626936,3.0501618256516465e-08
256,62,0.15540068680364788,4.685025324562574,0.3865244089971244,0.012253652930649733,0.008834926462583055,1.1720085529479788e-08
257,67,0.31582379028841584,7.487060723649132,0.28694769444563284,0.010095181715860397,0.007074505262215583,5.095131538771987e-09
258,7341,0.3126246583985398,2.754708144480034,0.19160225371086595,0.006212907418856725,0.00437032839855742,7.350596157908628e-10
259,7431,0.11400638550402016,4.25755269514698,0.5178038399871782,0.016787605752065365,0.011835119471262279,3.9470519987958086e-08
260,787,inf,7.785296736618227,0.16852171450029882,inf,inf,inf
261,8462,0.11767791568499703,5.524218595850213,0.5356043807943716,0.017007717317470864,0.011804023441637461,4.0308289419071174e-08
262,8582,inf,1.9963757544736331,6.48036875357225e-05,inf,inf,inf
263,8744,0.3112618105317774,4.878119501389371,0.19699396302799582,0.006453790754896988,0.004293896770159263,7.634848905039888e-10
264,91,0.1300320862380597,5.470882939840322,0.47442374411252863,0.014972277660237556,0.010410180441165283,2.429181370527479e-08
265,99,0.07665247288410357,6.615718028594188,5.203883078152359,inf,inf,
