,runstring,t
0,0000000.bin,143072.48895619527
1,0000001.bin,168873.49884205646
2,0000002.bin,73929.29783240703
3,0000003.bin,39498.136950018554
4,0000004.bin,244856.76645239312
5,0000005.bin,57122.550663912756
6,0000006.bin,48471.33792956124
7,0000007.bin,40975.43772510436
8,0000008.bin,49747.0972726382
9,0000009.bin,82083.13485675803
10,0000010.bin,82105.20118405085
11,0000011.bin,50688.18975861007
12,0000012.bin,40877.47293140876
13,0000013.bin,51270.4013171822
14,0000014.bin,86241.09602623581
15,0000015.bin,120458.97217213779
16,0000016.bin,148358.5348168673
17,0000017.bin,56652.402792612644
18,0000018.bin,120203.63324203514
19,0000019.bin,71016.36942467382
20,0000020.bin,87171.7962073602
21,0000021.bin,160259.04022584888
22,0000022.bin,52047.88428383853
23,0000023.bin,84691.56873246
24,0000024.bin,70153.32314810654
25,0000025.bin,79429.63301903414
26,0000026.bin,59744.07884372256
27,0000027.bin,113627.69450369358
28,0000028.bin,133842.80589301672
29,0000029.bin,60107.28989814207
30,0000030.bin,89273.77842682818
31,0000031.bin,141922.99611701522
32,0000032.bin,120088.72899143814
33,0000033.bin,48169.926447968086
34,0000034.bin,94751.90872209784
35,0000035.bin,73294.60513435511
36,0000036.bin,49586.91721392234
37,0000037.bin,71701.5687242845
38,0000038.bin,49743.5292479739
39,0000039.bin,113922.69739729745
40,0000040.bin,221340.47014623482
41,0000041.bin,105864.33101347866
42,0000042.bin,195890.47767710543
43,0000043.bin,78163.33067336839
44,0000044.bin,89560.64068163486
45,0000045.bin,63294.92156401041
46,0000046.bin,54168.50336999967
47,0000047.bin,65634.95684651806
48,0000048.bin,295330.1472766627
49,0000049.bin,84524.32190644785
50,0000050.bin,177604.00486239427
51,0000051.bin,46398.8698558601
52,0000052.bin,59307.39419403134
53,0000053.bin,38915.648263317154
54,0000054.bin,60706.75268276103
55,0000055.bin,55866.432776997535
56,0000056.bin,85363.29267678512
57,0000057.bin,52783.07056976561
58,0000058.bin,50489.83530008778
59,0000059.bin,71260.31146046039
60,0000060.bin,120916.02573933007
61,0000061.bin,72232.54621995855
62,0000062.bin,84447.03779939873
63,0000063.bin,105550.20627895542
64,0000064.bin,53113.26873578629
65,0000065.bin,99914.18223203634
66,0000066.bin,66238.40334799522
67,0000067.bin,63387.62092324995
68,0000068.bin,107317.62556436678
69,0000069.bin,245199.40074321462
70,0000070.bin,80742.28504431967
71,0000071.bin,43482.234859397955
72,0000072.bin,66423.3170922481
73,0000073.bin,78986.64370440211
74,0000074.bin,86371.0344778455
75,0000075.bin,137446.0951117682
76,0000076.bin,83752.62398948995
77,0000077.bin,39222.49838444716
78,0000078.bin,48405.69320394131
79,0000079.bin,65347.95602764675
80,0000080.bin,68867.62183339216
81,0000081.bin,48693.386843135784
82,0000082.bin,55028.12018596727
83,0000083.bin,140141.5125790436
84,0000084.bin,49570.63593632795
85,0000085.bin,51472.393082401104
86,0000086.bin,47239.95372818303
87,0000087.bin,40364.54340515318
88,0000088.bin,98960.41113415055
89,0000089.bin,190548.52121635395
90,0000090.bin,40326.19580026597
91,0000091.bin,89532.20040736892
92,0000092.bin,44624.487726200925
93,0000093.bin,75447.19787843034
94,0000094.bin,172033.5562590628
95,0000095.bin,34676.627116029005
96,0000096.bin,91293.80000206569
97,0000097.bin,46540.7594580444
98,0000098.bin,65009.270812667295
99,0000099.bin,59377.29976463874
100,0000100.bin,87217.0373744629
101,0000101.bin,139327.44869932413
102,0000102.bin,75520.04793541119
103,0000103.bin,58136.56248889779
104,0000104.bin,145162.58930712097
105,0000105.bin,39606.70189465859
106,0000106.bin,112672.57240617761
107,0000107.bin,127336.49559715329
108,0000108.bin,48868.67038489666
109,0000109.bin,74498.65757398444
110,0000110.bin,46951.84439679465
111,0000111.bin,76303.62772091138
112,0000112.bin,60872.02497085216
113,0000113.bin,71443.14674374377
114,0000114.bin,44644.05990033035
115,0000115.bin,114194.17904092986
116,0000116.bin,47039.65937275588
117,0000117.bin,58605.463283616205
118,0000118.bin,70455.73921916829
119,0000119.bin,107087.08960183346
120,0000120.bin,182782.21323976558
121,0000121.bin,111813.92553866244
122,0000122.bin,149489.0443791926
123,0000123.bin,113459.58165227747
124,0000124.bin,87168.71315692211
125,0000125.bin,83681.15957315543
126,0000126.bin,53195.19473900061
127,0000127.bin,79695.71066414585
128,0000128.bin,73086.65511435698
129,0000129.bin,131193.6341823126
