,runstring,t
0,0000000.bin,12726407.15431093
1,0000001.bin,16821030.71360329
2,0000002.bin,22024819.034024794
3,0000003.bin,72498218.43569697
4,0000004.bin,2283820.8331069048
5,0000005.bin,7050147.641544191
6,0000006.bin,9660518.160390262
7,0000007.bin,23001940.25738952
8,0000008.bin,12875658.926828373
9,0000009.bin,2704452.145933706
10,0000010.bin,7964394.096255312
11,0000011.bin,28049552.03224394
12,0000012.bin,10242154.756063763
13,0000013.bin,27187160.248956252
14,0000014.bin,3802177.935361219
15,0000015.bin,97796934.13342519
16,0000016.bin,12030556.438263077
17,0000017.bin,45203019.93332811
18,0000018.bin,8009458.413852658
19,0000019.bin,7040254.342097107
20,0000020.bin,4892756.210412724
21,0000021.bin,24691420.44061454
22,0000022.bin,14976854.992020715
23,0000023.bin,9601090.845182527
24,0000024.bin,6381722.805329064
25,0000025.bin,14991325.651475001
26,0000026.bin,18700382.235687006
27,0000027.bin,5713128.15887955
28,0000028.bin,10147194.041182343
29,0000029.bin,4643616.468067089
30,0000030.bin,12018371.288893763
31,0000031.bin,19220760.669357512
32,0000032.bin,13767892.487504844
33,0000033.bin,9267270.025751252
34,0000034.bin,6033369.995941188
35,0000035.bin,13228725.184319694
36,0000036.bin,10186053.844086085
37,0000037.bin,99999984.43398236
38,0000038.bin,9472898.625911329
39,0000039.bin,8698047.799027104
40,0000040.bin,7946643.349559205
41,0000041.bin,4258290.788358079
42,0000042.bin,41110000.426121846
43,0000043.bin,52284841.47745974
44,0000044.bin,2244635.9956893786
45,0000045.bin,41252462.52553859
46,0000046.bin,5124203.887934355
47,0000047.bin,14681418.596877966
48,0000048.bin,25340684.537345458
49,0000049.bin,6029762.134678163
50,0000050.bin,21806982.941042308
51,0000051.bin,16448723.244255457
52,0000052.bin,8682174.663538743
53,0000053.bin,6266875.591984687
54,0000054.bin,6954380.073347887
55,0000055.bin,17445808.290998477
56,0000056.bin,11186164.263660107
57,0000057.bin,12321151.474773947
58,0000058.bin,76871300.12655254
59,0000059.bin,20872864.862810332
60,0000060.bin,8965866.61227383
61,0000061.bin,4799102.436688526
62,0000062.bin,56399212.52700703
63,0000063.bin,29131028.16276032
64,0000064.bin,10217589.289860431
65,0000065.bin,5738883.230709992
66,0000066.bin,33770548.61407249
67,0000067.bin,7979223.358674141
68,0000068.bin,7413681.631378463
69,0000069.bin,57326724.28701773
70,0000070.bin,4984264.07744791
71,0000071.bin,79735532.0581192
72,0000072.bin,10036237.284500036
73,0000073.bin,18449989.202752117
74,0000074.bin,6968175.093751652
75,0000075.bin,15718853.25255144
76,0000076.bin,18318756.99214262
77,0000077.bin,13293335.245337982
