,runstring,t
0,0000000.bin,99999986.41982539
1,0000001.bin,99999986.41982539
2,0000002.bin,99999986.41982539
3,0000003.bin,99999986.41982539
4,0000004.bin,99999986.41982539
5,0000005.bin,99999986.41982539
6,0000006.bin,99999986.41982539
7,0000007.bin,99999986.41982539
8,0000008.bin,99999986.41982539
9,0000009.bin,99999986.41982539
10,0000010.bin,99999986.41982539
11,0000011.bin,99999986.41982539
12,0000012.bin,99999986.41982539
13,0000013.bin,99999986.41982539
14,0000014.bin,99999986.41982539
15,0000015.bin,99999986.41982539
16,0000016.bin,99999986.41982539
17,0000017.bin,99999986.41982539
18,0000018.bin,99999986.41982539
19,0000019.bin,99999986.41982539
20,0000020.bin,99999986.41982539
21,0000021.bin,99999986.41982539
22,0000022.bin,99999986.41982539
23,0000023.bin,99999986.41982539
24,0000024.bin,99999986.41982539
25,0000025.bin,99999986.41982539
26,0000026.bin,99999986.41982539
27,0000027.bin,99999986.41982539
28,0000028.bin,99999986.41982539
29,0000029.bin,99999986.41982539
30,0000030.bin,99999986.41982539
31,0000031.bin,99999986.41982539
32,0000032.bin,99999986.41982539
33,0000033.bin,99999986.41982539
34,0000034.bin,99999986.41982539
35,0000035.bin,99999986.41982539
36,0000036.bin,99999986.41982539
37,0000037.bin,99999986.41982539
38,0000038.bin,99999986.41982539
39,0000039.bin,99999986.41982539
40,0000040.bin,99999986.41982539
41,0000041.bin,99999986.41982539
42,0000042.bin,99999986.41982539
43,0000043.bin,99999986.41982539
44,0000044.bin,99999986.41982539
45,0000045.bin,99999986.41982539
46,0000046.bin,99999986.41982539
47,0000047.bin,99999986.41982539
48,0000048.bin,99999986.41982539
49,0000049.bin,99999986.41982539
50,0000050.bin,99999986.41982539
51,0000051.bin,99999986.41982539
52,0000052.bin,99999986.41982539
53,0000053.bin,99999986.41982539
54,0000054.bin,99999986.41982539
55,0000055.bin,99999986.41982539
56,0000056.bin,99999986.41982539
57,0000057.bin,99999986.41982539
58,0000058.bin,99999986.41982539
59,0000059.bin,99999986.41982539
60,0000060.bin,99999986.41982539
61,0000061.bin,99999986.41982539
62,0000062.bin,99999986.41982539
63,0000063.bin,99999986.41982539
64,0000064.bin,99999986.41982539
65,0000065.bin,99999986.41982539
66,0000066.bin,99999986.41982539
67,0000067.bin,99999986.41982539
68,0000068.bin,99999986.41982539
69,0000069.bin,99999986.41982539
70,0000070.bin,99999986.41982539
71,0000071.bin,99999986.41982539
72,0000072.bin,99999986.41982539
73,0000073.bin,99999986.41982539
74,0000074.bin,99999986.41982539
75,0000075.bin,99999986.41982539
76,0000076.bin,99999986.41982539
77,0000077.bin,99999986.41982539
78,0000078.bin,99999986.41982539
79,0000079.bin,99999986.41982539
80,0000080.bin,99999986.41982539
81,0000081.bin,99999986.41982539
82,0000082.bin,99999986.41982539
83,0000083.bin,99999986.41982539
84,0000084.bin,99999986.41982539
85,0000085.bin,99999986.41982539
86,0000086.bin,99999986.41982539
87,0000087.bin,99999986.41982539
88,0000088.bin,99999986.41982539
89,0000089.bin,99999986.41982539
90,0000090.bin,99999986.41982539
91,0000091.bin,99999986.41982539
92,0000092.bin,99999986.41982539
93,0000093.bin,99999986.41982539
94,0000094.bin,99999986.41982539
95,0000095.bin,99999986.41982539
96,0000096.bin,99999986.41982539
97,0000097.bin,99999986.41982539
98,0000098.bin,99999986.41982539
99,0000099.bin,99999986.41982539
100,0000100.bin,99999986.41982539
101,0000101.bin,99999986.41982539
102,0000102.bin,99999986.41982539
103,0000103.bin,99999986.41982539
104,0000104.bin,99999986.41982539
105,0000105.bin,99999986.41982539
106,0000106.bin,99999986.41982539
107,0000107.bin,99999986.41982539
108,0000108.bin,99999986.41982539
109,0000109.bin,99999986.41982539
110,0000110.bin,99999986.41982539
111,0000111.bin,99999986.41982539
112,0000112.bin,99999986.41982539
113,0000113.bin,99999986.41982539
114,0000114.bin,99999986.41982539
115,0000115.bin,99999986.41982539
116,0000116.bin,99999986.41982539
117,0000117.bin,99999986.41982539
118,0000118.bin,99999986.41982539
119,0000119.bin,99999986.41982539
120,0000120.bin,99999986.41982539
121,0000121.bin,99999986.41982539
122,0000122.bin,99999986.41982539
123,0000123.bin,99999986.41982539
124,0000124.bin,99999986.41982539
125,0000125.bin,99999986.41982539
126,0000126.bin,99999986.41982539
127,0000127.bin,99999986.41982539
128,0000128.bin,99999986.41982539
129,0000129.bin,99999986.41982539
130,0000130.bin,99999986.41982539
131,0000131.bin,99999986.41982539
132,0000132.bin,99999986.41982539
133,0000133.bin,99999986.41982539
134,0000134.bin,99999986.41982539
135,0000135.bin,99999986.41982539
136,0000136.bin,99999986.41982539
137,0000137.bin,99999986.41982539
138,0000138.bin,99999986.41982539
139,0000139.bin,99999986.41982539
140,0000140.bin,99999986.41982539
141,0000141.bin,99999986.41982539
142,0000142.bin,99999986.41982539
143,0000143.bin,99999986.41982539
144,0000144.bin,99999986.41982539
145,0000145.bin,99999986.41982539
146,0000146.bin,99999986.41982539
147,0000147.bin,99999986.41982539
148,0000148.bin,99999986.41982539
149,0000149.bin,99999986.41982539
150,0000150.bin,99999986.41982539
151,0000151.bin,99999986.41982539
152,0000152.bin,99999986.41982539
153,0000153.bin,99999986.41982539
154,0000154.bin,99999986.41982539
155,0000155.bin,99999986.41982539
156,0000156.bin,99999986.41982539
157,0000157.bin,99999986.41982539
158,0000158.bin,99999986.41982539
159,0000159.bin,99999986.41982539
160,0000160.bin,99999986.41982539
161,0000161.bin,99999986.41982539
162,0000162.bin,99999986.41982539
163,0000163.bin,99999986.41982539
164,0000164.bin,99999986.41982539
165,0000165.bin,99999986.41982539
166,0000166.bin,99999986.41982539
167,0000167.bin,99999986.41982539
168,0000168.bin,99999986.41982539
169,0000169.bin,99999986.41982539
170,0000170.bin,99999986.41982539
171,0000171.bin,99999986.41982539
172,0000172.bin,99999986.41982539
173,0000173.bin,99999986.41982539
174,0000174.bin,99999986.41982539
175,0000175.bin,99999986.41982539
176,0000176.bin,99999986.41982539
177,0000177.bin,99999986.41982539
178,0000178.bin,99999986.41982539
179,0000179.bin,99999986.41982539
180,0000180.bin,99999986.41982539
181,0000181.bin,99999986.41982539
182,0000182.bin,99999986.41982539
183,0000183.bin,99999986.41982539
184,0000184.bin,99999986.41982539
185,0000185.bin,99999986.41982539
186,0000186.bin,99999986.41982539
187,0000187.bin,99999986.41982539
188,0000188.bin,99999986.41982539
189,0000189.bin,99999986.41982539
190,0000190.bin,99999986.41982539
191,0000191.bin,99999986.41982539
192,0000192.bin,99999986.41982539
193,0000193.bin,99999986.41982539
194,0000194.bin,99999986.41982539
195,0000195.bin,99999986.41982539
196,0000196.bin,99999986.41982539
197,0000197.bin,99999986.41982539
198,0000198.bin,99999986.41982539
199,0000199.bin,99999986.41982539
200,0000200.bin,99999986.41982539
201,0000201.bin,99999986.41982539
202,0000202.bin,99999986.41982539
203,0000203.bin,99999986.41982539
204,0000204.bin,99999986.41982539
205,0000205.bin,99999986.41982539
206,0000206.bin,99999986.41982539
207,0000207.bin,99999986.41982539
208,0000208.bin,99999986.41982539
