,Unnamed: 0,runstring,t
0,0,0000000.bin,1027928.93753
1,1,0000001.bin,3104580.67013
2,2,0000002.bin,816031.810455
3,3,0000003.bin,1898722.20901
4,4,0000004.bin,431059.501157
5,5,0000005.bin,689015.51887
6,6,0000006.bin,2545484.80475
7,7,0000007.bin,647380.208877
8,8,0000008.bin,365272.309627
9,9,0000009.bin,656286.017308
10,10,0000010.bin,1092634.74237
11,11,0000011.bin,353409.618576
12,12,0000012.bin,406753.848421
13,13,0000013.bin,1083005.59616
14,14,0000014.bin,210833.961175
15,15,0000015.bin,2028526.30072
16,16,0000016.bin,2671751.36215
17,17,0000017.bin,1436011.99447
18,18,0000018.bin,1415932.26109
19,19,0000019.bin,948364.934348
20,20,0000020.bin,536832.608258
21,21,0000021.bin,751108.564338
22,22,0000022.bin,2280163.4965
23,23,0000023.bin,2532132.79513
24,24,0000024.bin,2350444.03556
25,25,0000025.bin,4644855.35722
26,26,0000026.bin,1209517.27296
27,27,0000027.bin,954672.463323
28,28,0000028.bin,5651909.34406
29,29,0000029.bin,2630067.90123
30,30,0000030.bin,1861780.43663
31,31,0000031.bin,559731.734305
32,32,0000032.bin,4406354.9468
33,33,0000033.bin,10948786.4188
34,34,0000034.bin,6043920.45288
35,35,0000035.bin,2733791.40695
36,36,0000036.bin,478784.829569
37,37,0000037.bin,440244.792811
38,38,0000038.bin,3632120.32308
39,39,0000039.bin,816014.247491
40,40,0000040.bin,1119512.10495
41,41,0000041.bin,901930.535759
42,42,0000042.bin,3524394.15895
43,43,0000043.bin,663877.513272
44,44,0000044.bin,3642101.1789
45,45,0000045.bin,1403580.57832
46,46,0000046.bin,619755.294493
47,47,0000047.bin,980989.058126
48,48,0000048.bin,1520049.1495
49,49,0000049.bin,2011880.76768
50,50,0000050.bin,3543195.39861
51,51,0000051.bin,1278648.25194
52,52,0000052.bin,831605.517713
53,53,0000053.bin,2018514.44124
54,54,0000054.bin,365536.446908
55,55,0000055.bin,1252417.22029
56,56,0000056.bin,12451834.5041
57,57,0000057.bin,348256.256934
58,58,0000058.bin,6087334.57591
59,59,0000059.bin,9337736.53719
60,60,0000060.bin,1779673.78736
61,61,0000061.bin,753439.796674
62,62,0000062.bin,5460373.02707
63,63,0000063.bin,3502035.01611
64,64,0000064.bin,293523.96403
65,65,0000065.bin,466218.684649
66,66,0000066.bin,2769888.00932
67,67,0000067.bin,1525337.88799
68,68,0000068.bin,303724.893838
69,69,0000069.bin,4073540.48393
70,70,0000070.bin,339208.80164
71,71,0000071.bin,3729110.00825
72,72,0000072.bin,2111727.91592
73,73,0000073.bin,1283907.54562
74,74,0000074.bin,587935.014071
75,75,0000075.bin,1390804.78634
76,76,0000076.bin,860501.859062
77,77,0000077.bin,315463.674194
78,78,0000078.bin,691950.785534
79,79,0000079.bin,294514.903183
80,80,0000080.bin,815634.513345
81,81,0000081.bin,926818.987918
82,82,0000082.bin,555064.800951
83,83,0000083.bin,512158.9993
84,84,0000084.bin,555673.165399
85,85,0000085.bin,1229009.56503
86,86,0000086.bin,1962018.92374
87,87,0000087.bin,1010537.82722
88,88,0000088.bin,804368.85915
89,89,0000089.bin,2052104.11235
90,90,0000090.bin,1688541.50661
91,91,0000091.bin,768636.541061
92,92,0000092.bin,2424540.2758
93,93,0000093.bin,1016248.31934
94,94,0000094.bin,2302328.26895
95,95,0000095.bin,2689989.02811
96,96,0000096.bin,1281813.18813
97,97,0000097.bin,5816778.0148
98,98,0000098.bin,617255.326066
99,99,0000099.bin,3765549.45214
100,100,0000100.bin,470349.064254
101,101,0000101.bin,510736.226004
102,102,0000102.bin,1212526.08237
103,103,0000103.bin,2172326.20419
104,104,0000104.bin,539837.641805
105,105,0000105.bin,1346069.66515
106,106,0000106.bin,1288682.87052
107,107,0000107.bin,357916.683924
108,108,0000108.bin,1444456.62787
109,109,0000109.bin,212544.046547
110,110,0000110.bin,1051835.56111
111,111,0000111.bin,874809.439421
112,112,0000112.bin,1362084.24784
113,113,0000113.bin,12891196.7261
114,114,0000114.bin,1255732.9832
115,115,0000115.bin,1927574.45243
116,116,0000116.bin,1707781.54324
117,117,0000117.bin,1003568.55208
118,118,0000118.bin,2304398.27385
119,119,0000119.bin,671082.76259
120,120,0000120.bin,2804969.21603
121,121,0000121.bin,1379040.71809
122,122,0000122.bin,697912.805625
123,123,0000123.bin,2993767.33874
124,124,0000124.bin,1003811.4891
125,125,0000125.bin,2115217.43786
126,126,0000126.bin,1389016.10064
127,127,0000127.bin,1013749.04373
128,128,0000128.bin,854021.159954
129,129,0000129.bin,2883642.21921
130,130,0000130.bin,1106802.13079
131,131,0000131.bin,1131773.30555
132,132,0000132.bin,1765135.84466
133,133,0000133.bin,4822967.57676
134,134,0000134.bin,2434334.65936
135,135,0000135.bin,952204.849548
136,136,0000136.bin,914930.523997
137,137,0000137.bin,3437416.74895
138,138,0000138.bin,4555291.99995
139,139,0000139.bin,1074591.03111
140,140,0000140.bin,1833130.11534
141,141,0000141.bin,930954.425103
142,142,0000142.bin,1232549.31635
143,143,0000143.bin,2541652.61448
144,144,0000144.bin,1788159.4703
145,145,0000145.bin,628035.036947
146,146,0000146.bin,1649658.66296
147,147,0000147.bin,1029916.878
148,148,0000148.bin,3016951.49057
149,149,0000149.bin,5910470.01963
150,150,0000150.bin,16237992.1421
151,151,0000151.bin,1082312.25745
152,152,0000152.bin,1148500.79909
153,153,0000153.bin,4360015.91476
154,154,0000154.bin,636624.57346
155,155,0000155.bin,920443.11234
156,156,0000156.bin,1044326.7531
157,157,0000157.bin,501123.18784
158,158,0000158.bin,6156090.42798
159,159,0000159.bin,1012952.85602
160,160,0000160.bin,1354805.24793
161,161,0000161.bin,298551.128674
162,162,0000162.bin,758510.95533
163,163,0000163.bin,885727.991249
164,164,0000164.bin,856338.535908
165,165,0000165.bin,391942.588579
166,166,0000166.bin,564448.966326
167,167,0000167.bin,1898370.70724
168,168,0000168.bin,743788.999869
169,169,0000169.bin,4892562.98702
170,170,0000170.bin,523008.061372
171,171,0000171.bin,17490863.2305
172,172,0000172.bin,836651.180626
173,173,0000173.bin,470398.185128
174,174,0000174.bin,1124296.33258
175,175,0000175.bin,3057455.28841
176,176,0000176.bin,333875.618801
177,177,0000177.bin,1878441.80058
178,178,0000178.bin,1122161.93015
179,179,0000179.bin,439319.047935
180,180,0000180.bin,2632390.78509
181,181,0000181.bin,1151681.80868
182,182,0000182.bin,1120170.56022
183,183,0000183.bin,2883405.79469
184,184,0000184.bin,617501.207563
185,185,0000185.bin,1123228.24802
186,186,0000186.bin,2148204.04459
187,187,0000187.bin,2085053.96503
188,188,0000188.bin,630014.2479
189,189,0000189.bin,931345.209714
190,190,0000190.bin,5763170.92939
191,191,0000191.bin,1524210.70596
192,192,0000192.bin,2351764.99909
193,193,0000193.bin,812811.795142
194,194,0000194.bin,1167210.65591
195,195,0000195.bin,2831393.7174
196,196,0000196.bin,1176840.70278
197,197,0000197.bin,2104532.71248
198,198,0000198.bin,692220.015035
199,199,0000199.bin,5094848.9119
200,200,0000200.bin,1211336.02701
201,201,0000201.bin,941676.735922
202,202,0000202.bin,6170426.06751
203,203,0000203.bin,20228426.7868
204,204,0000204.bin,1711147.60482
205,205,0000205.bin,2127990.04287
206,206,0000206.bin,630607.127841
207,207,0000207.bin,1150274.20813
208,208,0000208.bin,564493.064262
209,209,0000209.bin,227481.815131
210,210,0000210.bin,861226.097504
211,211,0000211.bin,1221117.69734
212,212,0000212.bin,2597457.56455
213,213,0000213.bin,488948.1393
214,214,0000214.bin,230285.619367
215,215,0000215.bin,2199644.75397
216,216,0000216.bin,3096768.6152
217,217,0000217.bin,4775530.14933
218,218,0000218.bin,1127360.29039
219,219,0000219.bin,996698.661849
220,220,0000220.bin,534921.639986
221,221,0000221.bin,671204.075214
222,222,0000222.bin,6067118.53037
223,223,0000223.bin,974760.025555
224,224,0000224.bin,1012236.37715
225,225,0000225.bin,2296266.96788
226,226,0000226.bin,1279028.99067
227,227,0000227.bin,2277120.42719
228,228,0000228.bin,469623.440174
229,229,0000229.bin,597920.82355
230,230,0000230.bin,1891629.36959
231,231,0000231.bin,2438084.09238
232,232,0000232.bin,813340.381471
233,233,0000233.bin,2022266.74947
234,234,0000234.bin,956867.729911
235,235,0000235.bin,723308.158877
236,236,0000236.bin,671029.623365
