,Unnamed: 0,runstring,t
0,0,0000000.bin,88331.4327586
1,1,0000001.bin,68896.5423151
2,2,0000002.bin,126567.387017
3,3,0000003.bin,215134.621183
4,4,0000004.bin,245134.08552
5,5,0000005.bin,2095015.80535
6,6,0000006.bin,125434.660507
7,7,0000007.bin,319223.558217
8,8,0000008.bin,136626.791006
9,9,0000009.bin,110752.032179
10,10,0000010.bin,242195.211193
11,11,0000011.bin,104996.774151
12,12,0000012.bin,123234.297953
13,13,0000013.bin,896058.721091
14,14,0000014.bin,1024321.85483
15,15,0000015.bin,67570.55359
16,16,0000016.bin,207401.673038
17,17,0000017.bin,36231.1055711
18,18,0000018.bin,67157.8405519
19,19,0000019.bin,203438.706421
20,20,0000020.bin,465484.014934
21,21,0000021.bin,217307.132362
22,22,0000022.bin,584505.861517
23,23,0000023.bin,71422.9114495
24,24,0000024.bin,1361291.24395
25,25,0000025.bin,52035.9988158
26,26,0000026.bin,151336.404684
27,27,0000027.bin,213594.758839
28,28,0000028.bin,97836.3033993
29,29,0000029.bin,56945.1154394
30,30,0000030.bin,545080.92381
31,31,0000031.bin,592119.021024
32,32,0000032.bin,42575.8843688
33,33,0000033.bin,87454.2876489
34,34,0000034.bin,570438.907951
35,35,0000035.bin,85004.7176421
36,36,0000036.bin,107674.455234
37,37,0000037.bin,94041.7267508
38,38,0000038.bin,43205.3115888
39,39,0000039.bin,300034.272594
40,40,0000040.bin,466627.27231
41,41,0000041.bin,120088.755339
42,42,0000042.bin,49766.5967225
43,43,0000043.bin,123657.749706
44,44,0000044.bin,212221.104079
45,45,0000045.bin,453097.427661
46,46,0000046.bin,77745.8664112
47,47,0000047.bin,556459.31902
48,48,0000048.bin,115601.981953
49,49,0000049.bin,334741.485285
50,50,0000050.bin,131162.101801
51,51,0000051.bin,353290.223924
52,52,0000052.bin,434401.499355
53,53,0000053.bin,154154.174026
54,54,0000054.bin,321032.858364
55,55,0000055.bin,152754.677069
56,56,0000056.bin,85308.2768457
57,57,0000057.bin,214720.453222
58,58,0000058.bin,147053.181895
59,59,0000059.bin,350802.063832
60,60,0000060.bin,127305.725584
61,61,0000061.bin,66719.1121125
62,62,0000062.bin,185039.790136
63,63,0000063.bin,117849.040594
64,64,0000064.bin,75949.6259241
65,65,0000065.bin,550747.985807
66,66,0000066.bin,203711.885456
67,67,0000067.bin,1112468.89378
68,68,0000068.bin,107560.382375
69,69,0000069.bin,1586145.82299
70,70,0000070.bin,218249.056167
71,71,0000071.bin,212237.454637
72,72,0000072.bin,159558.968918
73,73,0000073.bin,208260.354487
74,74,0000074.bin,370103.170647
75,75,0000075.bin,487302.311012
76,76,0000076.bin,65707.0056131
77,77,0000077.bin,366373.441983
78,78,0000078.bin,109929.515948
79,79,0000079.bin,209087.859024
80,80,0000080.bin,26942.3602192
81,81,0000081.bin,149324.593168
82,82,0000082.bin,113415.198677
83,83,0000083.bin,213405.307135
84,84,0000084.bin,103471.70352
85,85,0000085.bin,82142.7463663
86,86,0000086.bin,106379.539498
87,87,0000087.bin,29833.9495606
88,88,0000088.bin,222726.130069
89,89,0000089.bin,357148.228262
90,90,0000090.bin,134035.088919
91,91,0000091.bin,362419.967011
92,92,0000092.bin,209177.994942
93,93,0000093.bin,234826.305462
94,94,0000094.bin,111938.764029
95,95,0000095.bin,255275.727275
96,96,0000096.bin,257893.236917
97,97,0000097.bin,118700.655276
98,98,0000098.bin,85186.4444003
99,99,0000099.bin,553782.607891
100,100,0000100.bin,239534.573489
101,101,0000101.bin,195425.062141
102,102,0000102.bin,69733.4345669
103,103,0000103.bin,92542.4636747
104,104,0000104.bin,1139362.826
105,105,0000105.bin,140618.440382
106,106,0000106.bin,98582.2283489
107,107,0000107.bin,43340.0651323
108,108,0000108.bin,122765.986088
109,109,0000109.bin,368926.969668
110,110,0000110.bin,260808.243585
111,111,0000111.bin,211468.04308
112,112,0000112.bin,356342.893975
113,113,0000113.bin,162234.744744
114,114,0000114.bin,52080.0968263
115,115,0000115.bin,76874.0213766
116,116,0000116.bin,119237.209938
117,117,0000117.bin,103791.682564
118,118,0000118.bin,378932.922556
119,119,0000119.bin,127973.742894
120,120,0000120.bin,49094.9767478
121,121,0000121.bin,111313.320525
122,122,0000122.bin,121234.437587
123,123,0000123.bin,206263.092197
124,124,0000124.bin,86951.3347699
125,125,0000125.bin,688690.269106
126,126,0000126.bin,125928.572082
127,127,0000127.bin,345041.505738
128,128,0000128.bin,424310.017804
129,129,0000129.bin,551485.111938
130,130,0000130.bin,1154510.75251
131,131,0000131.bin,35803.9125894
132,132,0000132.bin,94805.7689505
133,133,0000133.bin,90289.7239081
134,134,0000134.bin,19178.5469339
135,135,0000135.bin,108743.684765
136,136,0000136.bin,419702.485852
137,137,0000137.bin,337367.204842
138,138,0000138.bin,379242.474654
139,139,0000139.bin,16345.7087519
140,140,0000140.bin,822370.910975
141,141,0000141.bin,84761.8494945
142,142,0000142.bin,557488.261051
143,143,0000143.bin,198493.459218
144,144,0000144.bin,88433.2426981
145,145,0000145.bin,560733.742985
146,146,0000146.bin,903528.397519
147,147,0000147.bin,37895.329154
148,148,0000148.bin,469164.518718
149,149,0000149.bin,1187140.37062
150,150,0000150.bin,3742988.34029
151,151,0000151.bin,76736.4272699
152,152,0000152.bin,234678.942589
153,153,0000153.bin,131159.33052
154,154,0000154.bin,14727.4537942
155,155,0000155.bin,2656281.21446
156,156,0000156.bin,214644.589402
157,157,0000157.bin,71202.5599609
158,158,0000158.bin,93872.9903727
159,159,0000159.bin,346857.179831
160,160,0000160.bin,459937.295819
161,161,0000161.bin,255122.094379
162,162,0000162.bin,659904.314172
163,163,0000163.bin,125622.172315
164,164,0000164.bin,589182.710138
165,165,0000165.bin,471068.769883
166,166,0000166.bin,362666.611028
167,167,0000167.bin,102681.819124
168,168,0000168.bin,122866.999284
169,169,0000169.bin,138138.767334
170,170,0000170.bin,123191.13525
171,171,0000171.bin,96364.5799292
172,172,0000172.bin,215706.960013
173,173,0000173.bin,684154.547976
174,174,0000174.bin,322500.043858
175,175,0000175.bin,808419.900882
176,176,0000176.bin,324778.314048
177,177,0000177.bin,677173.656251
178,178,0000178.bin,120294.384397
179,179,0000179.bin,122231.890938
180,180,0000180.bin,412917.870111
181,181,0000181.bin,229905.791942
182,182,0000182.bin,227009.733909
183,183,0000183.bin,102235.261815
184,184,0000184.bin,267058.729538
185,185,0000185.bin,568088.203401
186,186,0000186.bin,57521.3687032
187,187,0000187.bin,61181.919268
188,188,0000188.bin,322293.063802
189,189,0000189.bin,28867.1881486
190,190,0000190.bin,76203.1635039
191,191,0000191.bin,489013.646371
192,192,0000192.bin,20743.8704226
193,193,0000193.bin,46646.0995623
194,194,0000194.bin,28274.0993521
195,195,0000195.bin,136908.006756
196,196,0000196.bin,29220.3532839
197,197,0000197.bin,237959.030901
198,198,0000198.bin,220842.836714
199,199,0000199.bin,128489.859358
200,200,0000200.bin,235889.368892
201,201,0000201.bin,97743.6040465
202,202,0000202.bin,339092.188761
203,203,0000203.bin,582264.310802
204,204,0000204.bin,87090.5223633
205,205,0000205.bin,347247.099081
206,206,0000206.bin,715746.979278
207,207,0000207.bin,123355.229733
208,208,0000208.bin,570706.648346
209,209,0000209.bin,603511.515127
210,210,0000210.bin,101897.408008
211,211,0000211.bin,175996.06067
212,212,0000212.bin,95298.4334484
213,213,0000213.bin,241956.396044
214,214,0000214.bin,133657.778997
215,215,0000215.bin,20453.5787273
216,216,0000216.bin,449069.543791
217,217,0000217.bin,110399.629146
218,218,0000218.bin,94719.2703391
219,219,0000219.bin,372077.846993
220,220,0000220.bin,2260211.80119
221,221,0000221.bin,313127.328701
222,222,0000222.bin,236203.597528
223,223,0000223.bin,1561708.11186
224,224,0000224.bin,105695.240912
225,225,0000225.bin,569122.999763
226,226,0000226.bin,98587.3205779
227,227,0000227.bin,77267.231524
228,228,0000228.bin,51351.9080761
229,229,0000229.bin,115656.264422
230,230,0000230.bin,97579.8906154
231,231,0000231.bin,839017.754039
232,232,0000232.bin,184852.278328
233,233,0000233.bin,86076.3720441
234,234,0000234.bin,151073.16762
235,235,0000235.bin,826836.068361
236,236,0000236.bin,150883.161659
237,237,0000237.bin,229688.315658
238,238,0000238.bin,416204.748056
239,239,0000239.bin,111966.061148
240,240,0000240.bin,233795.908507
241,241,0000241.bin,99884.3494155
242,242,0000242.bin,110185.720886
243,243,0000243.bin,242167.844792
244,244,0000244.bin,34316.3928177
245,245,0000245.bin,490387.127924
246,246,0000246.bin,216719.967178
247,247,0000247.bin,108019.202603
248,248,0000248.bin,41712.7688701
249,249,0000249.bin,61619.0888616
250,250,0000250.bin,218432.064643
251,251,0000251.bin,1580667.34664
252,252,0000252.bin,128972.027629
253,253,0000253.bin,231220.314492
254,254,0000254.bin,138410.456805
255,255,0000255.bin,8988.51168607
256,256,0000256.bin,4049281.13308
257,257,0000257.bin,827193.14793
258,258,0000258.bin,80579.0856456
259,259,0000259.bin,1161839.4747
260,260,0000260.bin,547028.095191
261,261,0000261.bin,245426.282471
262,262,0000262.bin,435879.908538
263,263,0000263.bin,226556.871936
264,264,0000264.bin,348677.53046
265,265,0000265.bin,926370.889808
266,266,0000266.bin,186286.13917
267,267,0000267.bin,317218.917395
268,268,0000268.bin,237168.349762
269,269,0000269.bin,69191.0602142
270,270,0000270.bin,191930.719159
271,271,0000271.bin,106905.424728
272,272,0000272.bin,241853.789361
273,273,0000273.bin,135275.756828
274,274,0000274.bin,832712.743133
275,275,0000275.bin,70336.4306936
276,276,0000276.bin,312643.08197
277,277,0000277.bin,98218.0820121
278,278,0000278.bin,378877.843344
279,279,0000279.bin,348250.961018
280,280,0000280.bin,690379.503499
281,281,0000281.bin,34972.1125671
282,282,0000282.bin,239206.765576
283,283,0000283.bin,332474.265578
284,284,0000284.bin,3862281.18272
285,285,0000285.bin,371692.812126
286,286,0000286.bin,337738.59115
287,287,0000287.bin,129804.7976
288,288,0000288.bin,32738.286795
289,289,0000289.bin,321699.801801
290,290,0000290.bin,778892.974664
291,291,0000291.bin,379064.904818
292,292,0000292.bin,101587.509499
293,293,0000293.bin,267680.882144
294,294,0000294.bin,26141.113571
295,295,0000295.bin,139759.204676
296,296,0000296.bin,111768.64201
297,297,0000297.bin,113803.247313
298,298,0000298.bin,339136.529258
299,299,0000299.bin,341249.631095
300,300,0000300.bin,422861.815584
301,301,0000301.bin,767653.489918
302,302,0000302.bin,71412.7616325
303,303,0000303.bin,300948.067895
304,304,0000304.bin,93706.3324554
305,305,0000305.bin,207536.114812
306,306,0000306.bin,266459.78641
307,307,0000307.bin,115933.184686
308,308,0000308.bin,111233.334424
309,309,0000309.bin,219458.78965
310,310,0000310.bin,793624.169668
311,311,0000311.bin,683657.206942
312,312,0000312.bin,688002.021446
313,313,0000313.bin,110410.818193
314,314,0000314.bin,78898.0265293
315,315,0000315.bin,186524.711832
316,316,0000316.bin,117456.142215
317,317,0000317.bin,214299.634187
318,318,0000318.bin,514459.965097
319,319,0000319.bin,137624.937177
320,320,0000320.bin,110066.036183
321,321,0000321.bin,2303607.98442
322,322,0000322.bin,35749.0412237
323,323,0000323.bin,472870.310442
324,324,0000324.bin,196138.944153
325,325,0000325.bin,2229765.26018
326,326,0000326.bin,1274854.57026
327,327,0000327.bin,119545.792089
328,328,0000328.bin,138050.987005
329,329,0000329.bin,193203.94962
330,330,0000330.bin,132714.885244
331,331,0000331.bin,216693.01647
332,332,0000332.bin,89882.7959194
333,333,0000333.bin,250792.348709
334,334,0000334.bin,242734.502496
335,335,0000335.bin,241198.069612
336,336,0000336.bin,1531820.43392
337,337,0000337.bin,82486.3505819
338,338,0000338.bin,926883.88858
339,339,0000339.bin,300589.533403
340,340,0000340.bin,592903.016447
341,341,0000341.bin,564643.570279
342,342,0000342.bin,325075.914997
343,343,0000343.bin,220554.658121
344,344,0000344.bin,658078.317057
345,345,0000345.bin,107331.128146
346,346,0000346.bin,357721.710244
347,347,0000347.bin,468499.445896
348,348,0000348.bin,108135.804255
349,349,0000349.bin,311641.021367
350,350,0000350.bin,835130.928377
351,351,0000351.bin,70666.3517087
352,352,0000352.bin,500925.443911
353,353,0000353.bin,353907.318942
354,354,0000354.bin,440047.63818
355,355,0000355.bin,351425.775283
356,356,0000356.bin,100639.766003
357,357,0000357.bin,465345.104469
358,358,0000358.bin,102275.376109
359,359,0000359.bin,43571.0514121
360,360,0000360.bin,212857.217015
361,361,0000361.bin,218524.452227
362,362,0000362.bin,242250.879302
363,363,0000363.bin,369250.897787
364,364,0000364.bin,77753.0024601
365,365,0000365.bin,317060.607962
366,366,0000366.bin,191745.943992
367,367,0000367.bin,131193.971534
368,368,0000368.bin,78307.0508344
369,369,0000369.bin,601644.260565
370,370,0000370.bin,90240.2911815
371,371,0000371.bin,113668.285923
372,372,0000372.bin,668650.893006
373,373,0000373.bin,1341564.71072
374,374,0000374.bin,119013.186502
375,375,0000375.bin,85381.7157949
376,376,0000376.bin,69297.5813316
377,377,0000377.bin,114188.420745
378,378,0000378.bin,110102.028197
379,379,0000379.bin,1066789.48609
380,380,0000380.bin,214527.745263
381,381,0000381.bin,245316.851508
382,382,0000382.bin,72176.0763709
383,383,0000383.bin,131377.949958
384,384,0000384.bin,583489.66738
385,385,0000385.bin,102417.265702
386,386,0000386.bin,4968580.76698
387,387,0000387.bin,907474.493955
388,388,0000388.bin,96810.7561866
389,389,0000389.bin,425079.914333
390,390,0000390.bin,124698.192554
391,391,0000391.bin,231509.948008
392,392,0000392.bin,22157.708758
393,393,0000393.bin,481505.275931
394,394,0000394.bin,103121.413588
395,395,0000395.bin,244922.775336
396,396,0000396.bin,199019.032679
397,397,0000397.bin,356401.679775
398,398,0000398.bin,130982.349581
399,399,0000399.bin,27001.6656347
400,400,0000400.bin,216522.374836
401,401,0000401.bin,219849.36708
402,402,0000402.bin,135878.060134
403,403,0000403.bin,1931600.49401
404,404,0000404.bin,235143.68643
405,405,0000405.bin,168364.679977
406,406,0000406.bin,96925.4179422
407,407,0000407.bin,96697.3761485
408,408,0000408.bin,2791189.84472
409,409,0000409.bin,141530.538274
410,410,0000410.bin,341611.837534
411,411,0000411.bin,376743.333361
412,412,0000412.bin,76581.7897845
413,413,0000413.bin,121630.488298
414,414,0000414.bin,38206.9597138
415,415,0000415.bin,133005.142298
416,416,0000416.bin,303938.34948
417,417,0000417.bin,111139.803687
418,418,0000418.bin,73337.9013318
419,419,0000419.bin,326904.475547
420,420,0000420.bin,122905.79722
421,421,0000421.bin,194577.050124
422,422,0000422.bin,130157.893453
423,423,0000423.bin,72462.6961189
424,424,0000424.bin,41495.1193806
425,425,0000425.bin,83996.9066284
426,426,0000426.bin,300972.732296
427,427,0000427.bin,77300.9372304
428,428,0000428.bin,462266.488299
429,429,0000429.bin,218909.036762
430,430,0000430.bin,1408447.77911
431,431,0000431.bin,92290.4849406
432,432,0000432.bin,74447.2451569
433,433,0000433.bin,14197.0305916
434,434,0000434.bin,152227.371558
435,435,0000435.bin,113156.915278
436,436,0000436.bin,215396.160837
437,437,0000437.bin,424555.518668
438,438,0000438.bin,816926.244286
439,439,0000439.bin,2105302.03864
440,440,0000440.bin,95820.9585001
441,441,0000441.bin,124350.569981
442,442,0000442.bin,15006.521801
443,443,0000443.bin,323332.051726
444,444,0000444.bin,346011.03843
445,445,0000445.bin,325058.317362
446,446,0000446.bin,154469.615097
447,447,0000447.bin,113416.930728
448,448,0000448.bin,116431.807438
449,449,0000449.bin,417548.54226
450,450,0000450.bin,586345.78432
451,451,0000451.bin,62185.5733596
452,452,0000452.bin,295864.949465
453,453,0000453.bin,87722.9287107
454,454,0000454.bin,112254.828639
455,455,0000455.bin,231293.545595
456,456,0000456.bin,132413.958757
457,457,0000457.bin,200073.678343
458,458,0000458.bin,345764.117284
459,459,0000459.bin,50878.7118282
460,460,0000460.bin,1172065.36345
461,461,0000461.bin,97332.8309052
462,462,0000462.bin,129169.342843
463,463,0000463.bin,675080.54228
464,464,0000464.bin,103247.714725
465,465,0000465.bin,193170.417119
466,466,0000466.bin,307020.568316
467,467,0000467.bin,24110.5266266
468,468,0000468.bin,144160.276194
469,469,0000469.bin,607959.975544
470,470,0000470.bin,261637.203044
471,471,0000471.bin,544764.166381
472,472,0000472.bin,732381.871191
473,473,0000473.bin,144674.625966
474,474,0000474.bin,517227.193195
475,475,0000475.bin,239424.20722
476,476,0000476.bin,160736.416976
477,477,0000477.bin,249334.447003
478,478,0000478.bin,7366.96583205
479,479,0000479.bin,469161.331745
480,480,0000480.bin,199167.226936
481,481,0000481.bin,6848877.77804
482,482,0000482.bin,1466990.2613
483,483,0000483.bin,329514.364161
484,484,0000484.bin,451999.030398
485,485,0000485.bin,205349.366177
486,486,0000486.bin,723909.47598
487,487,0000487.bin,13360.7965195
488,488,0000488.bin,152761.778477
489,489,0000489.bin,333149.384294
490,490,0000490.bin,444195.899572
491,491,0000491.bin,207631.931856
492,492,0000492.bin,495816.829695
493,493,0000493.bin,114818.471504
494,494,0000494.bin,73827.9331126
495,495,0000495.bin,576750.015675
496,496,0000496.bin,1222340.28268
497,497,0000497.bin,220851.011994
498,498,0000498.bin,102810.16408
