,Unnamed: 0,runstring,t
0,0,0000000.bin,55123.0918258
1,1,0000001.bin,46602.9723554
2,2,0000002.bin,46620.7078824
3,3,0000003.bin,64433.6199986
4,4,0000004.bin,38071.2832248
5,5,0000005.bin,66757.285796
6,6,0000006.bin,27840.1357117
7,7,0000007.bin,44104.826383
8,8,0000008.bin,25914.0644044
9,9,0000009.bin,28993.0488876
10,10,0000010.bin,57516.69518
11,11,0000011.bin,37172.8332943
12,12,0000012.bin,21685.0418406
13,13,0000013.bin,34719.0261394
14,14,0000014.bin,72422.8514082
15,15,0000015.bin,43497.6963397
16,16,0000016.bin,57996.7667992
17,17,0000017.bin,37021.1806824
18,18,0000018.bin,89528.6633034
19,19,0000019.bin,27868.6788255
20,20,0000020.bin,49840.3295519
21,21,0000021.bin,63945.3387703
22,22,0000022.bin,44299.6054229
23,23,0000023.bin,29258.1118813
24,24,0000024.bin,54511.8742978
25,25,0000025.bin,43547.5775095
26,26,0000026.bin,28724.833681
27,27,0000027.bin,74595.2109907
28,28,0000028.bin,34387.9398752
29,29,0000029.bin,54322.7068895
30,30,0000030.bin,50609.0538013
31,31,0000031.bin,39819.8953423
32,32,0000032.bin,29843.6613908
33,33,0000033.bin,68693.541175
34,34,0000034.bin,43927.4711127
35,35,0000035.bin,60819.5560514
36,36,0000036.bin,56068.3746324
37,37,0000037.bin,64204.0626987
38,38,0000038.bin,47072.2363878
39,39,0000039.bin,61043.8134771
40,40,0000040.bin,78674.5900443
41,41,0000041.bin,45453.1074735
42,42,0000042.bin,31306.7730912
43,43,0000043.bin,45409.4960896
44,44,0000044.bin,26757.6104087
45,45,0000045.bin,36606.9244955
46,46,0000046.bin,35437.0032266
47,47,0000047.bin,38634.8711636
48,48,0000048.bin,59814.0001648
49,49,0000049.bin,48494.057564
50,50,0000050.bin,62071.608052
51,51,0000051.bin,55885.4770099
52,52,0000052.bin,40015.6789336
53,53,0000053.bin,34734.7872035
54,54,0000054.bin,43854.2427843
55,55,0000055.bin,40173.7745299
56,56,0000056.bin,99779.6247246
57,57,0000057.bin,57466.8832896
58,58,0000058.bin,68114.9888853
59,59,0000059.bin,59110.8488698
60,60,0000060.bin,46309.0891303
61,61,0000061.bin,44965.1726421
62,62,0000062.bin,33387.0949879
63,63,0000063.bin,75821.8720902
64,64,0000064.bin,35937.0273136
65,65,0000065.bin,24100.2603689
66,66,0000066.bin,42167.7050114
67,67,0000067.bin,60389.5388005
68,68,0000068.bin,39121.5936054
69,69,0000069.bin,57850.0676645
70,70,0000070.bin,58458.6872149
71,71,0000071.bin,62554.7972443
72,72,0000072.bin,47060.5974482
73,73,0000073.bin,69306.5253278
74,74,0000074.bin,38300.2862895
75,75,0000075.bin,34522.3419159
76,76,0000076.bin,77118.6093053
77,77,0000077.bin,25514.7379287
78,78,0000078.bin,22676.7072073
79,79,0000079.bin,81660.3244511
80,80,0000080.bin,84244.099765
81,81,0000081.bin,40077.5108002
82,82,0000082.bin,44275.5308306
83,83,0000083.bin,25872.0810866
84,84,0000084.bin,41746.3823255
85,85,0000085.bin,41730.8637394
86,86,0000086.bin,46194.5356383
87,87,0000087.bin,56246.0416599
88,88,0000088.bin,42102.7902114
89,89,0000089.bin,66309.5676578
90,90,0000090.bin,68744.9811313
91,91,0000091.bin,44180.3755713
92,92,0000092.bin,60741.6860031
93,93,0000093.bin,68850.1126245
94,94,0000094.bin,59879.9887956
95,95,0000095.bin,46805.4067693
96,96,0000096.bin,41422.6743176
97,97,0000097.bin,42841.5511192
98,98,0000098.bin,37057.3445304
99,99,0000099.bin,28387.5122704
100,100,0000100.bin,78133.3793525
101,101,0000101.bin,39571.7018831
102,102,0000102.bin,57330.0218301
103,103,0000103.bin,85977.8168109
104,104,0000104.bin,59293.8504113
105,105,0000105.bin,48310.5710667
106,106,0000106.bin,27330.0661111
107,107,0000107.bin,53952.928079
108,108,0000108.bin,42098.1484914
109,109,0000109.bin,44316.5788765
110,110,0000110.bin,50941.8720506
111,111,0000111.bin,64333.5112621
112,112,0000112.bin,42156.3085497
113,113,0000113.bin,56757.9125248
114,114,0000114.bin,26284.536009
115,115,0000115.bin,57854.3283478
116,116,0000116.bin,38121.6493504
117,117,0000117.bin,35717.9658431
118,118,0000118.bin,26510.733258
119,119,0000119.bin,48615.2965183
120,120,0000120.bin,23164.4688403
121,121,0000121.bin,37429.54812
122,122,0000122.bin,80348.6921645
123,123,0000123.bin,38269.1798378
124,124,0000124.bin,43217.3918775
125,125,0000125.bin,58581.103919
126,126,0000126.bin,26248.9263962
127,127,0000127.bin,55212.6008138
128,128,0000128.bin,44926.9996914
129,129,0000129.bin,29840.162781
130,130,0000130.bin,42368.44208
131,131,0000131.bin,39594.9451226
132,132,0000132.bin,31587.5625093
133,133,0000133.bin,27586.4345399
134,134,0000134.bin,41541.2806546
135,135,0000135.bin,46065.5027513
