,Unnamed: 0,runstring,t
0,0,0000000.bin,60634.2026115
1,1,0000001.bin,124565.977436
2,2,0000002.bin,105085.557504
3,3,0000003.bin,212311.507542
4,4,0000004.bin,114255.83789
5,5,0000005.bin,84309.9832104
6,6,0000006.bin,47454.2022013
7,7,0000007.bin,248030.339206
8,8,0000008.bin,61461.8086035
9,9,0000009.bin,79903.694038
10,10,0000010.bin,370143.98259
11,11,0000011.bin,207069.125359
12,12,0000012.bin,186234.384408
13,13,0000013.bin,114189.60447
14,14,0000014.bin,158408.899882
15,15,0000015.bin,46817.1558578
16,16,0000016.bin,130207.769322
17,17,0000017.bin,179644.297603
18,18,0000018.bin,45973.233997
19,19,0000019.bin,70868.1667932
20,20,0000020.bin,98274.045994
21,21,0000021.bin,123571.021206
22,22,0000022.bin,113692.507404
23,23,0000023.bin,106937.322015
24,24,0000024.bin,222996.357808
25,25,0000025.bin,47433.3483732
26,26,0000026.bin,53517.9203741
27,27,0000027.bin,201322.02511
28,28,0000028.bin,200802.827144
29,29,0000029.bin,71875.5244701
30,30,0000030.bin,48359.9927282
31,31,0000031.bin,835363.997867
32,32,0000032.bin,63219.730887
33,33,0000033.bin,60791.1259359
34,34,0000034.bin,48688.3192776
35,35,0000035.bin,83124.9176628
36,36,0000036.bin,158491.795581
37,37,0000037.bin,38360.9632035
38,38,0000038.bin,113879.221912
39,39,0000039.bin,136348.528878
40,40,0000040.bin,67894.8681647
41,41,0000041.bin,270945.959648
42,42,0000042.bin,107560.096303
43,43,0000043.bin,231903.85224
44,44,0000044.bin,141287.595249
45,45,0000045.bin,131466.100395
46,46,0000046.bin,151383.931087
47,47,0000047.bin,622346.819706
48,48,0000048.bin,53570.2974308
49,49,0000049.bin,137983.233442
50,50,0000050.bin,56715.2417694
51,51,0000051.bin,124836.349743
52,52,0000052.bin,44957.978193
53,53,0000053.bin,128249.310807
54,54,0000054.bin,91864.4383275
55,55,0000055.bin,132673.509329
56,56,0000056.bin,278348.27188
57,57,0000057.bin,135633.644409
58,58,0000058.bin,123958.826198
59,59,0000059.bin,59984.5123357
60,60,0000060.bin,325828.766511
61,61,0000061.bin,73398.7892267
62,62,0000062.bin,202219.467177
63,63,0000063.bin,175669.599538
64,64,0000064.bin,221622.395377
65,65,0000065.bin,212304.821847
66,66,0000066.bin,56793.4955861
67,67,0000067.bin,141062.7411
68,68,0000068.bin,160132.111972
69,69,0000069.bin,91977.3676956
70,70,0000070.bin,116911.86042
71,71,0000071.bin,184593.790889
72,72,0000072.bin,333183.551414
73,73,0000073.bin,143308.823093
74,74,0000074.bin,130955.528016
75,75,0000075.bin,219452.765873
76,76,0000076.bin,330432.439588
77,77,0000077.bin,188677.469258
78,78,0000078.bin,204802.778434
79,79,0000079.bin,134341.399885
80,80,0000080.bin,71334.2948847
81,81,0000081.bin,63882.9311179
82,82,0000082.bin,130951.856079
83,83,0000083.bin,145626.161438
84,84,0000084.bin,163507.799414
85,85,0000085.bin,176675.329091
86,86,0000086.bin,43281.7045355
87,87,0000087.bin,192502.414668
88,88,0000088.bin,69032.059974
89,89,0000089.bin,222374.414902
90,90,0000090.bin,144691.861442
91,91,0000091.bin,51872.061436
92,92,0000092.bin,157188.119557
93,93,0000093.bin,97696.5820163
94,94,0000094.bin,130259.557483
95,95,0000095.bin,85260.8762031
96,96,0000096.bin,158832.177167
97,97,0000097.bin,113830.897842
98,98,0000098.bin,53762.2080748
99,99,0000099.bin,56478.1593782
100,100,0000100.bin,608674.364072
101,101,0000101.bin,106474.761937
102,102,0000102.bin,147004.038292
103,103,0000103.bin,142553.685886
104,104,0000104.bin,224578.997084
105,105,0000105.bin,101044.07176
106,106,0000106.bin,136343.055614
107,107,0000107.bin,121741.877209
