,Unnamed: 0,runstring,t
0,0,0000000.bin,129538.292355
1,1,0000001.bin,101141.250388
2,2,0000002.bin,245690.931396
3,3,0000003.bin,116521.115171
4,4,0000004.bin,42294.4116453
5,5,0000005.bin,225292.317027
6,6,0000006.bin,197624.640781
7,7,0000007.bin,122238.365364
8,8,0000008.bin,42162.3602543
9,9,0000009.bin,45722.8980767
10,10,0000010.bin,285911.699733
11,11,0000011.bin,213237.570021
12,12,0000012.bin,41905.4281536
13,13,0000013.bin,163034.554879
14,14,0000014.bin,130289.689712
15,15,0000015.bin,40572.2356467
16,16,0000016.bin,146555.809148
17,17,0000017.bin,119233.330193
18,18,0000018.bin,120726.633279
19,19,0000019.bin,84017.7668439
20,20,0000020.bin,199897.469693
21,21,0000021.bin,122650.731513
22,22,0000022.bin,66493.3140312
23,23,0000023.bin,154450.24452
24,24,0000024.bin,130324.954223
25,25,0000025.bin,143654.558336
26,26,0000026.bin,111457.401585
27,27,0000027.bin,604010.371874
28,28,0000028.bin,751941.635158
29,29,0000029.bin,43357.09279
30,30,0000030.bin,105066.696225
31,31,0000031.bin,111868.58994
32,32,0000032.bin,168066.468048
33,33,0000033.bin,103917.655134
34,34,0000034.bin,615762.980289
35,35,0000035.bin,119293.674769
36,36,0000036.bin,131414.343558
37,37,0000037.bin,41223.6937947
38,38,0000038.bin,318614.337608
39,39,0000039.bin,123048.44453
40,40,0000040.bin,384107.324304
41,41,0000041.bin,248660.113157
42,42,0000042.bin,441376.855647
43,43,0000043.bin,137629.93879
44,44,0000044.bin,277729.432499
45,45,0000045.bin,430955.569088
46,46,0000046.bin,142298.675993
47,47,0000047.bin,122094.847811
48,48,0000048.bin,123309.117855
49,49,0000049.bin,130257.335042
50,50,0000050.bin,44277.3302516
51,51,0000051.bin,116605.05025
52,52,0000052.bin,3318001.04853
53,53,0000053.bin,142464.086641
54,54,0000054.bin,40925.6428586
55,55,0000055.bin,194709.914631
56,56,0000056.bin,43004.5862435
57,57,0000057.bin,120685.895495
58,58,0000058.bin,43216.1386688
59,59,0000059.bin,44565.1621006
60,60,0000060.bin,116400.564583
61,61,0000061.bin,49291.6111688
62,62,0000062.bin,47565.0704075
63,63,0000063.bin,43457.5169723
64,64,0000064.bin,348979.125461
65,65,0000065.bin,42841.6004631
66,66,0000066.bin,195166.863712
67,67,0000067.bin,148597.305639
68,68,0000068.bin,43137.4343769
69,69,0000069.bin,112322.352052
70,70,0000070.bin,588485.915706
71,71,0000071.bin,84827.4649589
72,72,0000072.bin,46065.185536
73,73,0000073.bin,201165.57181
74,74,0000074.bin,263644.793704
75,75,0000075.bin,43698.2370973
76,76,0000076.bin,41343.0319485
77,77,0000077.bin,163908.754486
78,78,0000078.bin,182592.675308
79,79,0000079.bin,199463.002603
80,80,0000080.bin,79385.2987368
81,81,0000081.bin,120679.590837
82,82,0000082.bin,219010.315048
83,83,0000083.bin,43011.3758743
84,84,0000084.bin,1064137.93496
85,85,0000085.bin,129762.315531
86,86,0000086.bin,570537.803833
87,87,0000087.bin,692263.274637
88,88,0000088.bin,201679.643856
89,89,0000089.bin,1566140.54596
90,90,0000090.bin,42706.7431531
91,91,0000091.bin,135295.622151
92,92,0000092.bin,16027762.1414
93,93,0000093.bin,136163.621023
94,94,0000094.bin,120467.068465
95,95,0000095.bin,6796954.38122
96,96,0000096.bin,608272.527963
97,97,0000097.bin,42362.4118763
98,98,0000098.bin,43366.4112119
99,99,0000099.bin,129581.489649
100,100,0000100.bin,90734.8940964
101,101,0000101.bin,256130.820141
102,102,0000102.bin,129064.022786
103,103,0000103.bin,43545.0547123
104,104,0000104.bin,109692.894316
105,105,0000105.bin,13869099.131
106,106,0000106.bin,118991.466916
107,107,0000107.bin,44422.5452126
108,108,0000108.bin,42743.4625851
109,109,0000109.bin,45996.8735362
110,110,0000110.bin,44737.7780717
111,111,0000111.bin,110155.489877
112,112,0000112.bin,246392.515032
113,113,0000113.bin,127180.523774
114,114,0000114.bin,389560.471719
115,115,0000115.bin,117200.043611
116,116,0000116.bin,121935.222205
117,117,0000117.bin,119692.842707
118,118,0000118.bin,263192.902204
119,119,0000119.bin,118092.77614
120,120,0000120.bin,627692.500157
121,121,0000121.bin,44699.1187452
122,122,0000122.bin,411249.739515
123,123,0000123.bin,188706.911052
124,124,0000124.bin,303708.32669
125,125,0000125.bin,570314.993092
126,126,0000126.bin,1157768.60636
127,127,0000127.bin,124781.289948
128,128,0000128.bin,192638.245852
129,129,0000129.bin,44638.8780923
130,130,0000130.bin,467943.780365
131,131,0000131.bin,740516.557146
132,132,0000132.bin,45907.8462343
133,133,0000133.bin,42416.2093082
134,134,0000134.bin,438822.742027
135,135,0000135.bin,43931.2669261
136,136,0000136.bin,782286.365785
137,137,0000137.bin,89998103.9296
138,138,0000138.bin,42971.4001908
139,139,0000139.bin,102899.349076
140,140,0000140.bin,119871.347643
141,141,0000141.bin,294450.976841
142,142,0000142.bin,114059.631515
143,143,0000143.bin,87900.9853346
144,144,0000144.bin,43730.1414339
145,145,0000145.bin,47415.5253248
146,146,0000146.bin,707253.39379
147,147,0000147.bin,388573.758229
148,148,0000148.bin,44478.8714356
149,149,0000149.bin,103911.800809
150,150,0000150.bin,119758.695197
151,151,0000151.bin,120320.260019
152,152,0000152.bin,316073.560762
153,153,0000153.bin,83387.3704077
154,154,0000154.bin,180506.180193
155,155,0000155.bin,372463.938838
156,156,0000156.bin,130656.399057
157,157,0000157.bin,43374.2054309
158,158,0000158.bin,239676.323091
159,159,0000159.bin,125334.991269
160,160,0000160.bin,201073.981076
161,161,0000161.bin,125784.838951
162,162,0000162.bin,112766.483974
163,163,0000163.bin,314498.158567
164,164,0000164.bin,42492.7658597
165,165,0000165.bin,103147.759497
166,166,0000166.bin,112540.139853
167,167,0000167.bin,118023.702038
168,168,0000168.bin,242008.45735
169,169,0000169.bin,153128.65674
170,170,0000170.bin,46117.493406
171,171,0000171.bin,109975.426096
172,172,0000172.bin,41752.7307424
173,173,0000173.bin,42958.4791077
174,174,0000174.bin,43716.0425576
175,175,0000175.bin,42078.1480476
176,176,0000176.bin,584821.697459
177,177,0000177.bin,113724.687943
178,178,0000178.bin,190731.329543
179,179,0000179.bin,48878.1018679
180,180,0000180.bin,43452.8404408
181,181,0000181.bin,42234.3788382
182,182,0000182.bin,44219.8608765
183,183,0000183.bin,43667.6144767
184,184,0000184.bin,127616.688272
185,185,0000185.bin,415719.914665
186,186,0000186.bin,684128.465564
187,187,0000187.bin,82824.2121012
188,188,0000188.bin,42804.1535707
189,189,0000189.bin,474283.875267
190,190,0000190.bin,893855.934562
191,191,0000191.bin,161869.093967
192,192,0000192.bin,70905.8119564
193,193,0000193.bin,157562.839911
