,Unnamed: 0,runstring,t
0,0,0000000.bin,2293017.20003
1,1,0000001.bin,97704931.5958
2,2,0000002.bin,30933381.1395
3,3,0000003.bin,621876.512822
4,4,0000004.bin,34331617.1163
5,5,0000005.bin,1987568.05449
6,6,0000006.bin,3898475.89297
7,7,0000007.bin,4587866.24134
8,8,0000008.bin,1645011.24746
9,9,0000009.bin,7484830.3121
10,10,0000010.bin,11278029.2923
11,11,0000011.bin,3305702.71544
12,12,0000012.bin,13380973.3429
13,13,0000013.bin,22307666.8584
14,14,0000014.bin,2929251.02772
15,15,0000015.bin,3058011.91731
16,16,0000016.bin,768133.192686
17,17,0000017.bin,3525462.15263
18,18,0000018.bin,1880199.58421
19,19,0000019.bin,6589468.32158
20,20,0000020.bin,5107382.94518
21,21,0000021.bin,1499037.16898
22,22,0000022.bin,100000000.0
23,23,0000023.bin,10775853.4982
24,24,0000024.bin,832611.966
25,25,0000025.bin,9258430.7903
26,26,0000026.bin,4180574.432
27,27,0000027.bin,3575016.64203
28,28,0000028.bin,14274429.5235
29,29,0000029.bin,4548099.98706
30,30,0000030.bin,54962421.0791
31,31,0000031.bin,3216902.76369
32,32,0000032.bin,2466724.35429
33,33,0000033.bin,5445071.78007
34,34,0000034.bin,4478384.67217
35,35,0000035.bin,29371992.4741
36,36,0000036.bin,597316.796367
37,37,0000037.bin,12353454.9889
38,38,0000038.bin,3342049.27922
39,39,0000039.bin,6723467.9334
40,40,0000040.bin,2039627.64342
41,41,0000041.bin,4132312.01776
42,42,0000042.bin,63085207.9948
43,43,0000043.bin,3858774.65881
44,44,0000044.bin,7762734.54438
45,45,0000045.bin,1698253.41131
46,46,0000046.bin,1747827.81929
47,47,0000047.bin,1281731.80511
48,48,0000048.bin,18173319.8264
49,49,0000049.bin,51808602.5605
50,50,0000050.bin,42362315.5075
51,51,0000051.bin,1793747.80819
52,52,0000052.bin,10799087.3639
53,53,0000053.bin,350307.283051
54,54,0000054.bin,2777182.45182
55,55,0000055.bin,79389297.6842
56,56,0000056.bin,928889.284434
57,57,0000057.bin,677749.661644
58,58,0000058.bin,3313992.30997
59,59,0000059.bin,4770468.85653
60,60,0000060.bin,399869.012422
61,61,0000061.bin,2797862.47869
62,62,0000062.bin,610245.169008
63,63,0000063.bin,1710769.1402
64,64,0000064.bin,22861223.6571
65,65,0000065.bin,3931294.23489
66,66,0000066.bin,2479082.50121
67,67,0000067.bin,5257972.51896
68,68,0000068.bin,24071050.2817
69,69,0000069.bin,22863111.6616
70,70,0000070.bin,7810003.90341
71,71,0000071.bin,1728236.90588
72,72,0000072.bin,100000000.0
73,73,0000073.bin,5013156.03087
74,74,0000074.bin,12651057.7637
75,75,0000075.bin,952249.451874
76,76,0000076.bin,39582258.7572
77,77,0000077.bin,1663725.25825
78,78,0000078.bin,95545630.5732
79,79,0000079.bin,32579514.2616
80,80,0000080.bin,12590968.7705
81,81,0000081.bin,5116256.72552
82,82,0000082.bin,479713.604009
83,83,0000083.bin,1038089.60615
84,84,0000084.bin,512792.93132
85,85,0000085.bin,967353.869059
86,86,0000086.bin,44758279.1884
87,87,0000087.bin,3893193.31162
88,88,0000088.bin,3480036.00601
89,89,0000089.bin,9636742.2053
90,90,0000090.bin,6700639.50613
91,91,0000091.bin,1409667.44184
92,92,0000092.bin,45073607.3883
93,93,0000093.bin,1385451.12175
94,94,0000094.bin,410097.880164
95,95,0000095.bin,19066059.6309
96,96,0000096.bin,5574285.28567
97,97,0000097.bin,5396475.56633
98,98,0000098.bin,2983247.08394
99,99,0000099.bin,100000000.0
100,100,0000100.bin,1423360.23773
101,101,0000101.bin,6296374.73276
102,102,0000102.bin,8257375.7796
103,103,0000103.bin,29553394.1893
104,104,0000104.bin,11296679.6324
105,105,0000105.bin,25684504.6314
106,106,0000106.bin,1851699.79888
107,107,0000107.bin,4776943.67747
108,108,0000108.bin,3033051.61218
109,109,0000109.bin,42038930.6741
110,110,0000110.bin,86655967.1436
111,111,0000111.bin,100000000.0
112,112,0000112.bin,94041781.6802
113,113,0000113.bin,20140226.3345
114,114,0000114.bin,100000000.0
115,115,0000115.bin,5788020.29846
116,116,0000116.bin,3855804.60759
117,117,0000117.bin,56391542.98
118,118,0000118.bin,3653665.28727
119,119,0000119.bin,1227617.51911
120,120,0000120.bin,902587.367487
121,121,0000121.bin,65276705.1776
122,122,0000122.bin,21469482.3186
123,123,0000123.bin,1228790.60239
124,124,0000124.bin,13061863.9726
125,125,0000125.bin,33586732.9477
126,126,0000126.bin,3152373.17201
127,127,0000127.bin,882203.902335
128,128,0000128.bin,2476861.90832
129,129,0000129.bin,11416881.4171
130,130,0000130.bin,1599754.18363
131,131,0000131.bin,2537539.17681
132,132,0000132.bin,49931259.7322
133,133,0000133.bin,58209960.5799
134,134,0000134.bin,1629705.63527
135,135,0000135.bin,2269927.37106
136,136,0000136.bin,34452080.9257
137,137,0000137.bin,51363203.49
138,138,0000138.bin,2542125.09274
139,139,0000139.bin,48280559.9546
140,140,0000140.bin,3340427.6641
141,141,0000141.bin,2373073.93319
142,142,0000142.bin,17465760.2749
143,143,0000143.bin,3076798.70887
144,144,0000144.bin,4994898.20807
145,145,0000145.bin,10586105.1003
146,146,0000146.bin,3288685.28293
147,147,0000147.bin,5959313.8355
148,148,0000148.bin,5325456.74479
149,149,0000149.bin,652059.158586
150,150,0000150.bin,7836089.24404
151,151,0000151.bin,994113.012743
152,152,0000152.bin,4255415.47395
153,153,0000153.bin,23405062.3008
154,154,0000154.bin,53706959.9088
155,155,0000155.bin,4407278.20887
156,156,0000156.bin,616123.852918
157,157,0000157.bin,7079666.60445
158,158,0000158.bin,1668679.44279
159,159,0000159.bin,2262583.44156
160,160,0000160.bin,2122578.49469
161,161,0000161.bin,851759.474432
162,162,0000162.bin,8118467.43238
163,163,0000163.bin,85876335.6948
164,164,0000164.bin,2492620.03607
165,165,0000165.bin,34046584.0062
166,166,0000166.bin,57515151.5884
167,167,0000167.bin,5841067.70911
168,168,0000168.bin,1467420.14277
169,169,0000169.bin,5689068.69645
170,170,0000170.bin,4504885.42783
171,171,0000171.bin,100000000.0
172,172,0000172.bin,1921152.29427
173,173,0000173.bin,2935214.65139
174,174,0000174.bin,1875333.97673
175,175,0000175.bin,1247596.41186
176,176,0000176.bin,32478792.6078
177,177,0000177.bin,20305008.8508
178,178,0000178.bin,100000000.0
