,ID,Probability,Mean,Sigma,Mean_Error,Sigma_Error,Determinant,instability_time,KSpval,tlyap10,megno10,Nlyap10
0,1007.0,0.13319613599588728,5.587628616935485,0.4645927547716434,0.014737985100895154,0.010562560313403888,2.423315353063089e-08,174039.58282690134,0.06917625399020766,167.06245676699373,98.03135533794915,1041.763578693439
1,1021.0,0.1812621921559921,6.003998891265977,0.32731367655201354,0.010287317330517088,0.007410424026146115,5.8116029389304575e-09,2689655.5602518464,0.5362766985932181,,,
2,1025.0,0.1536873024953472,5.794417899192298,0.3859845825057551,0.012357847800834315,0.008755846799658346,1.1706008606229499e-08,674450.1234837809,0.042792013924212634,1243.7714317290506,54.339328798159286,542.2621120555746
3,1041.0,0.12759662081566106,5.730233646052282,0.4944148209272689,0.01532442653718576,0.011150162378524836,2.9195336134549267e-08,714412.3112341705,1.0083648503451665e-06,9095.502208030675,9.486403821144341,78.54566959517592
4,10518.0,0.14406385756465107,6.46584927648276,0.4315974868702609,0.013325153401317584,0.009608321036307522,1.6381410779438786e-08,9271300.213965705,0.0069151266031314985,16753.088367478453,53.43284171839488,553.4084230083453
5,1052.0,0.1663052528396172,5.1924550625272845,0.3682525552620953,0.01172083982463627,0.008295011552343653,9.448781552529758e-09,270904.21241864545,0.37012017606173,320.2211889664385,83.77020280150695,845.990901767085
6,1107.0,0.14447715119443333,5.698337564499874,0.4309962860661905,0.013765372619021448,0.009809904766089431,1.8225597373096134e-08,241435.89683231805,0.0008613642727365059,5178.2709171034085,9.87967813088093,46.62480984431983
7,1120.0,0.15075387665610945,5.006299557277153,0.4100360907530127,0.01272984824914032,0.00944835279483461,1.4467214615566754e-08,39360.438908909055,0.4659595288557257,541.8410816508464,8.53846198135477,72.64203516829734
8,1124.0,0.1367007550654709,4.1691459852752075,0.4553160260076288,0.014081508510728237,0.010376763940616795,2.1348398789583902e-08,11300.384442866409,0.004543821879051605,57.64859980094243,19.094614599605748,196.02183716319286
9,1128.0,0.09107022434246302,5.2192216488944245,0.6781408775274611,0.02129780687279175,0.014862131726139153,1.0003968806968591e-07,1568405.1543000056,0.017090148468768534,,,
10,1136.0,0.19103040377333494,5.101767956912906,0.32347180804019704,0.010231712716826515,0.007123277632690606,5.309082900279157e-09,396697.97039846954,0.647814872077161,404.69549113624214,104.23739459265899,980.2381768195183
11,1137.0,0.09588830874234804,4.858953345374465,0.6490934201388979,0.02046538959067909,0.01435176484171669,8.621446451588278e-08,33350.95006963217,0.008353146175741297,63.52108906749435,57.24704823645546,525.0374412534884
12,1138.0,0.08157892623640699,6.153955782849628,0.8614469682231259,0.027020831439101552,0.019738791880960074,2.8449248569470274e-07,477486.77853802795,1.954118051931646e-05,1501.8597945378522,29.637200972961253,317.93032896586647
13,1169.0,0.17219674010441566,5.149209158227786,0.3604463720672966,0.011154049580360198,0.007873024866229344,7.706772248087621e-09,70345.99647235281,0.14836452078962484,766.8124745988154,11.117417858602757,91.7382004109372
14,1174.0,0.2516073175070152,5.258133978540979,0.2376191634831997,0.007587361564582398,0.005335613687706261,1.6390273180264584e-09,71951.22652288136,0.4006338815832625,656.1906153079268,11.146377199291992,109.6498865487694
15,1190.0,0.12439029527758268,5.3115171838923985,0.4834707809728158,0.014815918228505875,0.010942477571671027,2.6263596932717238e-08,89526.93495861941,4.265582629717994e-14,8952.718085351247,1.986359796996893,9.99997253405159
16,1194.0,0.08192340577461611,5.650086315172738,0.9189184333978712,0.03039744676171005,0.02206145497187895,4.495350545455225e-07,395940.50972797006,3.842775299844977e-08,1370.7291471633337,27.223620160925798,288.8539362771648
17,1197.0,0.17361889630588673,5.090331492380466,0.3536350314697065,0.010947147665281914,0.0077275283508620035,7.156045429563144e-09,184742.58298692264,0.5362766985932181,238.48736424333393,79.15312670273397,774.6430657786368
18,1.0,0.17691824515816593,5.477042716451607,0.35252424165732177,0.011180673166115098,0.007764265166606472,7.53445235675187e-09,134874.90029490914,0.16411447756429137,547.415210706114,24.8796210783442,246.38500658564683
19,1204.0,0.16250633354367325,4.332254986692478,0.3852226602669793,0.01182281847185867,0.008688669302548654,1.0550073280303209e-08,72367.61153268523,0.647814872077161,102.83290167424356,69.4256865556797,703.739857131845
20,1206.0,0.10526883994197014,6.800931514546754,0.6325589010050895,0.02058053068713,0.014640604034022968,9.077598425085996e-08,327699.7866058523,0.28371787591323333,,,
21,12073.0,0.117882129325228,4.5274571662159335,0.5267114436370123,0.016867426164860568,0.011672358824909392,3.876488143654689e-08,60469.08066012594,8.513708327314542e-07,627.3483016376978,12.207858108432212,96.38837070614667
22,1208.0,0.15027739806371085,4.979603110017663,0.42931378360271816,0.013431295479954966,0.00934818412763925,1.5766433745575648e-08,202854.49970480628,0.28779764348473313,358.2210293399878,59.78826101622937,566.2830573586369
23,1217.0,0.3910474414872088,4.682305326732873,0.15498684206030536,0.004756196986721751,0.0035408507408419485,2.834543614870541e-10,53997.757795402606,0.03776014017220749,5399.809825149928,2.0671983624006502,9.999936950354236
24,1223.0,0.08422894277662715,4.7042173446894715,0.7323987292445671,0.02298472658279627,0.015698543727028894,1.3015341721056105e-07,16427.705166687338,1.300819177502946e-22,1642.7924538930015,2.9903641318723984,9.999866463811568
25,1230.0,0.0944084897014276,5.4570528382556045,0.7688376412819256,0.025968406543153102,0.018039492648076104,2.1931299960297533e-07,49741.83183435226,1.4138912191699796e-20,4974.196061952942,2.5353147593350713,9.999974109348415
26,1235.0,0.19499647330228825,5.118659783138557,0.3092619811933122,0.0096045269757052,0.007052396470104565,4.587978562913008e-09,40804.4843099238,0.0020287627507189713,4080.4646645000967,2.088934384703636,9.999960216521766
27,1237.0,0.12409332402699852,4.193935799285418,0.4945211828326884,0.015999392039145664,0.010760019457608502,2.9608314610533213e-08,46113.670365802136,0.0002883096840614359,91.4990131936257,57.35722176967468,503.9799748246318
28,1241.0,0.11570270055545495,4.794259996529607,0.5303978593805839,0.01651495178558423,0.011428051344684014,3.5621782078392015e-08,52608.75697054286,0.04839715079181246,87.72126158734105,53.14606300089284,599.7264063303755
29,1248.0,0.133875261373544,4.637510133132763,0.4642143541439949,0.014593554008818706,0.010349972552996415,2.280533816862939e-08,48190.46856682165,0.01960232095219542,199.03708142350393,24.085514857381163,242.11804263891764
30,1251.0,0.11611684812022323,6.43689285629411,0.5268497172310006,0.016959988001425667,0.011729082041442244,3.957027299302075e-08,701677.4423069166,0.36706688428245915,2300.0723260293516,27.936664214239784,305.0675556443186
31,1261.0,0.19030372832584805,5.832039210661794,0.32213864931191183,0.010399048619498773,0.007052678841740359,5.367186764766944e-09,425296.2771918002,0.07710716621282493,651.9723966572428,65.98640965240516,652.3225206655312
33,1270.0,0.29123939149254163,4.34268299957731,0.2048315446039425,0.006416939110997049,0.004701889494416281,9.102509367510689e-10,21114.496088016265,1.035413447317725e-09,2111.468478290377,2.9316104183855076,9.999910633339098
34,1277.0,0.17682982632692065,5.0488396461695055,0.3454527476368867,0.011118928844934187,0.0075466930557742075,7.039068766989472e-09,111563.88667034968,1.942374946587825e-18,11156.413804211199,1.9444610065337309,9.999977468408153
35,12840.0,0.10076674721625337,4.709327193138386,0.6180565982299585,0.019607806453783783,0.013718526917242829,7.236297480157026e-08,199402.03743538802,0.004543821879051605,,,
36,1308.0,0.10120429560142437,5.589379359002866,0.599029676112061,0.018755672082172117,0.013637717344065091,6.541655288620363e-08,492397.1032608058,2.597590093504764e-05,804.7247405568589,63.27729236844666,611.882645636163
37,1313.0,0.12144184555631307,5.814025475761333,0.4899601459474866,0.0158797372098189,0.01095050552288785,3.023860041780597e-08,323129.7705036977,0.025522208476155345,1871.0833232463442,16.508919765231845,172.69662258710372
38,1323.0,0.13133137582626314,5.917229608926308,0.4608282702168371,0.014831516558785538,0.010316519472935343,2.3376566529292233e-08,411480.95467884594,0.7228251828701066,2825.55714679,19.5853880474305,145.6282542882959
39,1324.0,0.12489062145027816,6.0600064593065275,0.4892763560028066,0.01575557177041888,0.010957405426316976,2.980761506549984e-08,606096.8510050606,0.13349111885294696,,,
41,1337.0,0.14073067192623054,4.70643123496933,0.4396075553409687,0.0140410049673784,0.009921497784080809,1.940764663993851e-08,262967.4706196839,0.43260886958153144,,,
42,1344.0,0.07274830748811477,5.506039135248322,0.8645545075045254,0.027949119718939267,0.01988796182117569,3.0899988985837154e-07,44767.45119592634,0.00025653068422050896,143.35590120542818,32.66550819287043,312.2818859879011
43,1350.0,0.13056341215314066,5.821303468457929,0.465365611321147,0.01431775229375058,0.010429065494477498,2.2294039600110363e-08,900387.2138815806,0.08689937254547132,2894.239586529679,29.99021332721369,311.0962955769618
44,1356.0,inf,4.5561195007070445,0.06062266342765451,inf,inf,inf,34378.19476371253,2.6812226078034614e-39,3437.842763407257,1.636290730919324,9.999932262649555
45,1364.0,inf,4.704746532124256,0.0484023645737318,inf,inf,inf,53312.0042444544,2.6027134195177023e-57,5331.20474905453,2.0012715671526764,9.999991888120428
46,1366.0,0.2774756374918857,5.229426780153744,0.2161489089768892,0.006868542488484521,0.00465757758000885,1.0231830467073163e-09,115852.27126861966,2.478045227082155e-09,11585.251292680954,1.9919743648984782,9.999979140876293
47,1375.0,0.15164932162797112,4.7606195222247925,0.404595246044446,0.01287388071454871,0.009016147738499193,1.3474237774656975e-08,40915.300918558634,0.06917625399020766,718.6479234810199,8.28096356240921,56.93372175956652
48,1379.0,0.15829303160143626,5.30673524025146,0.3791438216995496,0.012018964552566005,0.0084811263696698,1.0385222907994457e-08,58831.565195399984,0.09710349657052789,1455.930587736349,5.446990115922292,40.4082211686136
49,1396.0,0.3515600217243125,4.126434719797174,0.17187021050110088,0.005583790758476066,0.0038666276566059633,4.661518503205988e-10,17006.972238149374,2.798513019401821e-06,1700.700547457651,1.5505590577994217,9.99998045721383
50,1403.0,0.16658164226380226,4.959764573120863,0.3666343728345549,0.01161616309027697,0.008266025422292936,9.214790261807001e-09,98146.52044210576,0.007195361443046065,601.3951863790294,17.867982872560493,163.19804791428592
51,1408.0,0.13097243416674814,4.5604626187993755,0.464624265576889,0.014171891588315682,0.010436608176364616,2.1878491993621148e-08,15574.808707520548,0.002393409648884169,150.97437535559382,13.878974712056236,103.16193506902613
52,1412.0,0.12248185774832025,5.307253549995064,0.4883196589561714,0.015025859953468666,0.011261905783045796,2.8620287499622887e-08,100869.7200148316,0.012847261113087458,315.08866468431955,29.60900491468352,320.13122438374853
53,1424.0,inf,4.138168867963808,0.04359690849999742,inf,inf,inf,13164.937137049104,1.3746584738471068e-12,1316.4970867083266,1.951910039330681,9.999974378952675
54,1426.0,0.09173625681518084,4.5601363641586055,0.6575630967973372,0.020647025635239076,0.014795349058545113,9.326141879264721e-08,18572.261194089067,1.1035925247103943e-07,48.35837242689366,41.061291211882306,384.0547202486168
55,1438.0,0.13586648091811668,5.166978667712742,0.4597226353100772,0.014598326338075066,0.010095395872204252,2.1719882231134798e-08,486242.39884577115,2.321597219050034e-08,,,
56,1449.0,0.19824410130882172,4.6759420427035945,0.3169344740619721,0.009660438234123792,0.007372733828085102,5.0662563706837376e-09,28079.453436822027,4.1532163188526067e-10,2807.9658501687177,2.011079078876608,9.99992697031371
57,1476.0,inf,4.343830068788081,0.01936742619486418,inf,inf,inf,21296.39606317496,2.478045227082155e-09,2129.6554970912443,1.743118792150151,9.999925383360033
58,1488.0,0.1961798235756517,4.614081749033106,0.31833855914098075,0.01028409429151132,0.00729385040474421,5.623686512212067e-09,69814.63792771209,8.513708327314542e-07,324.84562970539076,25.713887854847084,214.91635270275432
59,15003.0,0.13984470748733707,6.750122093791986,0.4592870401107607,0.015075066091559985,0.010462900944239566,2.4872785294031432e-08,1333962.7279846456,0.011284242499898605,3334.741176151509,43.233033668651885,400.01986886554073
60,1504.0,0.15850540830160526,4.118158787213681,0.3863278313354513,0.012306179699280623,0.008517851745360629,1.0987839315250283e-08,12132.149881429072,3.9587400002181794e-05,87.48259644531899,12.801115145713716,138.68072478864153
61,1507.0,0.1912079780459085,5.8095686479382005,0.3228835302729823,0.010261139067150336,0.0071988444265307485,5.456959588994703e-09,2192182.8206698885,3.9587400002181794e-05,11620.128550738356,20.7943754069909,188.65392160662412
62,1508.0,inf,4.1761666691317085,0.0029861639644740536,inf,inf,inf,15033.369625112631,2.1603957516211753e-23,1503.350191218952,1.9609927419358082,9.99991200514846
63,1513.0,0.13280979960622954,6.624378964628386,0.4715123617921068,0.014713643740550196,0.010380110171005315,2.331754778654437e-08,7090474.156527629,0.7577454991984544,,,
64,1514.0,0.15596424315342616,5.661235664954238,0.3999430986765816,0.0125460622092244,0.008737916851102277,1.2019156657636188e-08,455295.88191892597,0.01960232095219542,,,
