Unnamed: 0,runstring,t
0,0000000.bin,257277.0474202783
1,0000001.bin,51906.56608293893
2,0000002.bin,29140.57816312919
3,0000003.bin,77059.7301277247
4,0000004.bin,127484.11453568109
5,0000005.bin,66174.95941297244
6,0000006.bin,631904.1420496745
7,0000007.bin,178171.5968459742
8,0000008.bin,222809.21303992765
9,0000009.bin,85810.09962424415
10,0000010.bin,61494.96907817314
11,0000011.bin,11521518.70876929
12,0000012.bin,28214.69524908319
13,0000013.bin,396803.0438492539
14,0000014.bin,21009.311461018384
15,0000015.bin,348307.3281457742
16,0000016.bin,29804.540966687993
17,0000017.bin,124637.07999988785
18,0000018.bin,2524727.4842800074
19,0000019.bin,13177.550284343153
20,0000020.bin,68717.29228333395
21,0000021.bin,4392880.311987961
22,0000022.bin,17437.519281118315
23,0000023.bin,2258715.7241496355
24,0000024.bin,233197.92556357232
25,0000025.bin,23628.72041150111
26,0000026.bin,52755.061147735374
27,0000027.bin,82433.75159961544
28,0000028.bin,76357.03875854751
29,0000029.bin,47637.971493877245
30,0000030.bin,13420260.579744523
31,0000031.bin,38873.2260129594
32,0000032.bin,187469.98593630106
33,0000033.bin,129103.05863913172
34,0000034.bin,83751.804540499
35,0000035.bin,1819682.4690367305
36,0000036.bin,2522254.5718353423
37,0000037.bin,62124.01381899288
38,0000038.bin,261100.36743093084
39,0000039.bin,327577.6036661633
40,0000040.bin,196331.34498898732
41,0000041.bin,99999766.090568
42,0000042.bin,39381.54709489061
43,0000043.bin,225581.3538739629
44,0000044.bin,89110.75720560679
45,0000045.bin,39918.10053894352
46,0000046.bin,99917.72438004985
47,0000047.bin,317621.69498607295
48,0000048.bin,103665.38858837145
49,0000049.bin,1079794.076918228
50,0000050.bin,26627.690088158713
51,0000051.bin,425157.06494700897
52,0000052.bin,4314836.9889616985
53,0000053.bin,102036.53717747272
54,0000054.bin,38458.19296930274
55,0000055.bin,121861.99468636629
56,0000056.bin,493467.2223420099
57,0000057.bin,31884.90232567604
58,0000058.bin,96958.76498284121
59,0000059.bin,3883001.5345382993
60,0000060.bin,887872.8697939134
61,0000061.bin,89376.48781901365
62,0000062.bin,47363.788492413056
63,0000063.bin,28774.943092874943
64,0000064.bin,45436.78255363227
65,0000065.bin,36490.06824053611
66,0000066.bin,2102062.105713486
67,0000067.bin,1457960.3682408486
68,0000068.bin,27895.375109092318
69,0000069.bin,571235.7405080089
70,0000070.bin,507647.5237797251
71,0000071.bin,169860.12799759256
72,0000072.bin,51271.66702408414
73,0000073.bin,165007.76436787285
74,0000074.bin,31080.851580467956
75,0000075.bin,148965.8590760989
76,0000076.bin,61140.4883891039
77,0000077.bin,655812.1029655415
78,0000078.bin,130576.3376103472
79,0000079.bin,787490.8532753323
80,0000080.bin,62617.71642630401
81,0000081.bin,50972.16149904821
82,0000082.bin,40939.41922904696
83,0000083.bin,1343076.0967099941
84,0000084.bin,126575.17103872076
85,0000085.bin,38750.839589185176
86,0000086.bin,37222.724018295754
87,0000087.bin,59462.86254224234
88,0000088.bin,75095.86623315269
89,0000089.bin,116700.63391525834
90,0000090.bin,99999766.090568
91,0000091.bin,72954.2943413473
92,0000092.bin,423103.0306982852
93,0000093.bin,20716.976609490615
94,0000094.bin,52327.79985398183
95,0000095.bin,22414391.59540469
96,0000096.bin,248510.60452985705
97,0000097.bin,11541060.802969078
98,0000098.bin,113483.6341922424
99,0000099.bin,33797.28979002224
100,0000100.bin,34848.60752993843
101,0000101.bin,27308.557668058973
102,0000102.bin,92048.7241961247
103,0000103.bin,721097.864017466
104,0000104.bin,343282.9029912478
105,0000105.bin,511414.8293982672
106,0000106.bin,47904.77597616116
107,0000107.bin,156201.83081139973
108,0000108.bin,95418.14403372677
109,0000109.bin,721631.2651348546
110,0000110.bin,15311.016196655204
111,0000111.bin,30780.13362263971
112,0000112.bin,392163.6526887332
113,0000113.bin,73631.83639161778
114,0000114.bin,427991.8712327002
115,0000115.bin,46730.27507096301
116,0000116.bin,62815.65472957203
117,0000117.bin,61223.799838064275
118,0000118.bin,268433.4723483452
119,0000119.bin,181288.4149845849
120,0000120.bin,172702.62457088334
121,0000121.bin,27939.957992599397
122,0000122.bin,308421.92863807036
123,0000123.bin,208902.3325032189
124,0000124.bin,152434.76767940354
125,0000125.bin,854227.134199215
126,0000126.bin,802240.7902008089
127,0000127.bin,100743.84140110668
128,0000128.bin,1257796.869107787
129,0000129.bin,985572.9158416243
130,0000130.bin,30905.49916686047
131,0000131.bin,50815.06485828509
132,0000132.bin,1544443.472265786
133,0000133.bin,99999766.090568
134,0000134.bin,43598.38812688502
135,0000135.bin,262305.2484367342
136,0000136.bin,105587.23302862688
137,0000137.bin,2829347.8484606924
138,0000138.bin,92293.46240284084
139,0000139.bin,9047742.766736897
140,0000140.bin,95713.5619285428
141,0000141.bin,120074.52243349259
142,0000142.bin,107246.08348935097
143,0000143.bin,49429.35817166848
144,0000144.bin,31800.898057995648
145,0000145.bin,163361.83497595345
146,0000146.bin,17476.42105126474
147,0000147.bin,201178.9974515289
148,0000148.bin,26681.626024149795
149,0000149.bin,37960.09096323154
150,0000150.bin,243605.06706470787
151,0000151.bin,145603.85239861533
152,0000152.bin,30010.515966946805
153,0000153.bin,27894.543726649295
154,0000154.bin,81742645.26470271
155,0000155.bin,391554.24935786973
156,0000156.bin,770607.4850849762
157,0000157.bin,83300.81420599972
158,0000158.bin,25912.07765032714
159,0000159.bin,83090.64765254653
160,0000160.bin,24717610.51229832
161,0000161.bin,284224.50798788446
162,0000162.bin,91436.4456676452
163,0000163.bin,46367.72304401112
164,0000164.bin,47241.36742770371
165,0000165.bin,313448.88258086145
166,0000166.bin,76001.10315005376
167,0000167.bin,58926.4476619299
168,0000168.bin,40187.537732296456
169,0000169.bin,57122.34776095012
170,0000170.bin,61650.922568077345
171,0000171.bin,763694.8172205045
172,0000172.bin,48126.16619250451
173,0000173.bin,90269.4964858127
174,0000174.bin,1142314.9375210707
175,0000175.bin,98614.94809156004
176,0000176.bin,764793.3505517571
177,0000177.bin,39917.19987463044
178,0000178.bin,831078.5025789161
179,0000179.bin,54013.63560246651
180,0000180.bin,63978.23915308936
181,0000181.bin,105395.59937546996
182,0000182.bin,68313.37897968071
183,0000183.bin,22433.434944980712
184,0000184.bin,4162361.8672986976
185,0000185.bin,132494.05977932177
186,0000186.bin,6181058.747540398
187,0000187.bin,24193.748704340243
188,0000188.bin,4696354.260898588
189,0000189.bin,895116.8782018208
190,0000190.bin,116681.85852841614
191,0000191.bin,33138.38456313022
192,0000192.bin,43679.51719693292
193,0000193.bin,58292.69175393403
194,0000194.bin,40003262.86599901
195,0000195.bin,57384.40643512278
196,0000196.bin,93276.22573257005
197,0000197.bin,2049942.601610567
198,0000198.bin,116497.04913948046
199,0000199.bin,1484413.5720348735
200,0000200.bin,116559.9917186175
201,0000201.bin,32038.32702734881
202,0000202.bin,78491959.45330837
203,0000203.bin,193377.13139989192
204,0000204.bin,97586.49336839013
205,0000205.bin,53031.63437372275
206,0000206.bin,16010.00098555292
207,0000207.bin,68568.30162132601
208,0000208.bin,43547.63915693618
209,0000209.bin,329937.89842239977
210,0000210.bin,381686.8136261096
211,0000211.bin,624801.7804250509
212,0000212.bin,24905.273511826956
213,0000213.bin,49004.52174337324
214,0000214.bin,40379.517794724066
215,0000215.bin,275070.71016080363
216,0000216.bin,478038.56552489917
217,0000217.bin,81788.21777340805
218,0000218.bin,42550.01486645391
219,0000219.bin,165135.83190506033
220,0000220.bin,49418.96589113288
221,0000221.bin,14073.849839697476
222,0000222.bin,275018.9219627795
223,0000223.bin,144263.80246392218
224,0000224.bin,321452.6360024548
225,0000225.bin,4379763.972540481
226,0000226.bin,554059.6910576959
227,0000227.bin,73892.68263317086
228,0000228.bin,227151.2464132649
229,0000229.bin,75452.42537847883
230,0000230.bin,113412.89740270039
231,0000231.bin,49735.099065025766
232,0000232.bin,54107.82430505414
233,0000233.bin,5926940.820796212
234,0000234.bin,67097.75928398606
235,0000235.bin,294052.1412851765
236,0000236.bin,254275.93000501255
237,0000237.bin,269796.5238639668
238,0000238.bin,300790.04565513204
239,0000239.bin,52682.00341557012
240,0000240.bin,530517.1920062561
241,0000241.bin,82979.83130105538
242,0000242.bin,87265.22674544982
243,0000243.bin,438273.1968574319
244,0000244.bin,232772.04990704462
245,0000245.bin,138108.03900888027
246,0000246.bin,120429.93842795934
247,0000247.bin,477766.9113115845
248,0000248.bin,67563.61057965748
249,0000249.bin,81115.76794060215
250,0000250.bin,630584.9806032999
251,0000251.bin,105114.90387808555
252,0000252.bin,90327.34684748517
253,0000253.bin,461626.7989687079
254,0000254.bin,301832.9456482525
255,0000255.bin,263961.22369984223
256,0000256.bin,126171.25773506751
257,0000257.bin,1584052.0215530149
258,0000258.bin,173810.78808579477
259,0000259.bin,450393.74829212634
260,0000260.bin,103330.44538656843
261,0000261.bin,490581.5631635431
262,0000262.bin,136687.41425906727
263,0000263.bin,233226.50433505722
264,0000264.bin,197973.42923710693
265,0000265.bin,49746.56521455004
266,0000266.bin,99999766.090568
267,0000267.bin,955636.4969275893
268,0000268.bin,95677.56999693939
269,0000269.bin,57171.95358004004
270,0000270.bin,48701.6560476308
271,0000271.bin,56125.45093010534
272,0000272.bin,46049.303568400406
273,0000273.bin,29955348.95790461
274,0000274.bin,448458.1167596879
275,0000275.bin,79100.35833455191
276,0000276.bin,346887.430855599
277,0000277.bin,34020.75846247271
278,0000278.bin,36474.68766534342
279,0000279.bin,18771.056719726323
280,0000280.bin,72977.43448601628
281,0000281.bin,25818.547125487115
282,0000282.bin,14068.688340364253
283,0000283.bin,84091.70139602607
284,0000284.bin,16884.19962435175
285,0000285.bin,47294.19485375967
286,0000286.bin,9742.03554358931
287,0000287.bin,35558.95454548166
288,0000288.bin,862656.6246852671
289,0000289.bin,419500.16559882043
290,0000290.bin,198872.04973539757
291,0000291.bin,46977.64598864536
292,0000292.bin,64534.364725484316
293,0000293.bin,23226.850923105136
294,0000294.bin,426319.476166339
295,0000295.bin,34402.536208415455
296,0000296.bin,26073.019434922237
297,0000297.bin,25686.807649203183
298,0000298.bin,1948696.1545190732
299,0000299.bin,102376.50331487006
300,0000300.bin,167014.89479042625
301,0000301.bin,120553.3987207741
302,0000302.bin,767953.1234393142
303,0000303.bin,222263.8607981255
304,0000304.bin,193078.45725717337
305,0000305.bin,55797.99017042865
306,0000306.bin,94017.5763853559
307,0000307.bin,92181.2950548795
308,0000308.bin,53768.10065434545
309,0000309.bin,116198.34035582677
310,0000310.bin,157966.50932895578
311,0000311.bin,590816.0786940976
312,0000312.bin,586273.266475995
313,0000313.bin,51217.73108810439
314,0000314.bin,227173.6937392312
315,0000315.bin,44268.89806704179
316,0000316.bin,101668.30403700669
317,0000317.bin,47482.399054259346
318,0000318.bin,81908.42181832029
