Unnamed: 0,runstring,t
0,0000000.bin,40629.2007686024
1,0000001.bin,120354.70271350138
2,0000002.bin,380616.3290583365
3,0000003.bin,75592.06660800424
4,0000004.bin,216067.65715373526
5,0000005.bin,104907.44222413862
6,0000006.bin,309965.9073215017
7,0000007.bin,52708.97343620306
8,0000008.bin,70026.77951608037
9,0000009.bin,305307.0024173591
10,0000010.bin,172696.44674426757
11,0000011.bin,97992.43721963986
12,0000012.bin,421006.12577112607
13,0000013.bin,182013.3212451165
14,0000014.bin,56352.931207924354
15,0000015.bin,96968.2409359043
16,0000016.bin,243961.22690266938
17,0000017.bin,86900.69561490553
18,0000018.bin,67390.66746846793
19,0000019.bin,101406.551849151
20,0000020.bin,56293.79899334218
21,0000021.bin,92320.8714901424
22,0000022.bin,58040.15654092931
23,0000023.bin,182982.126544015
24,0000024.bin,50791.03893558399
25,0000025.bin,195310.13673340585
26,0000026.bin,275402.62560348556
27,0000027.bin,1264830.7942573105
28,0000028.bin,95032.32774789908
29,0000029.bin,165793.67001847268
30,0000030.bin,254155.45441975896
31,0000031.bin,76325.31299702646
32,0000032.bin,87390.41566033507
33,0000033.bin,249995.9690455702
34,0000034.bin,274820.1715578003
35,0000035.bin,83037.52949293467
36,0000036.bin,100944.02500140571
37,0000037.bin,384006.229617553
38,0000038.bin,128461.1161867317
39,0000039.bin,78421.75265390912
40,0000040.bin,72151.45160113202
41,0000041.bin,45373.7036236721
42,0000042.bin,216481.27088666506
43,0000043.bin,453063.788149398
44,0000044.bin,119525.9510429308
45,0000045.bin,45562.32395665391
46,0000046.bin,60505.24589176834
47,0000047.bin,157628.57466387024
48,0000048.bin,235505.04308928896
49,0000049.bin,314978.04666741024
50,0000050.bin,261896.02412134173
51,0000051.bin,111813.50984646854
52,0000052.bin,215453.3333731844
53,0000053.bin,434988.0712769938
54,0000054.bin,305442.51807257027
55,0000055.bin,175105.52157197866
56,0000056.bin,325344.09362464485
57,0000057.bin,78555.98659152244
58,0000058.bin,124891.67124076685
59,0000059.bin,225162.58666405812
60,0000060.bin,692152.7209311171
61,0000061.bin,90834.56405085544
62,0000062.bin,159409.81571472876
63,0000063.bin,44132.96634793116
64,0000064.bin,68321.88726483469
65,0000065.bin,143588.46689187278
66,0000066.bin,164554.6994345558
67,0000067.bin,282530.7767804062
68,0000068.bin,33547.46855333386
69,0000069.bin,23163.061859552767
70,0000070.bin,106254.73526558242
71,0000071.bin,216587.37631915786
72,0000072.bin,279844.4006183481
73,0000073.bin,158285.43761226346
74,0000074.bin,183019.4002774013
75,0000075.bin,97523.01680967907
76,0000076.bin,97741.15128842773
77,0000077.bin,156471.39151910305
78,0000078.bin,182469.7859150341
79,0000079.bin,288573.0013827972
80,0000080.bin,208639.72262298092
81,0000081.bin,147533.35117096102
82,0000082.bin,64308.20592765612
83,0000083.bin,2194391.7047661813
84,0000084.bin,170267.76510141089
85,0000085.bin,110633.81004119848
86,0000086.bin,29971.996071144746
87,0000087.bin,331302.79873707826
88,0000088.bin,293100.20114350604
89,0000089.bin,170602.2587534352
90,0000090.bin,142455.3592533356
91,0000091.bin,82037.37407441295
92,0000092.bin,158112.5443006175
93,0000093.bin,314998.8312771052
94,0000094.bin,526313.2560397497
95,0000095.bin,106999.27462587223
96,0000096.bin,184874.59989775773
97,0000097.bin,52064.82374073993
98,0000098.bin,86431.76017917096
99,0000099.bin,4683975.414728128
100,0000100.bin,361207.8337302588
101,0000101.bin,488061.32964597427
102,0000102.bin,36544.43606626705
103,0000103.bin,163957.07262379324
104,0000104.bin,176603.43375167865
105,0000105.bin,207627.6853359169
106,0000106.bin,177379.8082058179
107,0000107.bin,149247.42329148864
108,0000108.bin,82420.46907210731
109,0000109.bin,215766.21103112595
110,0000110.bin,255586.75192538658
111,0000111.bin,31737.54474131273
112,0000112.bin,343592.91165479197
113,0000113.bin,161074.07405402078
114,0000114.bin,173883.45580394703
115,0000115.bin,69845.22595039484
116,0000116.bin,114932.62158237581
117,0000117.bin,138245.92153384662
118,0000118.bin,254537.09449477468
119,0000119.bin,85612.25765991464
120,0000120.bin,73362.88257720307
121,0000121.bin,92393.27121391319
122,0000122.bin,57004.94441405541
123,0000123.bin,66021.20417668283
124,0000124.bin,123208.4296246201
125,0000125.bin,308326.9369240052
126,0000126.bin,279685.36371316545
127,0000127.bin,66397.64809927481
128,0000128.bin,269564.0208940729
129,0000129.bin,86646.74232544922
130,0000130.bin,197264.65214708805
131,0000131.bin,54148.82727282177
132,0000132.bin,72685.78927537342
133,0000133.bin,58737.93052940545
134,0000134.bin,89563.7583730891
135,0000135.bin,126597.01382522259
136,0000136.bin,350056.57885976456
137,0000137.bin,236823.86121545066
138,0000138.bin,296282.6712979668
139,0000139.bin,222545.59645736506
140,0000140.bin,179204.45444992275
141,0000141.bin,75605.64588633829
142,0000142.bin,88790.22448227482
143,0000143.bin,77036.18128961042
144,0000144.bin,21519.241720139395
145,0000145.bin,69208.93976559964
146,0000146.bin,73707.9763801718
147,0000147.bin,175943.6955989443
148,0000148.bin,232236.76713780416
149,0000149.bin,112053.64137047771
150,0000150.bin,102676.31829643258
151,0000151.bin,313820.37854841683
152,0000152.bin,217249.05436879708
153,0000153.bin,96520.09010986469
154,0000154.bin,109183.6331817646
155,0000155.bin,128133.89714810063
156,0000156.bin,46046.57072153044
157,0000157.bin,57502.28548303977
158,0000158.bin,64127.137336196814
159,0000159.bin,68503.96044576258
160,0000160.bin,248470.24012989513
161,0000161.bin,126124.57964685603
162,0000162.bin,81850.2779461421
163,0000163.bin,71212.99183238819
164,0000164.bin,91006.52205506511
165,0000165.bin,318861.02745062363
166,0000166.bin,114641.70632867861
167,0000167.bin,87182.53492236926
168,0000168.bin,65702.33362294591
169,0000169.bin,117921.96807175418
170,0000170.bin,90528.06033988702
171,0000171.bin,1363862.4969423797
172,0000172.bin,273648.300622182
173,0000173.bin,217561.2045653993
174,0000174.bin,108336.97210584019
175,0000175.bin,82154.3914269956
176,0000176.bin,65169.8319225609
177,0000177.bin,117833.49491648594
178,0000178.bin,405547.2605413503
179,0000179.bin,396828.91351768404
180,0000180.bin,115359.5374655104
181,0000181.bin,95277.20509112193
182,0000182.bin,63565.01756699648
183,0000183.bin,129181.54539977535
184,0000184.bin,83853.18685939742
185,0000185.bin,75489.5638411919
186,0000186.bin,148981.89990263546
187,0000187.bin,78650.2447964891
188,0000188.bin,71904.87684811742
189,0000189.bin,167419.44218881286
190,0000190.bin,363117.07333582215
191,0000191.bin,122943.01015881539
192,0000192.bin,73783.59771844532
193,0000193.bin,418813.66121745267
194,0000194.bin,64215.125517238834
195,0000195.bin,79163.48609189011
196,0000196.bin,764686.9208828789
197,0000197.bin,87202.7652758057
198,0000198.bin,245637.81744371375
199,0000199.bin,70070.56576050443
200,0000200.bin,49015.82542153701
201,0000201.bin,37654.9924032852
202,0000202.bin,290287.55847755104
203,0000203.bin,65394.61747641195
204,0000204.bin,282150.1066538429
205,0000205.bin,79769.73851567609
206,0000206.bin,553538.5312134646
207,0000207.bin,406355.1236791774
208,0000208.bin,197901.94292135185
209,0000209.bin,29927.41308335841
210,0000210.bin,75235.05629547706
211,0000211.bin,56302.2514012848
212,0000212.bin,140903.8227806226
213,0000213.bin,98544.54573517045
214,0000214.bin,182550.3262776021
215,0000215.bin,38765.13304810945
216,0000216.bin,127075.89123259459
217,0000217.bin,180843.4594884354
218,0000218.bin,114134.97754431536
219,0000219.bin,381033.0258417044
220,0000220.bin,83761.42280759415
221,0000221.bin,113360.54298708096
222,0000222.bin,88918.50016510891
223,0000223.bin,65006.257044261525
224,0000224.bin,84072.25664558235
225,0000225.bin,645397.9147844989
226,0000226.bin,42645.654319175606
227,0000227.bin,77660.4470417987
228,0000228.bin,140834.02113306368
229,0000229.bin,146759.99048522752
230,0000230.bin,179373.46796775897
231,0000231.bin,90383.88443063627
232,0000232.bin,548925.0753380257
233,0000233.bin,193693.4751503153
234,0000234.bin,167504.174114336
235,0000235.bin,124367.20625613056
236,0000236.bin,172172.25888776054
237,0000237.bin,170737.63584458173
238,0000238.bin,428828.9332450686
239,0000239.bin,75944.33110131774
240,0000240.bin,130008.28789140875
241,0000241.bin,78732.82897901043
242,0000242.bin,60788.57476292687
243,0000243.bin,48049.16786564034
244,0000244.bin,368977.2593983014
245,0000245.bin,130407.80273076214
246,0000246.bin,56876.149115978944
247,0000247.bin,109147.32939683073
248,0000248.bin,143062.65090760632
249,0000249.bin,308822.0956089716
250,0000250.bin,103664.6957694605
251,0000251.bin,112627.01946992948
252,0000252.bin,123855.45452442436
253,0000253.bin,61239.42758822683
254,0000254.bin,159066.7310906972
255,0000255.bin,124637.92579740749
256,0000256.bin,108936.8852236692
257,0000257.bin,58658.671884435316
258,0000258.bin,77676.79760142541
259,0000259.bin,500039.0845209888
260,0000260.bin,2190428.1143250475
261,0000261.bin,370929.28065882024
262,0000262.bin,109335.1529864409
263,0000263.bin,303017.50837742636
264,0000264.bin,137094.35023369707
265,0000265.bin,234640.3340439461
266,0000266.bin,55713.94302386881
267,0000267.bin,103877.01055749456
268,0000268.bin,172429.5723557842
269,0000269.bin,239262.8658811225
270,0000270.bin,98123.79595291204
271,0000271.bin,390598.13786434353
272,0000272.bin,76961.5645408055
273,0000273.bin,45536.62032266447
274,0000274.bin,65625.2920030099
275,0000275.bin,288055.6724474895
276,0000276.bin,1135026.5068669778
277,0000277.bin,107285.16693222648
278,0000278.bin,111494.5700106993
279,0000279.bin,108474.91263218244
