,runstring,t
0,0000000.bin,9099745.46824139
1,0000001.bin,67232415.54493067
2,0000002.bin,99999999.99999991
3,0000003.bin,4604257.637461931
4,0000004.bin,51494968.81493769
5,0000005.bin,9042862.910339404
6,0000006.bin,99999999.99999991
7,0000007.bin,99999999.99999991
8,0000008.bin,99999999.99999991
9,0000009.bin,99999999.99999991
10,0000010.bin,85923252.72943375
11,0000011.bin,11577896.15326899
12,0000012.bin,14633098.723374248
13,0000013.bin,99999999.99999991
14,0000014.bin,15335883.883609638
15,0000015.bin,99999999.99999991
16,0000016.bin,99999999.99999991
17,0000017.bin,99999999.99999991
18,0000018.bin,6374898.820454598
19,0000019.bin,27859034.496904276
20,0000020.bin,39687840.88070921
21,0000021.bin,94213385.10940668
22,0000022.bin,57914311.166383974
23,0000023.bin,99999999.99999991
24,0000024.bin,99999999.99999991
25,0000025.bin,54084804.4560005
26,0000026.bin,99999999.99999991
27,0000027.bin,99999999.99999991
28,0000028.bin,99999999.99999991
29,0000029.bin,59265063.70003212
30,0000030.bin,45725091.96306928
31,0000031.bin,3327736.603431777
32,0000032.bin,99999999.99999991
33,0000033.bin,99999999.99999991
34,0000034.bin,99999999.99999991
35,0000035.bin,99999999.99999991
36,0000036.bin,99999999.99999991
37,0000037.bin,5746415.037462727
38,0000038.bin,99999999.99999991
39,0000039.bin,99999999.99999991
40,0000040.bin,99999999.99999991
41,0000041.bin,99999999.99999991
42,0000042.bin,5536329.224907343
43,0000043.bin,12779274.171924215
44,0000044.bin,99999999.99999991
45,0000045.bin,37476324.41423509
46,0000046.bin,99999999.99999991
47,0000047.bin,99999999.99999991
48,0000048.bin,99999999.99999991
49,0000049.bin,99999999.99999991
50,0000050.bin,99999999.99999991
51,0000051.bin,45311863.03095583
52,0000052.bin,99999999.99999991
53,0000053.bin,99999999.99999991
54,0000054.bin,44570465.791992836
55,0000055.bin,99999999.99999991
56,0000056.bin,15069234.141219962
57,0000057.bin,99999999.99999991
58,0000058.bin,99999999.99999991
59,0000059.bin,99999999.99999991
60,0000060.bin,99999999.99999991
61,0000061.bin,99999999.99999991
62,0000062.bin,1130708.6081113864
63,0000063.bin,99999999.99999991
64,0000064.bin,2182348.1665610084
65,0000065.bin,59118624.77773369
66,0000066.bin,99999999.99999991
67,0000067.bin,10472824.074292243
68,0000068.bin,3138204.033293509
69,0000069.bin,99999999.99999991
70,0000070.bin,99999999.99999991
71,0000071.bin,17121599.69133755
72,0000072.bin,99999999.99999991
73,0000073.bin,56080088.535168104
74,0000074.bin,99999999.99999991
75,0000075.bin,57131977.950071104
76,0000076.bin,99999999.99999991
77,0000077.bin,41332219.92051744
78,0000078.bin,99999999.99999991
