Unnamed: 0,runstring,t
0,0000000.bin,83916.95549979057
1,0000001.bin,6013.333602533241
2,0000002.bin,16789.39092407753
3,0000003.bin,8220.79757212448
4,0000004.bin,43780.17939012959
5,0000005.bin,4976.2509284767275
6,0000006.bin,12275.666813068616
7,0000007.bin,5459.146662204692
8,0000008.bin,62320.84677418962
9,0000009.bin,17660.23137239531
10,0000010.bin,16889.988428429922
11,0000011.bin,43206.55884091431
12,0000012.bin,18459.364921949502
13,0000013.bin,13840.990308126817
14,0000014.bin,14217.57277022383
15,0000015.bin,5849.6894528825305
16,0000016.bin,44637.3366381387
17,0000017.bin,21918.166236368746
18,0000018.bin,6998.697242841128
19,0000019.bin,16414.194102575882
20,0000020.bin,28384.3271721217
21,0000021.bin,19452.141739179275
22,0000022.bin,54911.549592562835
23,0000023.bin,292901.5158019669
24,0000024.bin,44385.04613388513
25,0000025.bin,8502.047963971196
26,0000026.bin,14397.532837429604
27,0000027.bin,246984.78255947892
28,0000028.bin,11390.207856793964
29,0000029.bin,14103.603834495822
30,0000030.bin,16196.50997123717
31,0000031.bin,11325.671647899959
32,0000032.bin,26753.32431488211
33,0000033.bin,26296.79039275394
34,0000034.bin,9946.682166604965
35,0000035.bin,13679.597824370954
36,0000036.bin,16209.46571043543
37,0000037.bin,14127.471493072295
38,0000038.bin,17535.766209468948
39,0000039.bin,8282.14680773977
40,0000040.bin,10527.092354484226
41,0000041.bin,13844.31584546113
42,0000042.bin,36261.5898096397
43,0000043.bin,17303.013237105402
44,0000044.bin,105347.93051083597
45,0000045.bin,46763.32494337695
46,0000046.bin,38549.282367775886
47,0000047.bin,18164.154201532456
48,0000048.bin,30736.833066775773
49,0000049.bin,14465.637070755216
50,0000050.bin,5057.934439246494
51,0000051.bin,14281.970415062238
52,0000052.bin,37644.56300767833
53,0000053.bin,54753.725133222004
54,0000054.bin,8126.885783447466
55,0000055.bin,23452.55530585392
56,0000056.bin,6456.0457601403705
57,0000057.bin,7587.248068955771
58,0000058.bin,12509.38973384578
59,0000059.bin,49484.58443151969
60,0000060.bin,62431.663377664445
61,0000061.bin,23423.90718736238
62,0000062.bin,29569.292334443442
63,0000063.bin,20558.991415166773
64,0000064.bin,53076.71900917702
65,0000065.bin,16883.649122887055
66,0000066.bin,13620.396331617409
67,0000067.bin,5309.047148987815
68,0000068.bin,32165.878813004874
69,0000069.bin,12485.244947158113
70,0000070.bin,15604.529684715613
71,0000071.bin,3559.329537022542
72,0000072.bin,33711.66477625986
73,0000073.bin,9129.673853794917
74,0000074.bin,25872.64581861802
75,0000075.bin,5173.981835802353
76,0000076.bin,27407.97019547837
77,0000077.bin,30023.85171877957
78,0000078.bin,13034.893914694982
79,0000079.bin,7824.850783277156
80,0000080.bin,20934.153595654523
81,0000081.bin,7047.956764603048
82,0000082.bin,34320.411313572506
83,0000083.bin,13385.32241129818
84,0000084.bin,47462.13811683669
85,0000085.bin,8403.667484497779
86,0000086.bin,39312.83959621983
87,0000087.bin,11525.446375056013
88,0000088.bin,60013.6859662401
89,0000089.bin,26768.912771135063
90,0000090.bin,7059.526863244737
91,0000091.bin,141432.8164988856
92,0000092.bin,14160.934712498816
93,0000093.bin,18284.601006846944
94,0000094.bin,9809.538392578466
95,0000095.bin,53717.54312536359
96,0000096.bin,7804.308662036074
97,0000097.bin,18575.412318499268
98,0000098.bin,8098.4108700239085
99,0000099.bin,3130.3005798935706
100,0000100.bin,33120.20410488467
101,0000101.bin,11345.694153933633
102,0000102.bin,19155.822506317574
103,0000103.bin,24219.057020318596
