Unnamed: 0,runstring,t
0,0000000.bin,99999984.0773808
1,0000001.bin,99999984.0773808
2,0000002.bin,99999984.0773808
3,0000003.bin,99999984.0773808
4,0000004.bin,99999984.0773808
5,0000005.bin,99999984.0773808
6,0000006.bin,99999984.0773808
7,0000007.bin,99999984.0773808
8,0000008.bin,99999984.0773808
9,0000009.bin,99999984.0773808
10,0000010.bin,99999984.0773808
11,0000011.bin,99999984.0773808
12,0000012.bin,99999984.0773808
13,0000013.bin,99999984.0773808
14,0000014.bin,99999984.0773808
15,0000015.bin,99999984.0773808
16,0000016.bin,99999984.0773808
17,0000017.bin,99999984.0773808
18,0000018.bin,99999984.0773808
19,0000019.bin,99999984.0773808
20,0000020.bin,99999984.0773808
21,0000021.bin,99999984.0773808
22,0000022.bin,99999984.0773808
23,0000023.bin,99999984.0773808
24,0000024.bin,99999984.0773808
25,0000025.bin,99999984.0773808
26,0000026.bin,99999984.0773808
27,0000027.bin,99999984.0773808
28,0000028.bin,99999984.0773808
29,0000029.bin,99999984.0773808
30,0000030.bin,99999984.0773808
31,0000031.bin,99999984.0773808
32,0000032.bin,99999984.0773808
33,0000033.bin,99999984.0773808
34,0000034.bin,99999984.0773808
35,0000035.bin,99999984.0773808
36,0000036.bin,99999984.0773808
37,0000037.bin,99999984.0773808
38,0000038.bin,99999984.0773808
39,0000039.bin,99999984.0773808
40,0000040.bin,99999984.0773808
41,0000041.bin,99999984.0773808
42,0000042.bin,99999984.0773808
43,0000043.bin,99999984.0773808
44,0000044.bin,99999984.0773808
45,0000045.bin,99999984.0773808
46,0000046.bin,99999984.0773808
47,0000047.bin,99999984.0773808
48,0000048.bin,99999984.0773808
49,0000049.bin,99999984.0773808
50,0000050.bin,99999984.0773808
51,0000051.bin,99999984.0773808
52,0000052.bin,99999984.0773808
53,0000053.bin,99999984.0773808
54,0000054.bin,99999984.0773808
55,0000055.bin,99999984.0773808
56,0000056.bin,99999984.0773808
57,0000057.bin,99999984.0773808
58,0000058.bin,99999984.0773808
59,0000059.bin,99999984.0773808
60,0000060.bin,99999984.0773808
61,0000061.bin,99999984.0773808
62,0000062.bin,99999984.0773808
63,0000063.bin,99999984.0773808
64,0000064.bin,99999984.0773808
65,0000065.bin,99999984.0773808
66,0000066.bin,99999984.0773808
67,0000067.bin,99999984.0773808
68,0000068.bin,99999984.0773808
69,0000069.bin,99999984.0773808
70,0000070.bin,99999984.0773808
71,0000071.bin,99999984.0773808
72,0000072.bin,99999984.0773808
73,0000073.bin,99999984.0773808
74,0000074.bin,99999984.0773808
75,0000075.bin,99999984.0773808
76,0000076.bin,99999984.0773808
77,0000077.bin,99999984.0773808
78,0000078.bin,99999984.0773808
79,0000079.bin,99999984.0773808
80,0000080.bin,99999984.0773808
81,0000081.bin,99999984.0773808
82,0000082.bin,99999984.0773808
83,0000083.bin,99999984.0773808
84,0000084.bin,99999984.0773808
85,0000085.bin,99999984.0773808
86,0000086.bin,99999984.0773808
87,0000087.bin,99999984.0773808
88,0000088.bin,99999984.0773808
89,0000089.bin,99999984.0773808
90,0000090.bin,99999984.0773808
91,0000091.bin,99999984.0773808
92,0000092.bin,99999984.0773808
93,0000093.bin,99999984.0773808
94,0000094.bin,99999984.0773808
95,0000095.bin,99999984.0773808
96,0000096.bin,99999984.0773808
97,0000097.bin,99999984.0773808
98,0000098.bin,99999984.0773808
99,0000099.bin,99999984.0773808
100,0000100.bin,99999984.0773808
101,0000101.bin,99999984.0773808
102,0000102.bin,99999984.0773808
103,0000103.bin,99999984.0773808
104,0000104.bin,99999984.0773808
105,0000105.bin,99999984.0773808
106,0000106.bin,99999984.0773808
107,0000107.bin,99999984.0773808
108,0000108.bin,99999984.0773808
109,0000109.bin,99999984.0773808
110,0000110.bin,99999984.0773808
111,0000111.bin,99999984.0773808
112,0000112.bin,99999984.0773808
113,0000113.bin,99999984.0773808
114,0000114.bin,99999984.0773808
115,0000115.bin,99999984.0773808
116,0000116.bin,99999984.0773808
117,0000117.bin,99999984.0773808
118,0000118.bin,99999984.0773808
119,0000119.bin,99999984.0773808
120,0000120.bin,99999984.0773808
121,0000121.bin,99999984.0773808
122,0000122.bin,99999984.0773808
123,0000123.bin,99999984.0773808
124,0000124.bin,99999984.0773808
125,0000125.bin,99999984.0773808
126,0000126.bin,99999984.0773808
127,0000127.bin,99999984.0773808
128,0000128.bin,99999984.0773808
129,0000129.bin,99999984.0773808
130,0000130.bin,99999984.0773808
131,0000131.bin,99999984.0773808
132,0000132.bin,99999984.0773808
133,0000133.bin,99999984.0773808
134,0000134.bin,99999984.0773808
135,0000135.bin,99999984.0773808
136,0000136.bin,99999984.0773808
137,0000137.bin,99999984.0773808
138,0000138.bin,99999984.0773808
139,0000139.bin,99999984.0773808
140,0000140.bin,99999984.0773808
141,0000141.bin,99999984.0773808
142,0000142.bin,99999984.0773808
143,0000143.bin,99999984.0773808
144,0000144.bin,99999984.0773808
145,0000145.bin,99999984.0773808
146,0000146.bin,99999984.0773808
147,0000147.bin,99999984.0773808
148,0000148.bin,99999984.0773808
149,0000149.bin,99999984.0773808
150,0000150.bin,99999984.0773808
151,0000151.bin,99999984.0773808
152,0000152.bin,99999984.0773808
153,0000153.bin,99999984.0773808
154,0000154.bin,99999984.0773808
155,0000155.bin,99999984.0773808
156,0000156.bin,99999984.0773808
157,0000157.bin,99999984.0773808
158,0000158.bin,99999984.0773808
159,0000159.bin,99999984.0773808
160,0000160.bin,99999984.0773808
161,0000161.bin,99999984.0773808
162,0000162.bin,99999984.0773808
163,0000163.bin,99999984.0773808
164,0000164.bin,99999984.0773808
165,0000165.bin,99999984.0773808
166,0000166.bin,99999984.0773808
167,0000167.bin,99999984.0773808
168,0000168.bin,99999984.0773808
169,0000169.bin,99999984.0773808
170,0000170.bin,99999984.0773808
171,0000171.bin,99999984.0773808
172,0000172.bin,99999984.0773808
173,0000173.bin,99999984.0773808
