Unnamed: 0,runstring,t
0,0000000.bin,2914458.6952691637
1,0000001.bin,764460.6389527137
2,0000002.bin,970883.8097295773
3,0000003.bin,985829.3635280719
4,0000004.bin,7546197.777134603
5,0000005.bin,905938.4552952293
6,0000006.bin,1519276.0781624748
7,0000007.bin,785130.516421281
8,0000008.bin,8175806.839686118
9,0000009.bin,945209.6220706522
10,0000010.bin,4095713.3376442716
11,0000011.bin,1429129.8356400377
12,0000012.bin,1605361.6663345175
13,0000013.bin,2994113.9758589417
14,0000014.bin,1939358.3415044735
15,0000015.bin,873771.294502609
16,0000016.bin,4440340.058419751
17,0000017.bin,7547249.409050124
18,0000018.bin,1999361.012515981
19,0000019.bin,3647452.722179953
20,0000020.bin,1263262.6657396706
21,0000021.bin,570928.4634233755
22,0000022.bin,1097803.0820148757
23,0000023.bin,5597658.937630625
24,0000024.bin,1778372.5755089654
25,0000025.bin,674944.7942122046
26,0000026.bin,4970217.467273915
27,0000027.bin,1224046.4739901687
28,0000028.bin,953249.0047183218
29,0000029.bin,834224.0042031636
30,0000030.bin,4115012.920644669
31,0000031.bin,1339129.15466016
32,0000032.bin,1429200.815078568
33,0000033.bin,2341066.9068792798
34,0000034.bin,2044109.062497957
35,0000035.bin,1448461.6694248526
36,0000036.bin,2159095.8568400554
37,0000037.bin,3194564.2403952572
38,0000038.bin,2570125.106757639
39,0000039.bin,4579880.507700151
40,0000040.bin,1683293.279329181
41,0000041.bin,936941.0544731729
42,0000042.bin,2423081.3791145757
43,0000043.bin,1654397.0961062147
44,0000044.bin,2503993.193220122
45,0000045.bin,3904800.818247039
46,0000046.bin,2032449.278098021
47,0000047.bin,2369228.804519754
48,0000048.bin,1795232.8768385241
49,0000049.bin,3018357.8708463702
50,0000050.bin,2320728.994112896
51,0000051.bin,2639345.682422163
52,0000052.bin,362294.0522440098
53,0000053.bin,1344504.8511996644
54,0000054.bin,1174920.0076325967
55,0000055.bin,4519983.076090427
56,0000056.bin,3603399.15525491
57,0000057.bin,1021295.8384341632
58,0000058.bin,3595472.0787219293
59,0000059.bin,1836325.3644926401
60,0000060.bin,319701.3316808749
61,0000061.bin,3825361.0740489326
62,0000062.bin,3412818.115724586
63,0000063.bin,4245891.661399452
64,0000064.bin,2053659.1398381705
65,0000065.bin,7296002.669492446
66,0000066.bin,3734199.3301890064
67,0000067.bin,1762879.8667873798
68,0000068.bin,6784100.483016692
69,0000069.bin,3149926.2449160684
70,0000070.bin,4972709.230081588
71,0000071.bin,6498270.68346408
72,0000072.bin,485152.46244213474
73,0000073.bin,906127.3181045344
74,0000074.bin,372627.50144941057
75,0000075.bin,1187109.4185018784
76,0000076.bin,479444.80108070094
77,0000077.bin,2716097.491747981
78,0000078.bin,1438180.3202704007
79,0000079.bin,1678130.659669325
80,0000080.bin,2158306.388121605
81,0000081.bin,1247506.477462467
82,0000082.bin,1078606.8331604695
83,0000083.bin,635478.6678089811
84,0000084.bin,2874606.2520079557
85,0000085.bin,6007596.99559423
86,0000086.bin,3158090.820243858
87,0000087.bin,3869510.0076866522
88,0000088.bin,2085577.9940556886
89,0000089.bin,2499348.0063925385
90,0000090.bin,2697198.2549511436
91,0000091.bin,1810764.2449321935
92,0000092.bin,3187973.9606084377
93,0000093.bin,1089031.0072173423
94,0000094.bin,6938775.175801542
95,0000095.bin,3373397.230220923
96,0000096.bin,1721839.340654882
97,0000097.bin,2330793.0748249553
98,0000098.bin,2167743.085421648
99,0000099.bin,1001182.849909541
100,0000100.bin,2388904.519654637
101,0000101.bin,2690654.3248416074
102,0000102.bin,2842243.9928059634
103,0000103.bin,2970275.6578682493
104,0000104.bin,2075488.937172238
105,0000105.bin,2109845.929907119
106,0000106.bin,3166542.15388895
107,0000107.bin,1096343.13646248
108,0000108.bin,6338099.778050587
109,0000109.bin,425020.3035208364
110,0000110.bin,6118174.854827035
111,0000111.bin,4508692.045288907
112,0000112.bin,3662566.9431780726
113,0000113.bin,1964070.16731458
114,0000114.bin,99999994.52603927
115,0000115.bin,1615499.7056123468
116,0000116.bin,1605439.3314888293
117,0000117.bin,1797497.394591654
118,0000118.bin,2181381.079590598
119,0000119.bin,6360615.259623926
120,0000120.bin,2749922.225296421
121,0000121.bin,1750501.6970305669
122,0000122.bin,5381944.283298714
123,0000123.bin,3063041.072849367
124,0000124.bin,7234422.897017801
125,0000125.bin,770458.6959168306
126,0000126.bin,2432402.756477641
127,0000127.bin,1829568.6346315707
128,0000128.bin,1607304.4383457883
129,0000129.bin,499735.39415320905
130,0000130.bin,1930717.3829464896
131,0000131.bin,1511161.905510655
132,0000132.bin,1514526.171548324
133,0000133.bin,1711939.839402294
134,0000134.bin,566451.1469817262
135,0000135.bin,2127525.456586508
136,0000136.bin,3201326.131767474
137,0000137.bin,1350995.676634107
138,0000138.bin,741350.5445223199
139,0000139.bin,4109712.3951064385
140,0000140.bin,8160085.985243615
141,0000141.bin,996505.1352008649
142,0000142.bin,1175489.7483966316
143,0000143.bin,1088672.2302310767
144,0000144.bin,3664772.571206702
145,0000145.bin,1063920.3247672955
146,0000146.bin,2709278.7891121283
147,0000147.bin,3848977.273855215
148,0000148.bin,663661.9734069351
149,0000149.bin,737619.3955260909
150,0000150.bin,3240338.8075573053
151,0000151.bin,4494226.9969008695
152,0000152.bin,2443102.7422912624
153,0000153.bin,1902240.6331260244
154,0000154.bin,2282287.687214777
155,0000155.bin,749231.5484531622
156,0000156.bin,1037892.521532496
157,0000157.bin,3938879.366508076
158,0000158.bin,1994385.870026123
159,0000159.bin,5309436.206084458
160,0000160.bin,2789876.3399349283
161,0000161.bin,1624174.750928512
162,0000162.bin,931379.9246208984
163,0000163.bin,4868185.269168446
164,0000164.bin,5652445.191486895
165,0000165.bin,1786461.4602202645
166,0000166.bin,7045201.794431265
167,0000167.bin,1038132.0295045311
168,0000168.bin,1945773.7188095266
169,0000169.bin,1228747.744620085
170,0000170.bin,952939.0715644604
171,0000171.bin,2002260.0843711107
172,0000172.bin,2088246.01034469
173,0000173.bin,1561217.0974646138
174,0000174.bin,1810152.0342844895
175,0000175.bin,2810869.1064377576
176,0000176.bin,12609166.027430544
177,0000177.bin,6771606.127297541
178,0000178.bin,684962.3519745783
179,0000179.bin,560782.5607034678
