,runstring,t
0,0000000.bin,28014291.00851917
1,0000001.bin,13192553.413733987
2,0000002.bin,99999989.12003861
3,0000003.bin,11393571.04994361
4,0000004.bin,61775769.70421275
5,0000005.bin,5175765.536896079
6,0000006.bin,99999989.12003861
7,0000007.bin,11184378.651694475
8,0000008.bin,16124856.686652554
9,0000009.bin,76020982.34265445
10,0000010.bin,16616496.41669689
11,0000011.bin,99999989.12003861
12,0000012.bin,99999989.12003861
13,0000013.bin,17029252.637553092
14,0000014.bin,51273057.93099014
15,0000015.bin,22682576.165392723
16,0000016.bin,16790257.536977332
17,0000017.bin,3077641.1249275054
18,0000018.bin,11665233.422096742
19,0000019.bin,18104001.171663266
20,0000020.bin,9636124.403353376
21,0000021.bin,16510337.890585838
22,0000022.bin,13729568.193681343
23,0000023.bin,13213022.441639302
24,0000024.bin,13184314.811001388
25,0000025.bin,8883463.223467795
26,0000026.bin,4120146.7745050485
27,0000027.bin,16144036.826403944
28,0000028.bin,8120408.007766767
29,0000029.bin,33868034.34066688
30,0000030.bin,19151028.547249895
31,0000031.bin,15608481.021982132
32,0000032.bin,31094498.864977133
33,0000033.bin,27454840.24933293
34,0000034.bin,15851977.722138686
35,0000035.bin,18454482.79392625
36,0000036.bin,5109997.011136114
37,0000037.bin,6443944.635340347
38,0000038.bin,11797350.052397637
39,0000039.bin,7927834.66992922
40,0000040.bin,29031117.310134854
41,0000041.bin,15312085.070791764
42,0000042.bin,2674640.4713844503
43,0000043.bin,5456437.967131286
44,0000044.bin,26390976.61418603
45,0000045.bin,20765300.182385113
46,0000046.bin,99999989.12003861
47,0000047.bin,29556009.017407384
48,0000048.bin,55344419.2882533
49,0000049.bin,47644679.710749485
50,0000050.bin,19765471.082474004
51,0000051.bin,5162398.886511742
52,0000052.bin,5281842.102371438
53,0000053.bin,19220475.913901594
54,0000054.bin,9561146.737612216
55,0000055.bin,16882171.95585617
56,0000056.bin,4896200.268062963
57,0000057.bin,14226914.822697116
58,0000058.bin,30029984.394486453
59,0000059.bin,6015553.851649209
60,0000060.bin,44912523.58272923
61,0000061.bin,67427614.47795911
62,0000062.bin,62154215.21457421
63,0000063.bin,14256641.903693346
64,0000064.bin,8857442.384404225
65,0000065.bin,26649606.829572003
66,0000066.bin,16566084.667492224
67,0000067.bin,12457666.329541428
68,0000068.bin,10321288.436311765
69,0000069.bin,9737153.357608138
70,0000070.bin,5686522.98358719
71,0000071.bin,2312980.8525510128
72,0000072.bin,14680729.89257471
73,0000073.bin,27548979.83365288
74,0000074.bin,18515746.15208113
75,0000075.bin,65670353.88679684
76,0000076.bin,3098241.7540394957
77,0000077.bin,3955840.7453949
78,0000078.bin,9075826.18643613
79,0000079.bin,14632108.564103661
80,0000080.bin,61405624.3883042
81,0000081.bin,4691281.670096098
82,0000082.bin,50105112.56771655
83,0000083.bin,27571274.235073473
84,0000084.bin,24923261.95792001
85,0000085.bin,69838440.81824826
86,0000086.bin,4477143.539844274
87,0000087.bin,11539414.077544166
88,0000088.bin,10721010.560504107
89,0000089.bin,18360585.523489084
90,0000090.bin,36870193.120647006
91,0000091.bin,11527333.059058575
92,0000092.bin,26515996.34024593
93,0000093.bin,27420078.30500872
94,0000094.bin,99999989.12003861
95,0000095.bin,14762342.940346671
96,0000096.bin,16964857.246889573
97,0000097.bin,19441720.54395489
98,0000098.bin,5889266.818786203
99,0000099.bin,6406202.628629549
100,0000100.bin,33744011.92935828
101,0000101.bin,9746478.198571248
102,0000102.bin,23033927.935249936
103,0000103.bin,9751278.230475156
104,0000104.bin,75284139.91705833
105,0000105.bin,6044757.714791893
106,0000106.bin,8933802.434392182
107,0000107.bin,41603832.96056881
108,0000108.bin,13573394.176908178
109,0000109.bin,6225912.959201007
110,0000110.bin,99999989.12003861
111,0000111.bin,14508015.485129459
112,0000112.bin,26973568.26257552
113,0000113.bin,33466705.046697315
114,0000114.bin,57119231.6129986
115,0000115.bin,13987596.971807433
116,0000116.bin,14892125.320657937
117,0000117.bin,99255422.42294936
118,0000118.bin,27572392.169830468
119,0000119.bin,10285877.423335416
120,0000120.bin,11306697.348723872
121,0000121.bin,30384119.361855935
122,0000122.bin,68664883.31901552
123,0000123.bin,17478941.78963099
124,0000124.bin,3108542.709454223
125,0000125.bin,10708801.716682209
126,0000126.bin,30396476.573134582
127,0000127.bin,89095894.73245586
128,0000128.bin,2191981.042792409
129,0000129.bin,17308598.663417783
130,0000130.bin,27205022.534334462
131,0000131.bin,4505163.511742069
132,0000132.bin,3561458.671851098
133,0000133.bin,11403433.17301136
134,0000134.bin,27744283.57609957
135,0000135.bin,99999989.12003861
136,0000136.bin,5287801.742170437
137,0000137.bin,50464164.411125265
138,0000138.bin,14383901.067291526
139,0000139.bin,29094973.374873992
140,0000140.bin,99999989.12003861
141,0000141.bin,68244827.27435292
142,0000142.bin,19421315.70584583
143,0000143.bin,41264719.029061
144,0000144.bin,47677969.966296546
145,0000145.bin,99999989.12003861
146,0000146.bin,12389424.712613536
147,0000147.bin,7865855.212762921
148,0000148.bin,8214380.657047241
149,0000149.bin,47856047.98027887
150,0000150.bin,34559998.43902973
151,0000151.bin,27155447.538787927
152,0000152.bin,54589441.49065348
153,0000153.bin,59980419.069537036
154,0000154.bin,7816738.379248365
155,0000155.bin,67471722.37529065
156,0000156.bin,21760331.08636598
157,0000157.bin,28947997.30903497
158,0000158.bin,8910971.166559098
159,0000159.bin,11908757.938986374
160,0000160.bin,3164463.384243607
161,0000161.bin,14108867.986053286
162,0000162.bin,39697397.60531043
163,0000163.bin,8435520.8444477
164,0000164.bin,13151090.962275384
165,0000165.bin,74638304.4152288
166,0000166.bin,24455835.706750493
167,0000167.bin,12809861.157721056
168,0000168.bin,66442155.992807604
169,0000169.bin,35650431.07262278
170,0000170.bin,98945647.20673485
171,0000171.bin,6692640.501147403
172,0000172.bin,13294179.267275987
173,0000173.bin,17173314.216442283
174,0000174.bin,92701879.24318929
175,0000175.bin,54619464.40589688
176,0000176.bin,7748153.435245096
177,0000177.bin,6113503.393093391
178,0000178.bin,14310664.735969199
179,0000179.bin,9929542.335976897
180,0000180.bin,14275033.648640124
181,0000181.bin,84045801.09222032
182,0000182.bin,16678341.674580572
183,0000183.bin,74769324.87825088
184,0000184.bin,11793948.720657436
185,0000185.bin,5581944.641904592
186,0000186.bin,21876563.599977534
187,0000187.bin,6601842.250333919
188,0000188.bin,26822374.792022657
189,0000189.bin,16147152.958687825
190,0000190.bin,13212651.852087049
191,0000191.bin,9365270.86420226
192,0000192.bin,17013296.98717284
193,0000193.bin,8138419.532959803
194,0000194.bin,6703901.740071013
195,0000195.bin,14823060.009733645
196,0000196.bin,16778423.439629193
197,0000197.bin,20329161.24341705
198,0000198.bin,11551362.559515743
199,0000199.bin,85499468.08866556
200,0000200.bin,37939413.98838467
201,0000201.bin,5821132.069382026
202,0000202.bin,31282288.486827683
