Unnamed: 0,runstring,t
0,0000000.bin,25867.48343141001
1,0000001.bin,35043.02167668569
2,0000002.bin,29535.031371540532
3,0000003.bin,21124.990225440324
4,0000004.bin,28173.050674270107
5,0000005.bin,22271.434541541876
6,0000006.bin,27767.300492233622
7,0000007.bin,44234.70263389076
8,0000008.bin,24531.414211657157
9,0000009.bin,20867.43429583721
10,0000010.bin,43498.61575451799
11,0000011.bin,23179.41012605125
12,0000012.bin,27491.107697784984
13,0000013.bin,26659.34234126846
14,0000014.bin,78034.11195378393
15,0000015.bin,26652.27557467276
16,0000016.bin,26690.207483605565
17,0000017.bin,23834.12526653529
18,0000018.bin,21026.505826265926
19,0000019.bin,26188.64026037443
20,0000020.bin,32874.97925433997
21,0000021.bin,24586.909114041042
22,0000022.bin,26767.526224005585
23,0000023.bin,32940.138999273855
24,0000024.bin,29478.220110673134
25,0000025.bin,22632.082125011682
26,0000026.bin,85347.69576514335
27,0000027.bin,26635.30147843799
28,0000028.bin,28025.861011205732
29,0000029.bin,435396.58455505146
30,0000030.bin,73942.52337689864
31,0000031.bin,23889.37768183011
32,0000032.bin,23734.047380775588
33,0000033.bin,365090.01639654225
34,0000034.bin,42545.883981569175
35,0000035.bin,63918.38424292256
36,0000036.bin,390507.9288075298
37,0000037.bin,69493.02385654874
38,0000038.bin,96639.31491367871
39,0000039.bin,21003.157783689934
40,0000040.bin,33185.085600245424
41,0000041.bin,29519.85860796741
42,0000042.bin,33047.38757466743
43,0000043.bin,22595.674420638734
44,0000044.bin,115227.23200822421
45,0000045.bin,29643.180613264933
46,0000046.bin,36541.48796408877
47,0000047.bin,30715.181393022558
48,0000048.bin,76296.13770440695
49,0000049.bin,158582.74573917917
50,0000050.bin,70224.88453236918
51,0000051.bin,29709.933844784126
52,0000052.bin,27364.979770456815
53,0000053.bin,28877.47566801312
54,0000054.bin,34379.819488084264
55,0000055.bin,24628.30512424625
56,0000056.bin,23930.011589755388
57,0000057.bin,30983.961010748255
