Unnamed: 0,runstring,t
0,0000000.bin,8806184.263461445
1,0000001.bin,13562119.951563872
2,0000002.bin,4155952.380265706
3,0000003.bin,5950761.630364769
4,0000004.bin,10138176.476467505
5,0000005.bin,11989243.53374004
6,0000006.bin,7142733.712434993
7,0000007.bin,2041223.6453853187
8,0000008.bin,3157804.439916973
9,0000009.bin,3004524.3168484615
10,0000010.bin,9192929.802020308
11,0000011.bin,1496401.1036703226
12,0000012.bin,9438034.425773874
13,0000013.bin,2487333.38961107
14,0000014.bin,3137411.1004309813
15,0000015.bin,6794452.934809254
16,0000016.bin,4655688.496145655
17,0000017.bin,8190713.447515194
18,0000018.bin,16335310.42386907
19,0000019.bin,7944216.878445678
20,0000020.bin,6344118.614725755
21,0000021.bin,2591781.9080110127
22,0000022.bin,32529124.53327889
23,0000023.bin,2384991.4260518076
24,0000024.bin,4627083.607674797
25,0000025.bin,2932933.3912823396
26,0000026.bin,2094836.5763252017
27,0000027.bin,18793556.51051838
28,0000028.bin,4573783.589034923
29,0000029.bin,16088386.072889578
30,0000030.bin,6513943.841423319
31,0000031.bin,6785764.309748252
32,0000032.bin,6961115.956336183
33,0000033.bin,36801247.46307995
34,0000034.bin,10368895.101854388
35,0000035.bin,1773698.3166682844
36,0000036.bin,99999999.99999994
37,0000037.bin,13041878.328587234
38,0000038.bin,6071940.651112867
39,0000039.bin,2339923.32531437
40,0000040.bin,17572049.00579483
41,0000041.bin,2427380.321308528
42,0000042.bin,46080831.9178322
43,0000043.bin,8142497.586910908
44,0000044.bin,28959867.263130985
45,0000045.bin,68897560.33637401
46,0000046.bin,5527275.310329725
47,0000047.bin,3358582.9735017056
48,0000048.bin,3663568.8893720927
49,0000049.bin,4461092.795068678
50,0000050.bin,8179642.5944059985
51,0000051.bin,4152428.488244147
52,0000052.bin,80836108.2094669
53,0000053.bin,4668437.0136730345
54,0000054.bin,12011352.6081211
55,0000055.bin,2600937.1475612344
56,0000056.bin,5995098.736376778
57,0000057.bin,4845589.369568956
58,0000058.bin,12399926.499518942
59,0000059.bin,16593050.392949846
60,0000060.bin,2633019.8208609903
61,0000061.bin,7642847.068982174
62,0000062.bin,11426102.268362727
63,0000063.bin,4162409.292494227
64,0000064.bin,16890342.353734948
65,0000065.bin,18992667.092398174
66,0000066.bin,2125999.218873718
67,0000067.bin,11111027.295066401
68,0000068.bin,8018456.282911082
69,0000069.bin,13838159.453183949
70,0000070.bin,2843004.862700031
71,0000071.bin,2025648.83662212
72,0000072.bin,11427954.211733788
73,0000073.bin,5952092.19179988
74,0000074.bin,3777863.874161002
75,0000075.bin,14985601.755909644
76,0000076.bin,16407817.742879722
77,0000077.bin,4618768.551333302
78,0000078.bin,7991991.066092462
79,0000079.bin,32818052.852111958
80,0000080.bin,7403935.773964294
81,0000081.bin,8722201.241784394
82,0000082.bin,1014932.0965645696
83,0000083.bin,6436744.29283521
84,0000084.bin,4694188.279146233
85,0000085.bin,7820297.095130944
86,0000086.bin,16684213.250224054
87,0000087.bin,7473144.783251368
88,0000088.bin,4992545.636552458
89,0000089.bin,6272882.482448318
90,0000090.bin,1760689.8875957963
91,0000091.bin,11057302.335079886
92,0000092.bin,4544233.485793994
93,0000093.bin,12150029.256522756
94,0000094.bin,4641838.5675058225
95,0000095.bin,20261898.896572806
96,0000096.bin,6853776.298717954
97,0000097.bin,806429.0334441758
98,0000098.bin,16067531.834682051
99,0000099.bin,9058623.949206095
100,0000100.bin,1266702.586930697
101,0000101.bin,3887002.127985229
102,0000102.bin,2526605.4594284752
103,0000103.bin,13945639.68404622
104,0000104.bin,21762694.403465025
105,0000105.bin,6606194.4612495685
106,0000106.bin,10292582.363282911
107,0000107.bin,12278701.233014118
108,0000108.bin,6820266.7273168275
109,0000109.bin,7445028.852725227
110,0000110.bin,6721538.0988831455
111,0000111.bin,4864165.198854064
112,0000112.bin,27996182.42250886
113,0000113.bin,10535636.412078097
114,0000114.bin,5707745.54812342
115,0000115.bin,2493206.0811001183
116,0000116.bin,19608365.6414553
117,0000117.bin,22868004.278076656
118,0000118.bin,67259834.85346553
119,0000119.bin,6536587.495967531
120,0000120.bin,21020076.068809666
121,0000121.bin,6063447.505306703
122,0000122.bin,9320993.101214707
123,0000123.bin,12417552.333573733
124,0000124.bin,8492975.124583706
125,0000125.bin,2149666.411525798
126,0000126.bin,20304110.494568802
127,0000127.bin,3733988.428972886
128,0000128.bin,1628218.6230034914
129,0000129.bin,9929345.673290737
130,0000130.bin,20070130.061610706
131,0000131.bin,7388459.761379511
132,0000132.bin,14292959.970213711
133,0000133.bin,24231101.586879946
134,0000134.bin,10100275.42879222
135,0000135.bin,4672221.267572914
