Unnamed: 0,runstring,t
0,0000000.bin,99998736.37828374
1,0000001.bin,99998736.37828374
2,0000002.bin,99998736.37828374
3,0000003.bin,99998736.37828374
4,0000004.bin,99998736.37828374
5,0000005.bin,99998736.37828374
6,0000006.bin,99998736.37828374
7,0000007.bin,99998736.37828374
8,0000008.bin,99998736.37828374
9,0000009.bin,99998736.37828374
10,0000010.bin,99998736.37828374
11,0000011.bin,99998736.37828374
12,0000012.bin,72991792.62992956
13,0000013.bin,99998736.37828374
14,0000014.bin,99998736.37828374
15,0000015.bin,99998736.37828374
16,0000016.bin,99998736.37828374
17,0000017.bin,99998736.37828374
18,0000018.bin,99998736.37828374
19,0000019.bin,99998736.37828374
20,0000020.bin,99998736.37828374
21,0000021.bin,99998736.37828374
22,0000022.bin,99998736.37828374
23,0000023.bin,99998736.37828374
24,0000024.bin,99998736.37828374
25,0000025.bin,58804612.256399766
26,0000026.bin,99998736.37828374
27,0000027.bin,99998736.37828374
28,0000028.bin,99998736.37828374
29,0000029.bin,76901194.68444563
30,0000030.bin,99998736.37828374
31,0000031.bin,91478576.25514068
32,0000032.bin,99998736.37828374
33,0000033.bin,99998736.37828374
34,0000034.bin,99998736.37828374
35,0000035.bin,99998736.37828374
36,0000036.bin,99998736.37828374
37,0000037.bin,48749666.53758861
38,0000038.bin,99998736.37828374
39,0000039.bin,99998736.37828374
40,0000040.bin,99998736.37828374
41,0000041.bin,60859203.93520258
42,0000042.bin,99998736.37828374
43,0000043.bin,99998736.37828374
44,0000044.bin,99998736.37828374
45,0000045.bin,55882550.95498286
46,0000046.bin,99998736.37828374
47,0000047.bin,99998736.37828374
48,0000048.bin,99998736.37828374
49,0000049.bin,99998736.37828374
50,0000050.bin,81849701.56954713
51,0000051.bin,99998736.37828374
52,0000052.bin,99998736.37828374
53,0000053.bin,99998736.37828374
54,0000054.bin,99998736.37828374
55,0000055.bin,99998736.37828374
56,0000056.bin,99998736.37828374
57,0000057.bin,99998736.37828374
58,0000058.bin,99998736.37828374
59,0000059.bin,99998736.37828374
60,0000060.bin,99998736.37828374
61,0000061.bin,72045578.31703909
62,0000062.bin,99998736.37828374
63,0000063.bin,99998736.37828374
64,0000064.bin,99998736.37828374
65,0000065.bin,99998736.37828374
66,0000066.bin,63298231.47545032
67,0000067.bin,99998736.37828374
68,0000068.bin,99998736.37828374
69,0000069.bin,99998736.37828374
70,0000070.bin,99998736.37828374
71,0000071.bin,99998736.37828374
72,0000072.bin,99998736.37828374
73,0000073.bin,99998736.37828374
74,0000074.bin,99998736.37828374
75,0000075.bin,99998736.37828374
76,0000076.bin,99998736.37828374
77,0000077.bin,99998736.37828374
78,0000078.bin,99998736.37828374
79,0000079.bin,99998736.37828374
80,0000080.bin,99998736.37828374
81,0000081.bin,99998736.37828374
82,0000082.bin,99998736.37828374
83,0000083.bin,99998736.37828374
84,0000084.bin,99998736.37828374
85,0000085.bin,99998736.37828374
86,0000086.bin,99998736.37828374
87,0000087.bin,99998736.37828374
88,0000088.bin,99998736.37828374
89,0000089.bin,58246011.697160974
90,0000090.bin,99998736.37828374
91,0000091.bin,99998736.37828374
92,0000092.bin,99998736.37828374
93,0000093.bin,99998736.37828374
94,0000094.bin,99998736.37828374
95,0000095.bin,66950595.8507251
96,0000096.bin,99998736.37828374
97,0000097.bin,99998736.37828374
98,0000098.bin,99998736.37828374
99,0000099.bin,99998736.37828374
100,0000100.bin,99998736.37828374
101,0000101.bin,99998736.37828374
102,0000102.bin,99998736.37828374
103,0000103.bin,99998736.37828374
104,0000104.bin,99998736.37828374
105,0000105.bin,99998736.37828374
