Unnamed: 0,runstring,t
0,0000000.bin,99999994.61659762
1,0000001.bin,99999994.61659762
2,0000002.bin,99999994.61659762
3,0000003.bin,99999994.61659762
4,0000004.bin,99999994.61659762
5,0000005.bin,99999994.61659762
6,0000006.bin,99999994.61659762
7,0000007.bin,99999994.61659762
8,0000008.bin,99999994.61659762
9,0000009.bin,99999994.61659762
10,0000010.bin,99999994.61659762
11,0000011.bin,99999994.61659762
12,0000012.bin,99999994.61659762
13,0000013.bin,99999994.61659762
14,0000014.bin,99999994.61659762
15,0000015.bin,99999994.61659762
16,0000016.bin,99999994.61659762
17,0000017.bin,99999994.61659762
18,0000018.bin,99999994.61659762
19,0000019.bin,99999994.61659762
20,0000020.bin,99999994.61659762
21,0000021.bin,99999994.61659762
22,0000022.bin,99999994.61659762
23,0000023.bin,99999994.61659762
24,0000024.bin,99999994.61659762
25,0000025.bin,99999994.61659762
26,0000026.bin,99999994.61659762
27,0000027.bin,99999994.61659762
28,0000028.bin,99999994.61659762
29,0000029.bin,99999994.61659762
30,0000030.bin,99999994.61659762
31,0000031.bin,99999994.61659762
32,0000032.bin,99999994.61659762
33,0000033.bin,99999994.61659762
34,0000034.bin,99999994.61659762
35,0000035.bin,99999994.61659762
36,0000036.bin,99999994.61659762
37,0000037.bin,99999994.61659762
38,0000038.bin,99999994.61659762
39,0000039.bin,99999994.61659762
40,0000040.bin,99999994.61659762
41,0000041.bin,99999994.61659762
42,0000042.bin,99999994.61659762
43,0000043.bin,99999994.61659762
44,0000044.bin,99999994.61659762
45,0000045.bin,99999994.61659762
46,0000046.bin,99999994.61659762
47,0000047.bin,99999994.61659762
48,0000048.bin,99999994.61659762
49,0000049.bin,99999994.61659762
50,0000050.bin,99999994.61659762
51,0000051.bin,99999994.61659762
52,0000052.bin,99999994.61659762
53,0000053.bin,99999994.61659762
54,0000054.bin,99999994.61659762
55,0000055.bin,99999994.61659762
56,0000056.bin,99999994.61659762
57,0000057.bin,99999994.61659762
58,0000058.bin,99999994.61659762
59,0000059.bin,99999994.61659762
60,0000060.bin,99999994.61659762
61,0000061.bin,99999994.61659762
62,0000062.bin,99999994.61659762
63,0000063.bin,99999994.61659762
64,0000064.bin,99999994.61659762
