Unnamed: 0,runstring,t
0,0000000.bin,109804.642678434
1,0000001.bin,24591.103109361564
2,0000002.bin,5014.07924178579
3,0000003.bin,17766.961491679296
4,0000004.bin,40698.17103177353
5,0000005.bin,27423.802923077234
6,0000006.bin,231549.93971043403
7,0000007.bin,40880.971674040746
8,0000008.bin,13201.483409074486
9,0000009.bin,55007.71662745005
10,0000010.bin,54502.027073571546
11,0000011.bin,2351.5707404199798
12,0000012.bin,13723.073189260083
13,0000013.bin,225660.51663031717
14,0000014.bin,76394.73359340764
15,0000015.bin,78025.18230092918
16,0000016.bin,12336.116184606371
17,0000017.bin,72213.59758411997
18,0000018.bin,41439.24629044751
19,0000019.bin,29881.9640701683
20,0000020.bin,84074.26582451953
21,0000021.bin,15261.619280590568
22,0000022.bin,15351.304871405506
23,0000023.bin,9429.457801408318
24,0000024.bin,10240.611835600119
25,0000025.bin,115893.59801162253
26,0000026.bin,43622.253846709704
27,0000027.bin,31129.352420749634
28,0000028.bin,513013.53071290924
29,0000029.bin,13540.792162273525
30,0000030.bin,23013.343387748148
31,0000031.bin,26489.396153420177
32,0000032.bin,45205.45220819136
33,0000033.bin,6135.166447480582
34,0000034.bin,79762.35997923437
35,0000035.bin,238826.87405175445
36,0000036.bin,252608.10951000112
37,0000037.bin,159838.46364867126
38,0000038.bin,6650179.857023341
39,0000039.bin,167755.46004554813
40,0000040.bin,17948.79218545589
41,0000041.bin,10529.448628267151
42,0000042.bin,22741.065000801293
43,0000043.bin,26170.90665092789
44,0000044.bin,193161.94339838272
45,0000045.bin,125749.10567271648
46,0000046.bin,5613.819154408042
47,0000047.bin,124023.39417075968
48,0000048.bin,37136.55495546045
49,0000049.bin,11294.634034026576
50,0000050.bin,2008.6593215407206
51,0000051.bin,137494.35004727668
52,0000052.bin,290000.3498125828
53,0000053.bin,32269.66539040823
54,0000054.bin,21224.75844183975
55,0000055.bin,709310.4161766503
56,0000056.bin,10132.358660128246
57,0000057.bin,3492.1261971916333
58,0000058.bin,10417.904556260934
59,0000059.bin,8825.768812944852
60,0000060.bin,118782.65875922269
61,0000061.bin,30221.134259302733
62,0000062.bin,211315.11758291684
63,0000063.bin,61631.737096219294
64,0000064.bin,11763.915879824164
65,0000065.bin,23731.209165445307
66,0000066.bin,229866.38632514185
67,0000067.bin,1258686.1015084733
68,0000068.bin,5203.738805212512
69,0000069.bin,1054999.3160434153
70,0000070.bin,6784.304449134159
71,0000071.bin,7252.408500382613
72,0000072.bin,127562.32038148909
73,0000073.bin,110588.32638698266
74,0000074.bin,2692194.1937586935
75,0000075.bin,111547.46684237299
76,0000076.bin,18537.585536974428
77,0000077.bin,10409.10573815858
78,0000078.bin,83345.07243438784
79,0000079.bin,60513.49045361401
80,0000080.bin,49879.183467249706
81,0000081.bin,54323.03694308174
82,0000082.bin,36043.11128042449
83,0000083.bin,24538.136995666686
84,0000084.bin,13894.85798835289
85,0000085.bin,1741645.3653604921
86,0000086.bin,52534.659842894616
87,0000087.bin,132371.87906490403
88,0000088.bin,15727.610229853812
89,0000089.bin,149549.80472153422
90,0000090.bin,88554.42308528544
91,0000091.bin,10019.290383411384
92,0000092.bin,107769.27513303838
93,0000093.bin,31479.538453020086
94,0000094.bin,30651.479602946598
95,0000095.bin,18385.026501845427
96,0000096.bin,57276.218211590865
97,0000097.bin,34105.91637482142
98,0000098.bin,56804.26900745052
99,0000099.bin,706930.3012464462
100,0000100.bin,9449.826718905106
101,0000101.bin,2211516.664366656
102,0000102.bin,15358.37163870031
103,0000103.bin,25318.287320403342
104,0000104.bin,115951.17138047758
105,0000105.bin,65885.51531639087
106,0000106.bin,455815.8436780922
107,0000107.bin,44875.63509334842
108,0000108.bin,85701.97789176457
109,0000109.bin,79654.52249593366
110,0000110.bin,24916.728661180958
111,0000111.bin,1496123.6637709786
112,0000112.bin,20030.197640888688
113,0000113.bin,99999999.99999997
114,0000114.bin,6572.647840451553
115,0000115.bin,39675.63751681356
116,0000116.bin,11034.687848829477
117,0000117.bin,38333.60990982581
118,0000118.bin,4299.712206719882
119,0000119.bin,99999999.99999997
120,0000120.bin,30544.923837266124
121,0000121.bin,5940.830346873476
122,0000122.bin,190099.01939068417
123,0000123.bin,2772465.915516139
124,0000124.bin,19744.062847481433
125,0000125.bin,4799206.12264865
126,0000126.bin,10886.80535088086
127,0000127.bin,12537.48441149213
128,0000128.bin,4962.741255850009
129,0000129.bin,6450.607540551582
130,0000130.bin,148267.3596623387
131,0000131.bin,149373.03161607854
132,0000132.bin,3448.721003954431
133,0000133.bin,27038.768028558876
134,0000134.bin,155524.02900920654
135,0000135.bin,96049.87295653226
136,0000136.bin,35280.76643782933
137,0000137.bin,11672.498238201677
138,0000138.bin,53750.31702293697
139,0000139.bin,2059.0273590247903
140,0000140.bin,151953.02521751457
141,0000141.bin,38493.51284041241
142,0000142.bin,98439.92986637246
143,0000143.bin,8907.556252077362
144,0000144.bin,5957.007701415992
145,0000145.bin,9949.038402657157
146,0000146.bin,105538.98258972014
147,0000147.bin,5466.490912717842
148,0000148.bin,424719.91983142245
149,0000149.bin,106404.86942961239
150,0000150.bin,22059.84941819189
151,0000151.bin,16190.448846647314
152,0000152.bin,1390489.4526659858
153,0000153.bin,1545956.774861065
154,0000154.bin,14039.692076880217
155,0000155.bin,10091.724748183124
156,0000156.bin,10816.41480606203
157,0000157.bin,80154.39235909758
158,0000158.bin,32745.321183177603
159,0000159.bin,314601.4641807536
160,0000160.bin,10156.607371433945
161,0000161.bin,12902.288952578305
162,0000162.bin,11431.292842742268
163,0000163.bin,107763.94041655
164,0000164.bin,1029945.5821991438
165,0000165.bin,28172.81097429414
166,0000166.bin,7751.169850924702
167,0000167.bin,31170.47130692087
168,0000168.bin,29713.88585980365
169,0000169.bin,146649.27779758567
170,0000170.bin,14171.466502318619
171,0000171.bin,75864.34499500829
172,0000172.bin,68791.3769568278
173,0000173.bin,29350.67480546042
174,0000174.bin,27087.022964057218
175,0000175.bin,8947.047010489501
176,0000176.bin,238747.19971459042
177,0000177.bin,11369.458628912735
178,0000178.bin,5220.33185194884
179,0000179.bin,135771.47910864485
180,0000180.bin,7274.197699541592
181,0000181.bin,7770.88058911462
182,0000182.bin,15165.31725569079
183,0000183.bin,188562.34391390308
184,0000184.bin,5337.938101781483
185,0000185.bin,39005.74954634483
186,0000186.bin,68219.03808786077
187,0000187.bin,1191578.4855506544
188,0000188.bin,117139.2889526741
189,0000189.bin,39994.230942421214
190,0000190.bin,10282.59674717513
191,0000191.bin,699475.0349789973
192,0000192.bin,55412.80867040492
193,0000193.bin,11071.441966965687
194,0000194.bin,54861.53153926213
195,0000195.bin,60008.8054892041
196,0000196.bin,20413.050151389532
197,0000197.bin,115300.37060991206
198,0000198.bin,56023.66834933995
199,0000199.bin,336758.4470128612
200,0000200.bin,18778.375240240024
201,0000201.bin,237558.9089373131
202,0000202.bin,274083.183939033
203,0000203.bin,82980.12932916041
204,0000204.bin,5709.463000000951
205,0000205.bin,11061.881046508011
206,0000206.bin,157815.4975870603
207,0000207.bin,147497.63628330184
208,0000208.bin,311107.9869832239
209,0000209.bin,31976.152060560813
210,0000210.bin,84479.3578674744
211,0000211.bin,34801.71582537654
212,0000212.bin,241302.0785793117
213,0000213.bin,7714.762142950001
214,0000214.bin,700447.0618891319
215,0000215.bin,5577.8964206594555
216,0000216.bin,42053.63935303068
217,0000217.bin,21055.467795909815
218,0000218.bin,39385.79613461727
219,0000219.bin,27190.530320316404
220,0000220.bin,13127.905890769764
221,0000221.bin,5301.668957871387
222,0000222.bin,6397.364298727496
223,0000223.bin,16536.270110882742
224,0000224.bin,5400.291930853282
225,0000225.bin,69711.82339716933
226,0000226.bin,599477.6453553451
227,0000227.bin,210641.10733152527
228,0000228.bin,30217.25446549382
229,0000229.bin,11601.276308995222
230,0000230.bin,6375.5404585523665
231,0000231.bin,7877185.680569761
232,0000232.bin,8697.216002008494
233,0000233.bin,42472.761007529654
234,0000234.bin,34326.71821181427
235,0000235.bin,895453.4655443764
236,0000236.bin,28769.98745172122
237,0000237.bin,26527.397348137823
238,0000238.bin,45684.67602572494
239,0000239.bin,10330.78240064117
240,0000240.bin,28928.40081857974
241,0000241.bin,19798.934217064616
242,0000242.bin,14340.895712313157
243,0000243.bin,94878.41771310786
244,0000244.bin,858443.4543384617
245,0000245.bin,675772.0583164188
246,0000246.bin,29006.204540854884
247,0000247.bin,1615.6916343186253
248,0000248.bin,39589.55459166024
249,0000249.bin,3742.5461029472076
250,0000250.bin,76514.27974016985
251,0000251.bin,115992.2556256413
252,0000252.bin,427272.4084660288
253,0000253.bin,13737.726339091956
