,runstring,t
0,0000000.bin,69423313.65038241
1,0000001.bin,21262701.03901984
2,0000002.bin,46751796.564422935
3,0000003.bin,99999127.23028359
4,0000004.bin,99999127.23028359
5,0000005.bin,99999127.23028359
6,0000006.bin,99999127.23028359
7,0000007.bin,99999127.23028359
8,0000008.bin,99999127.23028359
9,0000009.bin,71236407.66091152
10,0000010.bin,99999127.23028359
11,0000011.bin,25302373.377466653
12,0000012.bin,99999127.23028359
13,0000013.bin,99999127.23028359
14,0000014.bin,98823407.12223141
15,0000015.bin,32773408.886264775
16,0000016.bin,99999127.23028359
17,0000017.bin,99999127.23028359
18,0000018.bin,99999127.23028359
19,0000019.bin,99999127.23028359
20,0000020.bin,99999127.23028359
21,0000021.bin,71816474.07421191
22,0000022.bin,99999127.23028359
23,0000023.bin,35279278.4075481
24,0000024.bin,99999127.23028359
25,0000025.bin,51778492.393659845
26,0000026.bin,99999127.23028359
27,0000027.bin,99999127.23028359
28,0000028.bin,99999127.23028359
29,0000029.bin,39646667.66693765
30,0000030.bin,23797501.23800971
31,0000031.bin,65724957.406316414
32,0000032.bin,99999127.23028359
33,0000033.bin,99446025.51277788
34,0000034.bin,99999127.23028359
35,0000035.bin,99999127.23028359
36,0000036.bin,79945334.3289861
37,0000037.bin,99999127.23028359
38,0000038.bin,99999127.23028359
39,0000039.bin,18363499.29848187
40,0000040.bin,99999127.23028359
41,0000041.bin,99999127.23028359
42,0000042.bin,99999127.23028359
43,0000043.bin,99999127.23028359
44,0000044.bin,92301234.06142648
45,0000045.bin,99999127.23028359
46,0000046.bin,99999127.23028359
47,0000047.bin,99999127.23028359
48,0000048.bin,62167442.522342265
49,0000049.bin,45076946.00677964
50,0000050.bin,99999127.23028359
51,0000051.bin,40117787.169492975
52,0000052.bin,99999127.23028359
53,0000053.bin,99999127.23028359
54,0000054.bin,76228525.23312856
55,0000055.bin,99999127.23028359
56,0000056.bin,99999127.23028359
57,0000057.bin,99999127.23028359
58,0000058.bin,53713334.50409004
59,0000059.bin,83452747.18518753
60,0000060.bin,99999127.23028359
61,0000061.bin,89593140.17644583
62,0000062.bin,99999127.23028359
63,0000063.bin,99999127.23028359
64,0000064.bin,99999127.23028359
65,0000065.bin,31239166.097386096
66,0000066.bin,63495676.393041626
67,0000067.bin,99999127.23028359
68,0000068.bin,99999127.23028359
69,0000069.bin,95622585.06892763
70,0000070.bin,99999127.23028359
71,0000071.bin,99999127.23028359
72,0000072.bin,99999127.23028359
73,0000073.bin,35662203.828704074
74,0000074.bin,69059282.85179104
75,0000075.bin,99999127.23028359
76,0000076.bin,49167304.46551758
77,0000077.bin,65845253.48819646
78,0000078.bin,99999127.23028359
79,0000079.bin,25067940.194186453
80,0000080.bin,99999127.23028359
81,0000081.bin,78475730.15211032
82,0000082.bin,85794004.89451768
83,0000083.bin,99999127.23028359
84,0000084.bin,39040717.84326781
85,0000085.bin,29833195.58811069
86,0000086.bin,24693284.06583931
87,0000087.bin,31497772.991531957
88,0000088.bin,64271798.969306305
89,0000089.bin,99999127.23028359
