Unnamed: 0,runstring,t
0,0000000.bin,710379.334008654
1,0000001.bin,322191.1722569671
2,0000002.bin,288640.86313345126
3,0000003.bin,103233.1379901607
4,0000004.bin,46859.69929381364
5,0000005.bin,49897.12751361969
6,0000006.bin,42978.311997343524
7,0000007.bin,15626.562385741347
8,0000008.bin,48651.85226476201
9,0000009.bin,24270.500504884065
10,0000010.bin,3295095.9326418685
11,0000011.bin,104354.43304218791
12,0000012.bin,163824.53609597168
13,0000013.bin,27654.58137267519
14,0000014.bin,82777.44474361834
15,0000015.bin,90502.21814183294
16,0000016.bin,76618.20278864467
17,0000017.bin,947330.9505022488
18,0000018.bin,173252.78146376947
19,0000019.bin,47616.91726601738
20,0000020.bin,16021708.940841004
21,0000021.bin,52137.3273875592
22,0000022.bin,690833.4524761789
23,0000023.bin,64671.624828172586
24,0000024.bin,932001.4695193408
25,0000025.bin,17866120.267915033
26,0000026.bin,6569441.728622773
27,0000027.bin,2229636.7564416537
28,0000028.bin,38699.24583537641
29,0000029.bin,585394.3056425109
30,0000030.bin,2456785.1401272016
31,0000031.bin,117713.32523143289
32,0000032.bin,989041.8861491081
33,0000033.bin,20351.008091463093
34,0000034.bin,217030.71204395147
35,0000035.bin,125077.79742058527
36,0000036.bin,100000000.00000006
37,0000037.bin,74956.05755133831
38,0000038.bin,944289.85034495
39,0000039.bin,28768.151477865216
40,0000040.bin,1120826.4614756566
41,0000041.bin,581727.8312226083
42,0000042.bin,135118.94628727142
43,0000043.bin,639473.9892721964
44,0000044.bin,29595.517507615685
45,0000045.bin,43112.442011908366
46,0000046.bin,7977.098558261519
47,0000047.bin,15258.88264031464
48,0000048.bin,5212721.026149024
49,0000049.bin,47973.82365549609
50,0000050.bin,19341.672803871425
51,0000051.bin,177964.16750739186
52,0000052.bin,53760.36291762287
53,0000053.bin,35540206.7341687
54,0000054.bin,6990.972751491021
55,0000055.bin,27050.130281856404
56,0000056.bin,33281.84124143221
57,0000057.bin,36191.72123974349
58,0000058.bin,321590.3238317018
59,0000059.bin,1893034.539273617
60,0000060.bin,19827.89410656685
61,0000061.bin,43196.96609133456
62,0000062.bin,425108.6613147506
63,0000063.bin,3626935.8760975422
64,0000064.bin,2947295.660552875
65,0000065.bin,8702.897128657258
66,0000066.bin,53013078.07310716
67,0000067.bin,655709.8524398397
68,0000068.bin,37066.61474383689
69,0000069.bin,14352313.02147336
70,0000070.bin,68764.91122048287
71,0000071.bin,34424.19803128365
72,0000072.bin,28063.17215817623
73,0000073.bin,77173.84468782341
74,0000074.bin,100000000.00000006
75,0000075.bin,13340700.360585768
76,0000076.bin,61102.907343547064
77,0000077.bin,145250.577488163
78,0000078.bin,279111.77776761673
79,0000079.bin,53824.89913072574
80,0000080.bin,82287.93254428575
81,0000081.bin,75622669.53554389
82,0000082.bin,127781.42480869018
83,0000083.bin,27889.86315437278
84,0000084.bin,69438.15936951895
85,0000085.bin,39848.184418297926
86,0000086.bin,13601949.152846023
87,0000087.bin,7736088.629719977
88,0000088.bin,55696.3453876604
89,0000089.bin,650519.65828832
90,0000090.bin,31539.25956486441
91,0000091.bin,44772.68199332603
92,0000092.bin,3133972.0096172625
93,0000093.bin,40987892.58590297
94,0000094.bin,165140.02868458218
95,0000095.bin,876739.1416019861
96,0000096.bin,17669.862723408045
97,0000097.bin,100000000.00000006
98,0000098.bin,34261.3506143236
99,0000099.bin,14936.097651819628
100,0000100.bin,2712361.8470236557
101,0000101.bin,2130538.681569402
102,0000102.bin,99710.9780312519
103,0000103.bin,771469.1814906666
104,0000104.bin,4949935.211996661
105,0000105.bin,103206.53368975114
106,0000106.bin,380422.6164959794
107,0000107.bin,2195901.5334605137
108,0000108.bin,524601.1238218808
109,0000109.bin,32766.971818271977
110,0000110.bin,736484.1108774788
111,0000111.bin,43439556.00126112
112,0000112.bin,118861.8481221605
113,0000113.bin,40125.86680382266
114,0000114.bin,361922.85894478176
115,0000115.bin,6015.308531598124
116,0000116.bin,190079.03152436085
117,0000117.bin,10624.607499633947
118,0000118.bin,595954.1344086473
119,0000119.bin,528701.754095836
120,0000120.bin,27322.893643029372
121,0000121.bin,11380.75160017796
122,0000122.bin,64221.36090014732
123,0000123.bin,11114.951083251342
124,0000124.bin,20505.88807467421
125,0000125.bin,61160.16894325669
126,0000126.bin,17806.001916881472
127,0000127.bin,3358903.2643381814
128,0000128.bin,1943983.3335748625
