,betaouter,nearpair,betanear,betafar,numfixedpointsnear,jnear,knear,strengthnear,C_AMDnear,EMcrossnear,numfixedpointsfar,jfar,kfar,strengthfar,C_AMDfar,EMcrossfar,numfixedpointsouter,jouter,kouter,strengthouter,C_AMDouter,EMcrossouter,unstableinNorbits,tlyap,megno,EMmednear,EMmaxnear,EMslopenear,EMrollingstdnear,Zcommednear,Zsepouternear,ZfreeICnear,ZfreeOCnear,Zfreenear,Zstarmednear,Zstarstdnear,Zstarslopenear,EMmedfar,EMmaxfar,EMslopefar,EMrollingstdfar,Zcommedfar,Zsepouterfar,ZfreeICfar,ZfreeOCfar,Zfreefar,Zstarmedfar,Zstarstdfar,Zstarslopefar,EMmedouter,EMmaxouter,EMslopeouter,EMrollingstdouter,Zcommedouter,Zsepouterouter,ZfreeICouter,ZfreeOCouter,Zfreeouter,Zstarmedouter,Zstarstdouter,Zstarslopeouter,testnear,testfar,testouter,KSpval,AMDerr,EMslopemax,Zstarslopemax
228,56.502182795167826,23,9.928341572276207,14.223011330634325,3.0,5.0,2.0,0.945073288767202,7.4314732899732,0.5811005647104125,3.0,2.0,1.0,0.8667960719799951,2.7079912782891253,1.2212522425364811,,,,,2.4400224977259564,0.4048772684761619,False,3163.4659981086315,5.829215170675377,0.2508558201153893,0.3149150709137288,-0.04959004432077492,0.012810146866581959,0.20224916105153176,0.2608753007049405,1.1511189663297523,,,,0.15126412304139406,,0.2945071465955238,0.3413622271848734,0.09333037564781883,0.010464525083842796,0.27707700288904946,0.2285320841823089,,0.8504863019397575,,,0.11196367265411997,,0.7265741998910611,1.1034904170000812,0.4802940096175868,0.012204994431951449,,,,,,,,,0.9292658520761315,1.7338542801587085,2.9798819853534195,0.44925450627045294,0.014063500328402137,0.09333037564781883,
229,15.189489440322198,12,2.967302054611439,16.492600006729788,3.0,8.0,1.0,0.2863803284111957,13.22515525564938,0.09448202131783788,3.0,5.0,2.0,0.2035919523532369,0.6643313053639939,0.5370475709365067,3.0,2.0,1.0,0.04324076090471294,0.08363296268299737,0.40436073046297,False,2354.3466506053346,5.99459146473835,0.4886450036820215,0.7138101733192301,-0.16378149033018746,0.03917517610586035,0.04212940008846692,0.4738046809935554,,0.7484485065609097,,,0.15598349517371515,,0.1325264650589374,0.20473495838150307,-0.01338509870912037,0.09952470005065528,0.04121275761005947,0.14985849300497606,1.3625887024309873,,,,0.38842688890565263,,0.13895936746531934,0.15079584780418195,-0.010294353473762828,0.007892377581433681,0.03456106884248995,0.4172969431831468,0.4397660241268825,,,,0.009979894203911885,,0.8166457090372116,2.937053835394656,0.185958122816838,0.6006227170873564,0.02267400086780055,-0.01338509870912037,
231,13.413653143751235,23,3.902961878644516,11.207055230858977,3.0,23.0,2.0,0.5751596833145144,42.69694188366019,0.2729896636955098,3.0,3.0,1.0,0.019205983331811883,3.4500997491544663,0.3526887372777852,,,,,0.13537906422550042,0.06260779317791762,False,1037.5273190476055,10.284916864801524,0.040649302964300686,0.07205569792484648,-0.01581353216502597,0.1019896311173697,0.014505027360675415,0.028071089068263003,,0.6478438713270559,,,0.5068432536529315,,0.15198477593465146,0.18400041911559173,-0.010051106593530337,0.017836144961847992,0.04753892208206717,0.3591072397944597,0.5527280580165852,,,,0.024164360900643188,,0.8748491749114584,0.8925436745537848,0.011804539596470851,0.003881858554214158,,,,,,,,,1.2699899794359006,3.2325483160132444,0.647246617752576,0.21843248443050475,0.0054973168185824504,-0.010051106593530337,
232,13.984115479004831,12,4.473523481612742,11.825541757410727,3.0,11.0,2.0,0.2691108549549681,1.0125243632862118,0.14359056383540686,3.0,4.0,1.0,0.019929716165142032,17.413885152985664,0.4118577441555845,3.0,5.0,2.0,0.06734871615978617,7.216543123023988,0.2345832405441117,False,548.6958766133982,19.353915678261664,0.12001318707717168,0.21577593530176345,-0.010222174078619624,0.13535618191029464,0.05499696786391695,0.14943300401852774,,,0.464525909126573,0.11705423313278908,0.16091563884553706,-0.008575250020967293,0.2239590992765611,0.2729943976463441,-0.018602568955192446,0.02304248718117774,0.05039293307651233,0.12501609477264938,,1.5592485995214824,,,0.1880424461376294,,0.3893778746264248,0.4562597337976154,-0.08838137874901549,0.0128486876734867,0.055718738584686185,0.4214865850730909,,0.9582330973912736,,,0.07310661019133448,,2.8781787983037765,2.5986357422413078,2.4444729781847125,0.8969819972425297,0.010115381437837108,-0.010222174078619624,-0.008575250020967293
235,12.374892619644186,12,6.1452652897036755,8.795329938500721,3.0,7.0,1.0,0.3242050742285498,8.138826936160335,0.10754550796660828,3.0,5.0,2.0,0.005003403675668832,0.14647660450442893,0.5289465701950959,3.0,2.0,1.0,0.05428041336534118,0.23897154684172106,0.38048193884344894,False,10000.0,2.0887943046054342,0.595920508946195,0.6672740162222919,0.029654885900625993,0.02303452546149937,0.02562791010691512,0.5771719204405403,,0.9030150919153868,,,0.04920107884145908,,0.0517140805301041,0.08389096763769424,-0.03318133809971735,0.02038145088146529,0.003445575443042191,0.19746258294607108,0.44774720409035423,,,,0.02329535845984001,,0.1560937202717087,0.2050983851063142,0.09405847471626187,0.02024757080024514,0.004117096290530586,0.4781559164336682,0.4325817931173867,,,,0.02463079514081248,,3.7294309700839623,1.8701344819666372,2.2433134531654493,0.8969819972425297,0.0037069024368100063,0.029654885900625993,
236,20.19495054137732,23,5.086951147286262,18.649757502129603,3.0,19.0,1.0,0.02107527492448665,5.447029785369824,0.8284589415319409,,,,,0.014524469754031946,0.8968945799624712,,,,,0.017637045553557138,0.03742804220322984,False,382.9656591475736,24.507036175006935,0.016438451810068408,0.01808130456908489,0.0008687256490916157,0.012904242675286635,0.0020764597954608427,0.017619063508822842,,,0.6263450632995896,0.014482789742212916,0.11348841146779348,0.002841925411441219,0.00622391435406269,0.00849534970501538,-0.0021484086605500713,0.014965386863774629,,,,,,,,,0.20775386920877265,0.2544477462147708,0.06308292809683869,0.013192874383816323,,,,,,,,,3.056581947951156,0.3249126099390739,2.9592407792052184,0.810072550941813,0.0019788610388995647,0.0008687256490916157,0.002841925411441219
237,7.858497147707754,23,2.5486011283826344,19.75464977638614,2.0,17.0,2.0,0.09964186769462148,45.2163474796154,0.16777644305161216,3.0,5.0,1.0,0.012675383705354152,32.66954207278512,0.2701297596286389,1.0,7.0,2.0,0.011194225902090741,6.126651831248816,0.08764804015874729,False,10000.0,1.9459353451161936,0.0513500572029378,0.0919872826158083,0.0008946963831727777,0.38173229623282456,0.054696850491871785,0.08154876222634261,,,0.8346729631183141,0.050516456847449855,0.22180182353532293,0.0010203685925987073,0.18184155577693795,0.2473333351375939,-0.004117856305097725,0.12402010620268905,0.06112283736077812,0.21208308219634936,1.2917983958161383,,,,0.6159275242871237,,0.5544524835002383,0.6272471056240796,-0.007072010767333901,0.010449134116953687,0.06044098435949876,,,,,,,,2.3830038514132634,2.2134309405033834,3.2293818054342283,0.022458470313574033,0.0007155931823109519,0.0008946963831727777,0.0010203685925987073
238,27.22413859128786,23,2.6595314225357405,19.162948349339413,3.0,8.0,1.0,0.9604557191719156,14.348074267299,0.6320971788537076,3.0,2.0,1.0,0.11979385107507225,0.6933018048470391,0.7842619108913524,,,,,0.6310770185763511,0.09323264203208582,False,293.606729341604,34.71182292196256,0.05694693243031659,0.06862720577652197,-5.508006106251379e-05,0.03671988389576057,0.058422261442748064,0.07723897186249919,,,0.10175441160238936,0.05740839354522281,0.033717171645145184,-0.0012673360915149234,0.5201627214915752,0.54485669115489,-0.022639657454170025,0.007356223250333646,0.11151914213010268,0.4401094877392094,,0.9676486196577416,,,0.03452707825970765,,4.333334814625284,4.690978598329036,-0.2494503576644145,0.013937072769204858,,,,,,,,,4.295466419120493,2.3787770874938534,0.11710348339426617,0.00016280580883351974,0.013683671405761598,-5.508006106251379e-05,-0.0012673360915149234
239,13.314075979461991,23,5.195969885737903,20.50769035842114,3.0,9.0,2.0,0.2651214804722483,9.312948285804199,0.2449676715022429,3.0,7.0,2.0,0.00876616810842676,8.515329835969801,0.47174926651641397,,,,,0.15652652238223644,0.18215862162952767,False,10000.0,3.2159043818198465,0.09439544636831736,0.16870266938770268,-0.0576100298550094,0.09799334750191968,0.0352105183335973,0.14663854224863734,1.5781705995127973,,,,0.35800013870476816,,0.06937773141018783,0.1505940863651398,-0.050700924525409606,0.05690612454215765,0.026313198060196063,0.17128977549495353,0.9895317516979216,,,,0.2070605150537856,,0.15812115441791347,0.17471675304058373,-0.04834565371613125,0.010041820610876192,,,,,,,,,1.459380774768586,0.4510129190685675,0.15768039645790674,0.14355816610478422,0.0011881643311868707,-0.050700924525409606,
241,15.59757685816252,23,2.491818921246141,14.51120003237858,3.0,37.0,2.0,0.06746776427294171,11.291457807800047,0.27949595970458563,3.0,3.0,1.0,0.005703214855705857,0.2886263558316275,0.3279854862305678,1.0,3.0,1.0,0.009539683459902144,0.0640981296949691,0.03789736587927763,False,77.87125325815013,135.95852468029682,0.0602622150529793,0.0935982522383604,0.019064964296104464,0.06641860855419437,0.004764927434708198,0.035243337781915816,,0.3393760441686477,,,0.3867747788422692,,0.04192999922176637,0.07147872806505025,-0.019790547442383084,0.062404211073349126,0.001411976436129847,0.31526444173590706,0.27748142718194835,,,,0.048522609214146604,,0.1385034503588714,0.2537622726116641,0.16359854707944455,0.062707692453841,0.0016985695234986498,,,,,0.010101295008105356,0.04243845124742173,0.00016511010780685017,2.759849433162409,1.615241372041737,3.187364192433219,0.4492545062704516,0.03282989931607898,0.019064964296104464,
243,13.131003191102495,23,4.085572015452902,9.952411235198637,3.0,23.0,2.0,0.03920143358886891,4.117396168507833,0.280408883962759,3.0,3.0,1.0,0.012105697455066958,0.09612695781015276,0.36089805525512203,3.0,5.0,2.0,0.001023029201654522,0.15373185869585054,0.06286208437046742,False,232.8045218071444,38.38423459522504,0.04445342123819857,0.06543860284549237,0.0065282478363235825,0.07245936749486508,0.009782212242653405,0.04292360273902427,,0.6154817704293251,,,0.21205983753152616,,0.02750855643478432,0.03843620254523305,-0.003968013796759978,0.05156148327861984,0.004134136294191458,0.2955127305279815,0.17983473267976907,,,,0.0050660164370080725,,0.20301121608892891,0.3511872163925397,0.1073187017968975,0.04866879471115685,0.0038494780584475,2.132100672275393,0.2007458916001382,,,,0.008568419603916327,,3.707450957369268,1.2917778934680568,3.1917305417904376,0.4980825850477176,0.004737830702692597,0.0065282478363235825,
244,28.340207264401396,12,3.8141854666132686,19.153547018214862,3.0,5.0,1.0,0.7468232905682292,1.6668012880849052,0.1626671772588166,,,,,30.14874842544661,0.9355875777633678,,,,,20.11890725784917,0.6647821626192639,False,10000.0,1.972765154682396,1.1226514871386846,1.1831477883871837,-0.04883961060861661,0.006669619257910565,0.034092250784686286,1.1762854080771783,,,0.11883675650628255,1.1221717585968178,0.020856407698578477,-0.03023024962275052,0.09719259719503348,0.12754794515714052,0.01598318382536177,0.009310515682210918,,,,,,,,,0.14909162825093264,0.18334164802715536,-0.026777319830377858,0.01027682102377953,,,,,,,,,1.9128044026900428,0.096678441409087,3.1065795864772006,0.03430472222084269,0.028153673673877107,0.01598318382536177,-0.03023024962275052
245,19.007421432544337,12,4.3744897718654965,16.38270316345204,3.0,5.0,1.0,0.14593122065359804,126.27909874649113,0.1579159007296606,3.0,2.0,1.0,0.1017256252972206,5.3459556316260235,0.8927323876501867,,,,,0.16028187129451682,0.634602639498673,False,421.0897011207488,27.111814978770234,0.1646856721790279,0.34610530046866195,0.028615316336949626,0.3744578700802429,0.07868802338797981,0.27642146620145114,,,0.741211906864496,0.1826270892156895,0.15115075399690187,0.031636136452815364,0.23729142873681405,0.2815388573482536,-0.009093263124305305,0.0523990637057021,0.19889064632107986,0.2096119387229594,,0.9841407187598684,,,0.11484707533819402,,0.3463956877429345,0.3484294708596519,-0.0021240629588267076,0.0012804801037254445,,,,,,,,,2.063820510860816,3.506961645077464,0.7596282083866921,0.3599028659647988,0.0036383743748468365,0.028615316336949626,0.031636136452815364
246,21.441110991384217,12,2.560416575637381,20.36409211803181,3.0,53.0,2.0,0.07025340831934683,6.661321349036669,0.026057802036224997,,,,,0.0037455786592280977,0.912053516780602,,,,,0.0006320415088926317,0.8634949346772737,False,107.86088838494696,106.99949258964978,0.793974426707683,1.322280384092673,0.6802704904454779,0.037703399397967005,0.006608313718087189,0.2891434301517389,,0.7344847785482965,,,,,0.02014262358954571,0.03282496239195956,0.005023808991945196,0.03487880935442337,,,,,,,,,0.008235453521627033,0.012805359690937077,0.006438489459413765,0.020059200501282667,,,,,,,,,3.8989809182103214,4.971548739726367,1.7785794757350832,0.21843248443050312,0.2548409031830478,0.6802704904454779,
247,42.035960922088385,12,12.243945856293369,15.28531837407141,3.0,2.0,1.0,0.3451795863477484,0.15486698278837854,0.5738771689498051,3.0,2.0,1.0,0.2540550905726137,3.1579113373004,1.5109349536741072,,,,,1.1307186902642867,0.5953817764251381,False,10000.0,1.9965039947576932,0.15994171911352684,0.20834675864589808,0.006438581610501602,0.04149379710130143,0.0880311794098699,0.2939610015549994,1.0875207521846917,,,,0.20573866193482915,,0.03881901117888222,0.05376938930972654,-0.0028033599861156523,0.022619406819332732,0.08705633286403909,0.04838006995518517,,0.7321858866739229,,,0.3352886151804718,,0.15968200839966504,0.24255396791830516,-0.027352540770090875,0.03312202955643336,,,,,,,,,2.9852935538232006,0.30343310818116515,2.8858067878936535,0.12378167252561807,0.058629738074385776,0.006438581610501602,
248,29.92414523912637,12,5.436994906840507,19.878549751454877,3.0,10.0,1.0,0.010127705986090007,4.478722060661127,0.07021067800331605,1.0,3.0,1.0,0.053712368800153655,0.08074957126045568,0.4057650254622561,3.0,5.0,2.0,1.4358161382252497,0.13788761809915626,0.3135404592346072,False,5662.453736687967,3.44643609183522,0.04057258272972813,0.07635386441058888,-0.008693292661460884,0.14423472769984882,0.006055387708097128,0.282962674808868,0.4040527495701597,,,,0.014914874323136516,,0.03292482248531217,0.035844376407411685,0.0007810634691783222,0.041558660418054214,0.009795701800503986,,,,,0.002658723373287938,0.016964536329462033,8.505235672725887e-05,0.04287026341159328,0.054894986111331326,0.0060805152288765365,0.02747907015823393,0.015148803659438263,0.055500649410523066,,,0.8841739752539106,0.04472221999433424,0.1528579899283271,0.009715713675805012,2.524856840486669,3.0522913486349155,2.5909184914689694,0.2828891626185364,0.006538898737834342,0.0007810634691783222,8.505235672725887e-05
249,11.292767981672661,23,3.138394763174545,3.9352890555403466,3.0,7.0,1.0,0.03787374735457706,0.6511581719655948,0.1349917961991456,1.0,6.0,1.0,0.05957190570859853,0.16961910751769296,0.2522227360032728,3.0,7.0,2.0,0.7709953178095199,0.16664548652188754,0.10328791820056277,False,529.6527951284928,19.455674828588847,0.06322779302745117,0.13725187768413613,-0.013239388328734577,0.4441080766621786,0.011759019537713442,0.307681159099973,1.8086774778289483,,,,0.033312032775218776,,0.07533089623836818,0.0973680785416555,-0.003054318175751585,0.16069564472995174,0.012252949796221909,,,,,0.022377548477049883,0.07507958667185863,-0.0030787497903597767,0.20703214450920246,0.35527658706216025,-0.010348149692349934,0.21526582760487772,0.014781723850947606,0.2602977467392549,,,1.8981697218847353,0.18455115788615756,0.4407794382153212,0.01160937979242272,2.2166672163491805,2.6328124180358023,2.93650943311026,0.21843248443050312,0.1021207931755015,-0.003054318175751585,-0.0030787497903597767
250,15.387322624082827,23,8.939383705738088,8.746926593592827,3.0,8.0,1.0,0.03394019235928252,0.8880255421563165,0.12933847437329726,3.0,6.0,1.0,0.9999731889629574,0.4442207381598653,0.23720264939766994,1.0,4.0,1.0,0.006250010329780332,0.0784313179044237,0.0955109362445388,False,558.6754879630747,17.333305351455177,0.3049757185746791,0.42808910772888537,0.09723244896550556,0.02681843556962137,0.012702840434958665,0.3620121777306609,1.2536612966228566,,,,0.5184152193633831,,0.1363717108585421,0.16322641512504968,0.010626433676925263,0.03035579504994185,0.02166987240159364,0.16629830470393214,,,0.5666010890300708,0.1381070691472744,0.06541266072412877,-0.0008079346649418205,0.2707315555824687,0.3360306013449236,-0.058988834060536975,0.008293016572029646,0.01902448361089009,,,,,0.0011376379223268231,0.032911842430609316,-1.2859164129635754e-05,3.1521305878413166,3.5280378287320606,0.11896100228975205,0.7613652067734031,0.08910159415078937,0.09723244896550556,-0.0008079346649418205
251,11.52988852164306,23,2.6201338070096982,9.971138070134687,3.0,12.0,1.0,0.7171620718430552,40.341397774401976,0.395809178723982,3.0,5.0,2.0,0.019477229888877803,1.6064475483515477,0.479943446346849,,,,,0.15439683224789094,0.0602763392771071,False,10000.0,3.685872641481636,0.07565703718283948,0.09193521271132347,0.002485663325765606,0.030155462041701633,0.061140832981624975,0.0855816123364754,,,0.1065827518687554,0.07296356217967916,0.058710570837652534,0.00228596760377183,0.09257722510398682,0.1334896485553879,-0.010963821434420372,0.07538067164762416,0.038082733864999024,0.1649137470417496,1.2875125910981366,,,,0.14393036278736115,,0.4855693676802879,0.6564120022471861,-0.09384684602377956,0.01700055251847817,,,,,,,,,0.5768318497162348,0.5978012363927319,3.163284456651187,0.7613652067734018,0.004423210805550782,0.002485663325765606,0.00228596760377183
252,23.24724245953451,23,4.41001533049763,9.06866358191344,3.0,9.0,2.0,0.3354803173454555,1.6396599547050308,0.3454968245571997,1.0,3.0,1.0,0.04633855127410134,31.87729433384789,0.5917158478372722,3.0,2.0,1.0,0.4438111808685437,10.34946584032748,0.18299487504260945,False,10000.0,2.5699487875702434,0.12779080909332513,0.17703740025629164,-0.003456074852978586,0.07420216806246653,0.08855906074756031,0.14313738722067282,,,0.3569771134810777,0.12606320712569544,0.04827499412995185,-0.0005966359536285818,0.13510153169497652,0.1763434935118442,0.011392073673518532,0.020929510594287184,0.11066620016430828,,,,,0.004632437458745099,4.066753317051233,0.01075944821631285,0.4657289594532754,0.6415085499038687,0.02730758961734193,0.04431879618173285,0.11439488059630898,0.6892891843453729,1.2360119050431322,,,,0.5424722505478118,,0.49828979573666604,2.3510075754926882,2.3129555633545578,0.002677247510410091,0.010803146970397096,0.011392073673518532,0.01075944821631285
253,6.985427840010666,23,2.549693542411939,6.14623032380196,3.0,19.0,1.0,0.26157066912871124,64.12095740901214,0.07792215956435597,3.0,9.0,1.0,0.013055006331247416,16.848556892515067,0.11759826757380228,3.0,13.0,2.0,0.3570689351598645,0.8010723851243332,0.03680795283537123,True,53.094705886148994,52.49972555455735,0.3525693005635357,0.5336127296294256,0.3932603379131146,0.042398044872610265,0.012384628725601449,0.2140103299691707,,0.10741297885385236,,,0.20384382508870727,,0.1537770680846029,0.3007056032793186,0.06744303829446605,0.06545868724867039,0.009504384388544264,0.2170147581641668,,,2.9400140505096988,0.2421588097852132,0.4745134633344392,0.253495542132959,0.42365507723323537,0.5630296412756857,0.2429027555248105,0.024933488072872927,0.008644956261983198,0.4287007582519361,,0.7243979646649906,,,0.178917662903,,3.6773938185357262,2.212811420412736,3.2209252891396485,0.8567045353837404,0.008794253744931814,0.3932603379131146,0.253495542132959
254,28.499524878821678,23,12.544291835869894,15.788079182269904,,,,,1.167510449951913,0.5878425348121092,3.0,2.0,1.0,5.200586548084541,2.0958048928971733,1.3679685027896469,,,,,0.008511980336167525,0.4913119222302798,False,606.0746909863539,24.21588704408629,0.35181701007640565,0.44006313937881625,0.1596817793508976,0.009842146890111,,,,,,,,,0.11058984421331516,0.149178534234945,0.07058079199674562,0.013564896074890049,0.05979065837472752,0.11331476079974245,,0.6066358804000136,,,0.2303586616370805,,0.11936550483526095,0.12582445510888546,-0.010769371536407248,0.0009956162342687957,,,,,,,,,2.5740890369063107,2.5790569250148847,0.7560183431177621,0.6555503111669627,0.027855361749118904,0.1596817793508976,
255,15.154355109966884,12,2.514823900032828,13.72475252703189,3.0,55.0,2.0,0.12019521850363747,3.2097328379754817,0.025047063553427663,3.0,6.0,1.0,0.0012497883087289605,0.19800327439397253,0.1487661241419109,3.0,5.0,1.0,0.002421711627400429,0.11083358530839232,0.1206959806895098,False,,,1.3355262919371131,1.9247102512462515,1.1286723078468015,0.03702173574518807,0.0017228471527141961,0.19426943951208894,,0.16876449886574812,,,0.7486874494094375,,0.16301981272803126,0.21857482563005406,0.16010369506028793,0.03314720742276678,0.011556594137281138,0.2619221412727301,0.8928406644824122,,,,0.18149402940634501,,0.07375702817259336,0.13874170955852674,0.03174162658197606,0.05591395850941981,0.008429066705917369,0.41074392060271614,0.3490423290219203,,,,0.6157462414951672,,3.1164332535613064,3.1193538382779487,2.16745898102471,0.40310260702007983,0.6153119677084039,1.1286723078468015,
256,12.632341876282768,23,5.829048027780543,9.208627222117801,3.0,33.0,2.0,0.013916910515090957,8.184149282230662,0.1323485750934325,1.0,6.0,1.0,0.02696737016322813,0.4893499958463014,0.1805743921983866,3.0,9.0,2.0,0.00794670208783748,0.3513472320058991,0.042589197501286126,False,2465.7776049697477,9.599689159608946,0.05376154112130408,0.1707275652249775,0.17748243181088033,0.06074671493587051,0.01282895323226635,0.015419639336889624,,0.03833980887328041,,,1.0063965902614411,,0.07856967974260685,0.09128617597556726,0.008702118618464403,0.029339032351151064,0.002387137300698026,,,,,0.0060790026672605186,0.11520093972745232,0.0011767947359560436,0.3108300614527948,0.3977674279845227,0.015564657970720697,0.009343449767963521,0.0028144749339950588,0.6189931339287095,0.8070653467159282,,,,0.035738417929317645,,3.064156236300464,1.031206480767544,4.765200731050554,0.4492545062704516,0.0014764721976089402,0.17748243181088033,0.0011767947359560436
258,9.47808347197315,23,4.106213213281637,10.125028265023104,3.0,11.0,2.0,0.08835168327410416,0.4116094530830009,0.1607730403314242,3.0,5.0,1.0,0.3334907236235858,1.6527915299364275,0.3294215521350245,1.0,3.0,1.0,0.033586716353911535,0.2973268197771444,0.14528982492171574,False,146.57335436719464,68.27388197145403,0.29599039536898675,0.3708865706969268,0.05292521277963666,0.05743839552134675,0.020117536636578958,0.24912197003332806,,0.6701435737108363,,,0.06824606687987476,,0.17561576046521454,0.3205917453631085,0.08220660908174984,0.06624157990529826,0.04538636526914877,0.1915249704167295,,,1.913011728654589,0.1722339140939816,0.5136161489256574,0.0472619708843405,0.3346837763262324,0.3932776968137488,0.2724587589948781,0.024184129626005444,0.022552129530923858,,,,,0.009180339774906043,0.09497778314152776,-0.0011584880399219805,4.668266188457741,3.5747471042087686,2.8091684208117904,0.21843248443050475,0.28101786001453155,0.08220660908174984,0.0472619708843405
260,30.94862677433382,23,3.528670731561096,20.369447338107282,3.0,20.0,1.0,0.2784183122115468,10.22454566501976,0.19147121994052813,3.0,4.0,1.0,0.0045705726946036656,0.6174831676231762,0.2330148506623881,1.0,4.0,1.0,0.002333135138699207,0.5597762455882679,0.03486750668130585,False,10000.0,1.3057148732977772,0.058887525217927235,0.09289137216460076,-0.002714336860584229,0.03420055936588474,0.02105563312373473,0.06731296249094773,,,0.1531977979215282,0.05917000591862294,0.33304288943841803,-0.0018007943947513066,0.11149225295321503,0.12715768632314364,0.0008247997145572022,0.005072237841295182,0.02073530042987697,0.3258716543289039,0.4154075683914515,,,,0.011893291549653616,,0.6770466645690634,1.0298884445512921,0.06145948724770476,0.014395690459423618,0.017949894484671713,,,,,0.0004046369183948093,0.0768225189172036,5.2692771493248385e-06,0.17005970364538694,1.320590256169838,2.472622753282791,0.4980825850477164,0.0009335358149625391,0.0008247997145572022,-0.0018007943947513066
261,15.542049050703907,23,2.636913475136045,15.032291933301668,3.0,33.0,1.0,0.19103801977082746,13.84906435527042,0.12376261612913073,3.0,6.0,1.0,0.005536099130946816,0.4618251538272629,0.14714110297435146,3.0,5.0,1.0,0.002965303652517417,0.12388356893266665,0.020803759183366795,True,,,0.1299142599378022,0.3154386422935671,0.20144101074364373,0.09000364461580816,0.002683124708933757,0.05541464613096563,,0.16238331153424096,,,0.6264037644259149,,0.1231881416787438,0.20409366139103166,0.07860061852403492,0.058921541913682124,0.004122592270490672,0.22336772023478266,1.062025799635501,,,,0.2950404282410721,,0.3881353375517652,0.7035097520347309,0.3141658212486194,0.029742247939916675,0.002740732202373341,2.5459280899840264,0.30393998292353136,,,,0.0743289157767325,,2.3620600215026144,1.4499900264916792,2.7805113529989867,0.031205951376405708,0.12456645975897865,0.20144101074364373,
262,12.015124923551614,12,4.0267802036221365,9.387633796942476,3.0,15.0,2.0,0.09246109195889256,12.058202540429525,0.09867132078156574,3.0,7.0,2.0,0.024169928940400955,1.3540950596187198,0.39135423523335466,3.0,5.0,2.0,0.02830925923809185,0.13810344297596408,0.2663971552871536,True,,,0.4677810825351154,0.997058329507448,0.2485213795427744,0.08168647900016228,0.08601146335562515,0.6719956351776555,1.6542372856314993,,,,0.2062350489290611,,0.20874393621927329,0.3631102111993463,-0.19328599214748587,0.04719575766968386,0.025590828328996156,0.2615783038207641,1.4713467964079925,,,,,,0.33248901165755834,0.3547021494709085,0.01159642845896393,0.005811737829412939,0.04273375297735777,0.4406765416543202,0.8212667051027798,,,,0.025326622687998488,,3.970109117500773,0.5071071577892446,2.142932121041634,0.05547862104852155,0.07179322546096377,0.2485213795427744,
263,21.969768002685946,12,4.3590077328945664,15.960653683176766,3.0,8.0,1.0,0.4111963256187557,77.14363309154281,0.0936665927873928,3.0,2.0,1.0,0.04568764321292295,0.3813742056900213,0.6729851269888791,,,,,1.2878022559843074,0.5297030539490064,False,1794.008651881824,7.6227380018943185,0.23756337086489115,0.3755720372243645,0.014943256877081697,0.07461497558102259,0.0260839423755808,0.3380111602188179,,,0.1793254001639516,0.23453011048108066,0.18279382237101333,0.015442472072403962,0.15162337101840714,0.157910098663062,-0.00034954038271658755,0.004796890106335447,0.11113143713183177,0.3069364482059352,0.6711036169790551,,,,0.0067776816029749744,,0.1921010466939992,0.24347558645643336,0.004329076823556821,0.02875733567121085,,,,,,,,,0.29832318596214563,1.2237499225097117,1.8583539441160692,0.9762302453759644,0.0010593404818992763,0.014943256877081697,0.015442472072403962
264,14.02420178067496,23,4.211889847628247,12.94352859144119,3.0,24.0,1.0,0.2579226767857928,4.989107651592714,0.5308391344742962,3.0,2.0,1.0,0.008562731326718689,0.010369118048269987,0.5748422037933023,3.0,2.0,1.0,0.07124484621930785,0.01947621368201546,0.028744411041018464,False,10000.0,2.002347572002979,0.01066073370233698,0.015151898678691484,-4.423642309929413e-05,0.1793994147865569,0.0027925564160853197,0.013184992709887895,,,0.14326329687830228,0.010785829518948712,0.16439929700853753,-0.00010896374270138492,0.00572331160525343,0.00872659237305629,0.0012055280004722151,0.0859982306339046,1.392704181826121e-05,0.3023794818678669,0.042697954253391526,,,,0.0002716253687321163,,0.16269839001000042,0.2895336317042262,-0.03131226226539841,0.20997019830424649,1.6172109812280953e-05,3.4308175935100054,0.2409020898875485,,,,0.002351407661715255,,2.2616238720509494,3.1700943926312166,0.8402884809015783,0.9762302453759644,0.0025415046934488127,0.0012055280004722151,-0.00010896374270138492
266,15.373268554414818,12,3.5740900670875035,19.96425717618888,3.0,9.0,1.0,2.579959759660577,36.02399921804864,0.0817157128983103,3.0,7.0,2.0,0.004982749367892571,3.533805605925897,0.3670069707257141,3.0,5.0,2.0,0.005831878712097039,0.4454251649690553,0.26373958927064545,False,10000.0,2.0950936696937967,1.1748299337091108,1.3143010006981033,0.003000895385122704,0.0027175469247791,0.07140045394524712,1.3229933097997182,1.0967616757374354,,,,0.05701963689759111,,0.2917972229153375,0.42875713504138985,0.19360855022538329,0.00802669629525755,0.0322150968802688,0.0296961295403729,,2.286221153365926,,,0.6611352086545429,,0.26880971184219,0.2853838610704809,-0.020365972607642155,0.003385179512271655,0.06396162089345975,0.5265162527182611,0.5359166559355147,,,,0.007605237929827295,,3.1964537292444857,0.7532256953857649,1.2736017196489755,0.40310260702007983,0.002833729878288554,0.19360855022538329,
