Unnamed: 0,runstring,t
0,0000000.bin,7675226.996842583
1,0000001.bin,1970371.889824466
2,0000002.bin,7808751.5215347195
3,0000003.bin,3038427.548758534
4,0000004.bin,11500229.366653368
5,0000005.bin,2830128.450540566
6,0000006.bin,3058826.2922430644
7,0000007.bin,1319905.2989558552
8,0000008.bin,1651455.7820795376
9,0000009.bin,5745568.514948023
10,0000010.bin,1253789.3167299156
11,0000011.bin,7477816.366783124
12,0000012.bin,11302598.662217516
13,0000013.bin,966866.7861400718
14,0000014.bin,12635116.725850627
15,0000015.bin,7632012.952578199
16,0000016.bin,5767719.435676743
17,0000017.bin,3519799.1109116348
18,0000018.bin,12212815.47498234
19,0000019.bin,6750332.335148961
20,0000020.bin,4590624.977276173
21,0000021.bin,6268869.73640509
22,0000022.bin,7266331.992477682
23,0000023.bin,1210612.615481076
24,0000024.bin,1600204.2252960515
25,0000025.bin,1783906.3313441102
26,0000026.bin,6518207.180578277
27,0000027.bin,6370688.863105719
28,0000028.bin,2671309.298251764
29,0000029.bin,11367337.594764505
30,0000030.bin,2394210.716841121
31,0000031.bin,16749139.867797218
32,0000032.bin,5103893.6061638305
33,0000033.bin,3438037.132634052
34,0000034.bin,6266559.942721927
35,0000035.bin,3423190.166263801
36,0000036.bin,993271.7966949315
37,0000037.bin,7306550.66270581
38,0000038.bin,8357549.708764513
39,0000039.bin,3640360.032006343
40,0000040.bin,1758272.706762181
41,0000041.bin,6126877.769540866
42,0000042.bin,7692219.523837839
43,0000043.bin,3355019.2789524468
44,0000044.bin,2219918.323248838
45,0000045.bin,1735276.1295441624
46,0000046.bin,3049333.268143148
47,0000047.bin,4648913.025131472
48,0000048.bin,2554248.4015184017
49,0000049.bin,4870855.83401939
50,0000050.bin,17043753.78439831
51,0000051.bin,3094872.7638300518
52,0000052.bin,3635653.495689166
53,0000053.bin,4127553.5019186335
54,0000054.bin,8353196.164403175
55,0000055.bin,8149920.221391135
56,0000056.bin,4258110.95428481
57,0000057.bin,8826548.74698088
58,0000058.bin,3741680.7784058275
59,0000059.bin,2941951.5909721786
60,0000060.bin,3096868.0517264577
61,0000061.bin,62786074.73459286
62,0000062.bin,5241426.92782334
63,0000063.bin,11107161.60013726
64,0000064.bin,580043.2039714766
65,0000065.bin,1916749.8136562866
66,0000066.bin,1977444.719322351
67,0000067.bin,4775145.30412864
68,0000068.bin,2949581.3094476955
69,0000069.bin,18510429.729903035
70,0000070.bin,4968711.023868722
71,0000071.bin,3474661.52029555
72,0000072.bin,3975914.5316371517
73,0000073.bin,32260737.538144328
74,0000074.bin,615151.6658838055
75,0000075.bin,5393666.919737187
76,0000076.bin,12175706.043810964
77,0000077.bin,1368118.2497147743
78,0000078.bin,19205384.941135474
79,0000079.bin,3178249.637004328
80,0000080.bin,21238692.034907676
81,0000081.bin,3019003.9152411195
82,0000082.bin,13433909.220204208
83,0000083.bin,2055352.849898358
84,0000084.bin,8231128.359100518
85,0000085.bin,5893596.505693031
86,0000086.bin,2673762.36717824
87,0000087.bin,4639750.545608849
88,0000088.bin,2591046.825645664
89,0000089.bin,2027128.3544272122
90,0000090.bin,2534729.4359241994
91,0000091.bin,5351941.122813997
92,0000092.bin,3622435.523109232
93,0000093.bin,1679302.136217029
94,0000094.bin,3990688.405463063
95,0000095.bin,489855.87284703756
96,0000096.bin,10016848.222221296
97,0000097.bin,12770309.76973265
98,0000098.bin,24821702.30665288
99,0000099.bin,4288834.591234078
100,0000100.bin,7990180.934428045
101,0000101.bin,2951064.187431366
102,0000102.bin,6413765.936791752
103,0000103.bin,1764582.1868254368
104,0000104.bin,9882735.389149766
105,0000105.bin,1939729.243571249
106,0000106.bin,1975990.5241001558
107,0000107.bin,2914407.6875477815
108,0000108.bin,5053847.452823655
109,0000109.bin,2492444.1519471565
110,0000110.bin,1085387.3508270134
111,0000111.bin,10725850.509570554
112,0000112.bin,3042989.839883943
113,0000113.bin,2733230.2534068385
114,0000114.bin,24893349.68937058
115,0000115.bin,2642576.5151488194
116,0000116.bin,19756108.31290204
117,0000117.bin,3227639.447009147
118,0000118.bin,4483175.299790257
119,0000119.bin,1819654.1973708097
120,0000120.bin,24222260.438375063
121,0000121.bin,11079849.306547675
122,0000122.bin,4155084.103192781
123,0000123.bin,5065009.307882604
124,0000124.bin,2519253.2154933186
125,0000125.bin,16937920.121702947
126,0000126.bin,4475611.1221175315
127,0000127.bin,2580725.430923571
128,0000128.bin,8762348.309031881
129,0000129.bin,8489909.325361364
130,0000130.bin,5530972.1303045275
131,0000131.bin,3203358.1730615655
132,0000132.bin,1087646.81111353
133,0000133.bin,34827238.750666775
134,0000134.bin,8877481.537132606
135,0000135.bin,7387372.241314583
136,0000136.bin,3159050.5811954224
137,0000137.bin,8680511.055825934
138,0000138.bin,5141765.520744429
139,0000139.bin,3227411.9940962875
140,0000140.bin,1105794.2003093523
141,0000141.bin,10438721.275487412
142,0000142.bin,2810180.3173957365
143,0000143.bin,2432645.3054490695
144,0000144.bin,4860090.272186623
145,0000145.bin,2838875.8614061857
146,0000146.bin,16601313.141356766
147,0000147.bin,2225175.201391571
148,0000148.bin,2514668.199861233
149,0000149.bin,947491.4423295708
150,0000150.bin,3934661.5153040783
151,0000151.bin,11078898.479932968
152,0000152.bin,23169128.79676204
153,0000153.bin,2684351.50231512
154,0000154.bin,2876067.7035552794
155,0000155.bin,1702136.350991768
156,0000156.bin,7306670.52062212
157,0000157.bin,2046179.4930966247
158,0000158.bin,13531864.626513623
159,0000159.bin,13356690.376570035
160,0000160.bin,7142284.9380691545
161,0000161.bin,10031658.919447508
162,0000162.bin,1583889.6229892906
163,0000163.bin,4363105.415101242
164,0000164.bin,2477359.4442822123
165,0000165.bin,3299115.502965302
166,0000166.bin,1289702.7321733919
167,0000167.bin,7377142.54136257
168,0000168.bin,1561216.3503761638
169,0000169.bin,1210691.2159470033
170,0000170.bin,4474794.356235807
171,0000171.bin,2542970.5336959483
172,0000172.bin,9951013.802175637
173,0000173.bin,5166860.581446336
174,0000174.bin,989688.0796623529
175,0000175.bin,5567249.9692392135
176,0000176.bin,3404767.138501481
177,0000177.bin,2765524.1676238375
178,0000178.bin,1262799.756832109
179,0000179.bin,3591059.80366961
180,0000180.bin,9264107.564185321
181,0000181.bin,26966341.388555326
182,0000182.bin,3776258.470902768
183,0000183.bin,18569914.479909576
184,0000184.bin,1269072.413495065
185,0000185.bin,2304154.0511396127
186,0000186.bin,4351705.2991323555
187,0000187.bin,1803950.5586680856
188,0000188.bin,3968164.643476178
189,0000189.bin,1249446.4071605739
190,0000190.bin,5053973.927174074
191,0000191.bin,1654244.0374794875
192,0000192.bin,56087145.25583454
193,0000193.bin,2541040.925166399
194,0000194.bin,571159.1343563652
195,0000195.bin,3600176.106717539
196,0000196.bin,7956590.8573050955
197,0000197.bin,16418283.105665453
198,0000198.bin,5427204.723566578
199,0000199.bin,5162202.300064829
200,0000200.bin,3040928.1105183223
201,0000201.bin,662140.4374527704
202,0000202.bin,1500896.2258651752
203,0000203.bin,3992258.2323975833
204,0000204.bin,2714995.6034910204
205,0000205.bin,8121266.211959199
206,0000206.bin,5522904.099050087
207,0000207.bin,2600613.49654618
208,0000208.bin,5868742.892874558
209,0000209.bin,5139866.292386153
210,0000210.bin,4896743.862224841
211,0000211.bin,12356725.064584482
212,0000212.bin,8660176.121093381
213,0000213.bin,4646081.191333049
214,0000214.bin,4879605.254063954
215,0000215.bin,2989308.943270129
216,0000216.bin,5342053.121846517
217,0000217.bin,2137163.325598725
218,0000218.bin,1442694.1916532863
219,0000219.bin,1631551.3312562306
220,0000220.bin,2906512.584246584
221,0000221.bin,4546948.40616249
222,0000222.bin,2829014.187611074
223,0000223.bin,7810208.003063989
224,0000224.bin,6810727.665306282
225,0000225.bin,1944008.0326194663
226,0000226.bin,2861145.254410566
227,0000227.bin,2490317.990291265
228,0000228.bin,7432810.72379803
229,0000229.bin,3214043.5409416566
230,0000230.bin,2718412.2815672094
231,0000231.bin,14763977.886858568
232,0000232.bin,1448645.241121148
233,0000233.bin,7260636.1087357
234,0000234.bin,3216417.8015561076
235,0000235.bin,5851556.68795731
236,0000236.bin,2681005.6304761963
237,0000237.bin,2602982.3878031084
238,0000238.bin,5871977.428487175
239,0000239.bin,3163700.4794509904
240,0000240.bin,2138005.240858265
241,0000241.bin,21440494.154180534
242,0000242.bin,6092406.286399824
243,0000243.bin,1159044.2319627416
244,0000244.bin,8807368.431961779
245,0000245.bin,5095929.290112116
246,0000246.bin,99749148.53250024
247,0000247.bin,3023404.9870767863
248,0000248.bin,1063293.3799290482
249,0000249.bin,9029765.661701187
250,0000250.bin,17803582.813318588
251,0000251.bin,79070860.06320474
252,0000252.bin,4184336.4322578134
253,0000253.bin,3605422.350068276
254,0000254.bin,1799676.134387919
255,0000255.bin,4153738.5768386396
256,0000256.bin,3970637.665628028
257,0000257.bin,7707575.054968019
258,0000258.bin,1208511.2221518208
259,0000259.bin,4227232.298787714
260,0000260.bin,1960314.9446206142
261,0000261.bin,17588260.376129724
262,0000262.bin,2527160.1313810656
263,0000263.bin,2218991.3642943436
264,0000264.bin,4705535.1865141215
265,0000265.bin,3298482.0919827195
266,0000266.bin,10828132.682735726
267,0000267.bin,7295908.284326916
268,0000268.bin,7319004.593030789
269,0000269.bin,8231447.056450245
270,0000270.bin,4629441.48308855
271,0000271.bin,30944646.489883997
272,0000272.bin,6368829.64512124
273,0000273.bin,5785602.479277373
274,0000274.bin,7537807.851972715
275,0000275.bin,8451585.657287527
276,0000276.bin,7352536.265400299
277,0000277.bin,4104859.964310986
278,0000278.bin,3275882.0851190137
279,0000279.bin,853115.1810969991
280,0000280.bin,2293294.7507168064
281,0000281.bin,2697166.7730808603
282,0000282.bin,3167198.9796076203
283,0000283.bin,5764172.819148508
284,0000284.bin,10988266.39231012
285,0000285.bin,1425407.5277888414
286,0000286.bin,1460589.047840466
287,0000287.bin,1714467.5828371022
288,0000288.bin,1095289.4160471011
289,0000289.bin,3128220.873454322
290,0000290.bin,6771731.545824521
291,0000291.bin,9065581.6666069
292,0000292.bin,7631903.833376934
293,0000293.bin,4372990.956556567
294,0000294.bin,3434810.391250097
295,0000295.bin,15231745.956561614
296,0000296.bin,6310184.3444651
297,0000297.bin,1084976.3698099304
298,0000298.bin,2153280.8551638993
299,0000299.bin,9705275.94064457
300,0000300.bin,2521290.661506531
301,0000301.bin,2284515.331552149
302,0000302.bin,206215.7175173056
303,0000303.bin,29062871.27471625
304,0000304.bin,5179008.354469479
305,0000305.bin,7254471.116351326
306,0000306.bin,9505847.19425898
307,0000307.bin,4913820.081915417
308,0000308.bin,4143911.8904699655
309,0000309.bin,4173154.8318195874
310,0000310.bin,3875182.2668221416
311,0000311.bin,5597260.48622745
312,0000312.bin,5393529.1177744465
313,0000313.bin,11254366.139284402
314,0000314.bin,10096580.860483475
315,0000315.bin,1223989.0707104665
316,0000316.bin,2721859.547660769
317,0000317.bin,14342381.442107406
318,0000318.bin,4075675.8087659823
319,0000319.bin,8546527.780155271
320,0000320.bin,17703641.101883702
321,0000321.bin,7012279.62886138
322,0000322.bin,3125720.1731304685
323,0000323.bin,3032392.0444929944
324,0000324.bin,13710273.689197958
325,0000325.bin,2956183.0211242447
326,0000326.bin,9454765.170609143
327,0000327.bin,1915043.9514508557
328,0000328.bin,2668757.1906597586
329,0000329.bin,8047112.197598913
330,0000330.bin,2095417.3329630469
331,0000331.bin,14727646.007938493
332,0000332.bin,15932467.27432939
333,0000333.bin,2927109.578267255
334,0000334.bin,1572667.9428952348
335,0000335.bin,6121055.203602367
336,0000336.bin,2793486.534524833
337,0000337.bin,2979009.6148754032
338,0000338.bin,3038876.288483356
339,0000339.bin,1677178.6765604068
340,0000340.bin,2903832.997714688
341,0000341.bin,4654567.166448844
342,0000342.bin,4973016.036166259
343,0000343.bin,9389871.35807839
344,0000344.bin,7774791.028024745
345,0000345.bin,6100815.462382537
346,0000346.bin,1726562.181900264
347,0000347.bin,17997790.96446138
348,0000348.bin,5948876.085207921
349,0000349.bin,5317906.081836999
350,0000350.bin,13443964.502639279
351,0000351.bin,12314600.757410068
352,0000352.bin,18814567.323859967
353,0000353.bin,16350759.936076403
354,0000354.bin,2414771.6149228336
355,0000355.bin,3071452.3884189287
