Unnamed: 0,runstring,t
0,0000000.bin,927169.855056263
1,0000001.bin,722605.7726760665
2,0000002.bin,1450685.7571455194
3,0000003.bin,1038640.9240316865
4,0000004.bin,2985551.720216448
5,0000005.bin,2742461.991818844
6,0000006.bin,3183265.5473248796
7,0000007.bin,973456.8140593474
8,0000008.bin,4342840.401839482
9,0000009.bin,818297.8310969551
10,0000010.bin,1747137.3460988952
11,0000011.bin,1586552.5778053044
12,0000012.bin,1686890.6526269554
13,0000013.bin,2040118.530299319
14,0000014.bin,1966988.7793077412
15,0000015.bin,1206129.8516522208
16,0000016.bin,489397.94719392504
17,0000017.bin,1024228.916654978
18,0000018.bin,1389346.625068949
19,0000019.bin,1077368.3506116513
20,0000020.bin,581621.4369521621
21,0000021.bin,1464835.5667863563
22,0000022.bin,2413221.755773338
23,0000023.bin,691509.7239551041
24,0000024.bin,4097215.6796023645
25,0000025.bin,1472704.062296573
26,0000026.bin,3533145.896577774
27,0000027.bin,988669.2364030331
28,0000028.bin,1216328.1623194972
29,0000029.bin,1789755.927028839
30,0000030.bin,2256330.3742465326
31,0000031.bin,1732679.1969089773
32,0000032.bin,1638460.4202567004
33,0000033.bin,1921656.3184436723
34,0000034.bin,2043261.057978678
35,0000035.bin,1079500.1924485224
36,0000036.bin,1647765.0277415547
37,0000037.bin,1533640.5273785903
38,0000038.bin,2277665.28201847
39,0000039.bin,2115597.668861425
40,0000040.bin,949846.3392245662
41,0000041.bin,1930155.9729904304
42,0000042.bin,3958307.4118365967
43,0000043.bin,905755.7928840453
44,0000044.bin,1184494.74525321
45,0000045.bin,990646.9604268651
46,0000046.bin,1500937.101574502
47,0000047.bin,735503.7604670958
48,0000048.bin,2271475.558611045
49,0000049.bin,1358585.866595774
50,0000050.bin,1306866.055497306
51,0000051.bin,945707.1553080869
52,0000052.bin,1132162.9315917026
53,0000053.bin,13387053.786829127
54,0000054.bin,913988.6078008101
55,0000055.bin,736770.0968962838
56,0000056.bin,1385927.4197153389
57,0000057.bin,689337.663916179
58,0000058.bin,792431.2571550463
59,0000059.bin,2775518.617712552
60,0000060.bin,579017.6807599231
61,0000061.bin,1439805.3305293662
62,0000062.bin,1022934.0360410418
63,0000063.bin,2046934.7361249574
64,0000064.bin,1029478.8642655681
65,0000065.bin,1264382.8169579091
66,0000066.bin,809407.3567779544
67,0000067.bin,1490425.6016180175
68,0000068.bin,2667164.7523882785
69,0000069.bin,1307255.1085785022
70,0000070.bin,3176241.391476369
71,0000071.bin,1637951.1629023538
72,0000072.bin,920689.1126834163
73,0000073.bin,1215452.3338935436
74,0000074.bin,1581468.7337940675
75,0000075.bin,1341978.5204275302
76,0000076.bin,448961.8877492902
77,0000077.bin,3091542.4803500236
78,0000078.bin,1996396.5988494586
79,0000079.bin,1080022.9251522222
80,0000080.bin,1181011.2462019147
81,0000081.bin,1081614.9909129469
82,0000082.bin,3465590.5399031774
83,0000083.bin,1122516.7638378968
84,0000084.bin,1614067.959467425
85,0000085.bin,714776.3175738729
86,0000086.bin,1110821.5115983887
87,0000087.bin,1323880.9876822317
88,0000088.bin,922290.2543863789
89,0000089.bin,5381315.373138426
90,0000090.bin,1920563.3602240281
91,0000091.bin,892357.0347838919
92,0000092.bin,915331.0505089927
93,0000093.bin,1249644.2142246412
94,0000094.bin,2216288.5982718603
95,0000095.bin,703023.3534268523
96,0000096.bin,740988.296935834
97,0000097.bin,1109761.496970608
98,0000098.bin,1598788.6453509862
99,0000099.bin,1730277.501675034
100,0000100.bin,1196231.2202837984
101,0000101.bin,950852.3831729325
102,0000102.bin,2003803.7455095844
103,0000103.bin,2063956.5965100648
104,0000104.bin,1994870.2470674561
105,0000105.bin,851411.9259668062
106,0000106.bin,2210853.5983613604
107,0000107.bin,1409491.7873779116
108,0000108.bin,1623796.3303163853
109,0000109.bin,1070212.940105123
110,0000110.bin,1000912.1975078955
111,0000111.bin,1320444.669674173
112,0000112.bin,1985862.8940113923
113,0000113.bin,2310320.2455012524
114,0000114.bin,818651.2732292181
115,0000115.bin,758905.904322417
116,0000116.bin,1772538.8992446167
117,0000117.bin,2389463.8485193276
118,0000118.bin,706353.3582031247
119,0000119.bin,2667579.4051747196
120,0000120.bin,736971.7421625685
121,0000121.bin,1025937.6533067604
122,0000122.bin,1605642.4366626097
123,0000123.bin,1624807.882183896
124,0000124.bin,2265460.7029785537
125,0000125.bin,2010947.8976908177
126,0000126.bin,2062612.006059826
127,0000127.bin,1120594.5000565182
128,0000128.bin,2304403.6663896577
129,0000129.bin,1257878.6919094496
130,0000130.bin,1221867.0505186599
131,0000131.bin,902149.9071765426
132,0000132.bin,1339698.8654397852
133,0000133.bin,2166665.6755732917
134,0000134.bin,1897080.2257085843
135,0000135.bin,3380798.8601751537
136,0000136.bin,5131620.506444925
137,0000137.bin,1115318.9181052563
138,0000138.bin,4146006.8372169533
139,0000139.bin,2419572.3519911417
140,0000140.bin,3268671.7584172697
141,0000141.bin,687271.9171090401
142,0000142.bin,1731390.794162211
143,0000143.bin,1021309.4770214655
144,0000144.bin,1631651.1079902425
145,0000145.bin,938588.1871345136
146,0000146.bin,5186791.150872463
147,0000147.bin,870648.8012319645
148,0000148.bin,2635387.3147522905
149,0000149.bin,1560038.6674794303
150,0000150.bin,3685309.5088781216
151,0000151.bin,966032.7625907785
152,0000152.bin,2096229.0189808575
153,0000153.bin,2085020.5074451058
154,0000154.bin,2807675.547518587
155,0000155.bin,1029110.422579912
156,0000156.bin,648523.2209545178
157,0000157.bin,1642681.841909335
158,0000158.bin,1362626.4622236695
159,0000159.bin,550217.0833231197
160,0000160.bin,4672192.562960425
161,0000161.bin,2501650.913850589
162,0000162.bin,1655204.7715835348
163,0000163.bin,887983.3312912663
164,0000164.bin,1648873.5744116073
165,0000165.bin,660991.1753602768
166,0000166.bin,744661.9750821134
167,0000167.bin,912027.2689704075
168,0000168.bin,1095923.2484919364
169,0000169.bin,1970285.6326461448
170,0000170.bin,2317301.550431064
171,0000171.bin,789680.969528967
172,0000172.bin,1725773.0284039811
173,0000173.bin,3186164.7912938357
174,0000174.bin,5647842.337040326
175,0000175.bin,1002697.8371816934
176,0000176.bin,1182456.468759791
177,0000177.bin,2574219.8280129754
178,0000178.bin,1101563.9119517663
179,0000179.bin,745756.5614288002
180,0000180.bin,1946574.8374727345
181,0000181.bin,915564.0112400982
182,0000182.bin,1196761.4354436942
183,0000183.bin,904974.9154415801
184,0000184.bin,5472132.508645361
185,0000185.bin,1753993.7701265877
186,0000186.bin,664626.1941495431
187,0000187.bin,935792.2773102387
188,0000188.bin,1292045.9424889018
189,0000189.bin,517675.56953505275
190,0000190.bin,1082540.633098206
191,0000191.bin,1391089.2752606203
192,0000192.bin,3882037.2798824557
193,0000193.bin,1464185.3205583147
194,0000194.bin,901572.1645634011
195,0000195.bin,795502.2858085316
196,0000196.bin,3536838.800529199
197,0000197.bin,1464353.5026177224
198,0000198.bin,1554190.0887321513
199,0000199.bin,2579400.424409388
200,0000200.bin,1290579.9699714817
201,0000201.bin,1104886.9538868563
202,0000202.bin,587783.8631676664
203,0000203.bin,2548486.101963623
204,0000204.bin,3898782.9131514267
205,0000205.bin,1437440.7011663942
206,0000206.bin,2319829.200378286
207,0000207.bin,903736.0146851111
208,0000208.bin,576749.4919434786
209,0000209.bin,1323126.1602724493
210,0000210.bin,2677433.107297423
211,0000211.bin,2155643.1860642456
212,0000212.bin,660907.655907088
213,0000213.bin,1533915.2997977915
214,0000214.bin,3995406.9543596082
215,0000215.bin,1348991.9374713372
216,0000216.bin,1524347.940321051
217,0000217.bin,2392600.521911698
218,0000218.bin,2057299.8778526061
219,0000219.bin,973700.8945517442
220,0000220.bin,3286235.02324166
221,0000221.bin,990275.9899481428
222,0000222.bin,476702.8170615487
223,0000223.bin,1367175.068129879
224,0000224.bin,1377714.4540920942
225,0000225.bin,846485.0749716838
226,0000226.bin,667053.246596151
227,0000227.bin,2068417.1103509655
228,0000228.bin,1508398.1149910395
229,0000229.bin,9218836.25615065
230,0000230.bin,794881.6576362662
231,0000231.bin,1093980.6850840258
232,0000232.bin,448087.20247342705
233,0000233.bin,2255369.8832014487
234,0000234.bin,1348231.394296405
235,0000235.bin,1141265.0970672513
236,0000236.bin,2126554.4443908655
