Unnamed: 0,runstring,t
0,0000000.bin,50413.30557735393
1,0000001.bin,73521.58345937486
2,0000002.bin,169905.87518099035
3,0000003.bin,45729.71200122999
4,0000004.bin,175987.33458635994
5,0000005.bin,54862.761043799
6,0000006.bin,24873.788001635465
7,0000007.bin,48158.21506071173
8,0000008.bin,75774.1451874379
9,0000009.bin,65929.22483936501
10,0000010.bin,54565.95747467213
11,0000011.bin,20519.24870925758
12,0000012.bin,58273.057608905605
13,0000013.bin,139977.0734506351
14,0000014.bin,23774.353865670393
15,0000015.bin,143142.90890610954
16,0000016.bin,137089.8204301418
17,0000017.bin,100067.1431983266
18,0000018.bin,81642.73601994514
19,0000019.bin,127917.21143473162
20,0000020.bin,44802.962948376204
21,0000021.bin,35435.3254639156
22,0000022.bin,68291.32121793916
23,0000023.bin,75040.72721760198
24,0000024.bin,44565.01433535887
25,0000025.bin,64526.68248329487
26,0000026.bin,25580.98278031487
27,0000027.bin,117699.0349641865
28,0000028.bin,503563.2123189675
29,0000029.bin,86265.29226077478
30,0000030.bin,86089.76662062937
31,0000031.bin,38809.179760730716
32,0000032.bin,34932.82399639057
33,0000033.bin,62972.17032589892
34,0000034.bin,298535.47753523145
35,0000035.bin,96953.26915201302
36,0000036.bin,54041.008678389604
37,0000037.bin,671963.4190670871
38,0000038.bin,115167.47510986905
39,0000039.bin,39407.32486205118
40,0000040.bin,47149.92123641482
41,0000041.bin,100223.16598956696
42,0000042.bin,207565.84177569384
43,0000043.bin,275632.2393737593
44,0000044.bin,51134.287449930685
45,0000045.bin,63899.716120359844
46,0000046.bin,34510.34309897328
47,0000047.bin,44898.46801841388
48,0000048.bin,176730.79842863363
49,0000049.bin,106657.61656783604
50,0000050.bin,42317.16377505975
51,0000051.bin,36946.0861147981
52,0000052.bin,41110.51593152609
53,0000053.bin,62831.14706143633
54,0000054.bin,114306.05886880019
55,0000055.bin,262284.7043569707
56,0000056.bin,297464.0679192738
57,0000057.bin,115567.75116510493
58,0000058.bin,338580.6806560554
59,0000059.bin,41244.68028997945
60,0000060.bin,73142.47301813717
61,0000061.bin,98043.41951620801
62,0000062.bin,241135.75265064827
63,0000063.bin,284926.0223753326
64,0000064.bin,59078.63265559625
65,0000065.bin,51682.20318906231
66,0000066.bin,112800.70220447042
67,0000067.bin,49380.41668605421
68,0000068.bin,35303.239561828676
69,0000069.bin,58426.378406869604
70,0000070.bin,66314.7438543992
71,0000071.bin,69558.00180952334
72,0000072.bin,76785.07172313229
73,0000073.bin,79070.6462664822
74,0000074.bin,67730.86545873004
75,0000075.bin,692890.2530697165
76,0000076.bin,57529.80161226856
77,0000077.bin,101198.9666126686
78,0000078.bin,68249.85601342878
79,0000079.bin,146984.13875785694
