Unnamed: 0,runstring,t
0,0000000.bin,41046.44575269353
1,0000001.bin,403104.6245921544
2,0000002.bin,40147.03033741623
3,0000003.bin,125428.68274906768
4,0000004.bin,523177.62160629884
5,0000005.bin,59477.88000155434
6,0000006.bin,186829.3386158594
7,0000007.bin,114868.76150009573
8,0000008.bin,53036.58438478739
9,0000009.bin,74400.16000275205
10,0000010.bin,70768.134602174
11,0000011.bin,43602.595170861445
12,0000012.bin,65971.17155666197
13,0000013.bin,40384.00849393726
14,0000014.bin,85139.90198129824
15,0000015.bin,128292.75481619716
16,0000016.bin,86078.11516561512
17,0000017.bin,40259.54386648805
18,0000018.bin,38276.80468438103
19,0000019.bin,138229.0365747963
20,0000020.bin,256238.47747000458
21,0000021.bin,298171.2789834136
22,0000022.bin,215373.41127414862
23,0000023.bin,131126.8625352084
24,0000024.bin,106643.66918466911
25,0000025.bin,794073.2383736836
26,0000026.bin,39304.52986310722
27,0000027.bin,90298.61957871624
28,0000028.bin,95525.12934869768
29,0000029.bin,112829.76555259626
30,0000030.bin,169058.92134283052
31,0000031.bin,66091.34071691877
32,0000032.bin,118895.48491507735
33,0000033.bin,182470.23610238713
34,0000034.bin,108194.71390951729
35,0000035.bin,39961.874914728774
36,0000036.bin,47781.842312138964
37,0000037.bin,42104.58561076857
38,0000038.bin,54659.335699248375
39,0000039.bin,244217.9241535123
40,0000040.bin,461192.43588973477
41,0000041.bin,62996.595131643
42,0000042.bin,72309.0988353431
43,0000043.bin,40317.08234302385
44,0000044.bin,298494.65145649295
45,0000045.bin,21543.188501779532
46,0000046.bin,38084.513243532
47,0000047.bin,448283.10192479624
48,0000048.bin,25982.657820832956
49,0000049.bin,76140.69025847504
50,0000050.bin,81507.14912255779
51,0000051.bin,136398.89040163765
52,0000052.bin,63558.989572677776
53,0000053.bin,154257.98828875052
54,0000054.bin,293628.5452528639
55,0000055.bin,35133.18083901824
56,0000056.bin,80795.03686329025
57,0000057.bin,57244.72200735983
58,0000058.bin,138442.4935841657
59,0000059.bin,59073.93287639841
60,0000060.bin,60312.378436080224
61,0000061.bin,49546.96758118282
62,0000062.bin,31488.99649613073
63,0000063.bin,80640.19219729201
64,0000064.bin,24286.43323164337
65,0000065.bin,201269.48706224997
66,0000066.bin,26694.181185248144
67,0000067.bin,65609.13987783699
68,0000068.bin,43303.60986623741
69,0000069.bin,77038.89324385948
70,0000070.bin,152746.50343159138
71,0000071.bin,100171.09286421277
72,0000072.bin,52089.676343784275
73,0000073.bin,43103.108540416084
74,0000074.bin,151512.353338634
75,0000075.bin,45935.27636980452
76,0000076.bin,197612.58952069056
77,0000077.bin,175397.9571291877
78,0000078.bin,54730.03770443174
79,0000079.bin,163467.60862483399
80,0000080.bin,125772.1815651837
81,0000081.bin,348335.0270946596
82,0000082.bin,246885.40931246727
83,0000083.bin,87240.38546395361
84,0000084.bin,51325.672069252585
85,0000085.bin,25360.300042591316
86,0000086.bin,36722.78084580628
87,0000087.bin,150517.64090370346
88,0000088.bin,180523.76590497297
89,0000089.bin,52394.515954569986
90,0000090.bin,24467.189264531316
91,0000091.bin,100360.23198643881
92,0000092.bin,141093.5589731692
93,0000093.bin,40413.76499685373
94,0000094.bin,288586.6366602817
95,0000095.bin,124778.1273066858
96,0000096.bin,32205.715990276312
97,0000097.bin,73628.88114627534
98,0000098.bin,133681.86880590918
99,0000099.bin,161848.21747358434
100,0000100.bin,188016.03072393587
101,0000101.bin,47388.87634114429
102,0000102.bin,36973.33822135322
103,0000103.bin,117006.27606730415
104,0000104.bin,90011.06575937588
105,0000105.bin,107994.420428801
106,0000106.bin,107514.99085890934
107,0000107.bin,84952.46026145115
108,0000108.bin,90600.5147161155
109,0000109.bin,18677.384392008153
110,0000110.bin,52139.593830050435
111,0000111.bin,289366.6450133966
112,0000112.bin,74882.74189134747
113,0000113.bin,114704.59844144569
114,0000114.bin,156424.80902764451
115,0000115.bin,164518.64710605383
116,0000116.bin,29369.70302429252
117,0000117.bin,29014.426314193097
118,0000118.bin,40267.78839232521
119,0000119.bin,147024.04039917217
120,0000120.bin,35397.282792726226
121,0000121.bin,77798.7752557918
122,0000122.bin,36174.034905527136
123,0000123.bin,52064.042103786385
124,0000124.bin,115630.41019613676
125,0000125.bin,94599.21367141198
126,0000126.bin,88587.39549467883
127,0000127.bin,122830.3753972712
128,0000128.bin,28561.185238243324
129,0000129.bin,434290.85988477105
130,0000130.bin,25327.876193073662
131,0000131.bin,45035.5145458786
132,0000132.bin,21553.96181075388
133,0000133.bin,47295.93490071951
134,0000134.bin,27465.910372806156
135,0000135.bin,25278.997932743096
136,0000136.bin,31015.1787464486
137,0000137.bin,25748.520215181434
138,0000138.bin,149847.34016834194
139,0000139.bin,48369.59386625273
140,0000140.bin,38935.743215786235
141,0000141.bin,172585.77707764332
142,0000142.bin,697661.8569540385
143,0000143.bin,154092.9245676137
144,0000144.bin,60952.22985094646
145,0000145.bin,38862.8241952517
146,0000146.bin,319277.853994644
147,0000147.bin,67193.05878345303
148,0000148.bin,20404.7857595801
149,0000149.bin,31637.50188382537
150,0000150.bin,40539.476695437974
151,0000151.bin,33684.77699740777
152,0000152.bin,118811.4461768868
153,0000153.bin,64373.70807336745
154,0000154.bin,177585.0081331696
155,0000155.bin,271756.13000222924
156,0000156.bin,36898.68715757558
157,0000157.bin,100291.60843311834
158,0000158.bin,189572.99903667794
159,0000159.bin,358123.0112942753
160,0000160.bin,200780.25412759825
161,0000161.bin,59663.45111462014
162,0000162.bin,75801.97188171199
163,0000163.bin,290498.1195809586
164,0000164.bin,127722.46225773428
165,0000165.bin,65054.60891309517
166,0000166.bin,19736.840603170476
167,0000167.bin,61683.0828178052
168,0000168.bin,90657.01396672918
169,0000169.bin,70681.87884863136
170,0000170.bin,30307.67372235825
171,0000171.bin,102142.67768866244
172,0000172.bin,22024.731164327513
173,0000173.bin,33783.364898805055
174,0000174.bin,105230.7375880838
175,0000175.bin,124783.18487295778
176,0000176.bin,47804.84384640734
177,0000177.bin,220936.90737764927
178,0000178.bin,22918.846527468722
179,0000179.bin,170972.24023255782
180,0000180.bin,42227.97637140706
181,0000181.bin,47197.76268970057
182,0000182.bin,121400.88546727489
183,0000183.bin,124693.98464590062
184,0000184.bin,32253.58966552567
185,0000185.bin,429468.26260735386
186,0000186.bin,31661.161594531095
187,0000187.bin,38877.061590709985
188,0000188.bin,91037.613149128
189,0000189.bin,53963.05431552192
190,0000190.bin,32927.66625498362
191,0000191.bin,30198.866765803814
192,0000192.bin,80460.23290425826
193,0000193.bin,86125.08817838774
194,0000194.bin,49810.376717593565
195,0000195.bin,129059.7035645643
196,0000196.bin,231889.27498480782
197,0000197.bin,183378.83134723455
198,0000198.bin,137603.00686474703
199,0000199.bin,65548.89941381665
200,0000200.bin,100067.96700947524
201,0000201.bin,137419.99917560414
202,0000202.bin,157612.12467128877
203,0000203.bin,208089.06092617486
204,0000204.bin,71173.36343950006
205,0000205.bin,31872.124461585063
206,0000206.bin,80623.42601869175
207,0000207.bin,207423.8523979502
208,0000208.bin,146802.89311780018
209,0000209.bin,25273.178267445055
210,0000210.bin,101568.85176198215
211,0000211.bin,78918.64513552138
212,0000212.bin,36227.76288692812
213,0000213.bin,27103.324440219312
214,0000214.bin,109450.89559253615
215,0000215.bin,35742.92934231939
216,0000216.bin,237822.83944778482
217,0000217.bin,28160.009382192093
218,0000218.bin,33265.449328253104
219,0000219.bin,45510.26759881248
220,0000220.bin,152348.16812637576
