,ID,Mean,Sigma,betaouter,nearpair,betanear,betafar,numfixedpointsnear,jnear,knear,strengthnear,C_AMDnear,EMcrossnear,numfixedpointsfar,jfar,kfar,strengthfar,C_AMDfar,EMcrossfar,numfixedpointsouter,jouter,kouter,strengthouter,C_AMDouter,EMcrossouter,unstableinNorbits,tlyap,megno,EMmednear,EMmaxnear,EMslopenear,EMrollingstdnear,Zcommednear,Zsepouternear,ZfreeICnear,ZfreeOCnear,Zfreenear,Zstarmednear,Zstarstdnear,Zstarslopenear,EMmedfar,EMmaxfar,EMslopefar,EMrollingstdfar,Zcommedfar,Zsepouterfar,ZfreeICfar,ZfreeOCfar,Zfreefar,Zstarmedfar,Zstarstdfar,Zstarslopefar,EMmedouter,EMmaxouter,EMslopeouter,EMrollingstdouter,Zcommedouter,Zsepouterouter,ZfreeICouter,ZfreeOCouter,Zfreeouter,Zstarmedouter,Zstarstdouter,Zstarslopeouter,EPslopenear,testnear,EPslopefar,testfar,EPslopeouter,testouter,EMslopemax,EMrollingstdmax,EPslopemax,KSpval,AMDerr
58,58,5.3716741984363265,0.3091636364888008,41.8596841517348,12,6.627209598386859,13.056874973324302,3.0,3.0,1.0,0.46046916581288383,2.997459442821714,0.3126535360530138,3.0,2.0,1.0,1.5599656533923696,26.495977823101573,0.5836292123559864,3.0,3.0,2.0,0.8993470077793747,13.019706206433794,1.0787564853959348,False,3976.191949542527,5.323569591396993,0.20318294524468133,0.28799039123885606,-0.0021328051157737554,0.16698451209793877,0.20819791255758596,0.22055912033213015,,,0.14176467311948268,0.15155314322310726,0.017084334470487957,0.0007724617521233763,0.34893429985535396,0.44325824615672665,0.10244869793356279,0.029262015379034095,0.17105068477957155,0.2974067755814759,,0.827001906964552,,,0.17435416060670314,,0.194715617906636,0.2571091599434326,0.014660239081437947,0.0603281141484192,0.2167513754654826,0.1128609486377795,,0.9377623055312211,,,0.2020002011195325,,-0.0027428057671044347,1.104703659685891,-0.0005412492906890721,3.1709661524196995,0.006082313490591906,3.9466076923370035,0.10244869793356279,0.029262015379034095,-0.0005412492906890721,0.7090913097601379,0.0047901594523798
59,59,5.204664008802487,0.4415572742932717,41.27243891199128,12,11.58165178793109,16.368405760125466,3.0,2.0,1.0,2.8689970031961898,0.5260287519832634,0.5890319355563371,,,,,3.6982256565990705,0.6834942958097471,,,,,1.4331564943011685,1.675126199368615,False,10000.0,3.6642472021714445,0.31953992178752744,0.46540275037173473,0.12006455184158675,0.0344609140932724,0.13652569848965596,0.17798561338717697,,0.013930821422468851,,,0.3582386497758133,,0.29372969506220853,0.3590979627201433,-0.03014861437741508,0.009514351443239083,,,,,,,,,0.08561927335214788,0.17296314803468268,0.014504409311829449,0.03074680412607532,,,,,,,,,-0.034423164275170295,3.5892574227358,0.03947123873466174,0.1655528067206526,-0.07324502801425103,4.261588299212579,0.12006455184158675,0.0344609140932724,0.03947123873466174,0.40310260702007966,0.04215205244082094
60,60,4.28339727892259,0.08547398607404222,17.80347013738395,12,6.176494616564752,18.672225049486762,3.0,7.0,2.0,0.40945553208369845,14.043879192521848,0.24816342689729215,3.0,5.0,2.0,0.030915714455152832,4.321843475631535,0.39421947552654657,,,,,0.38370920588297064,0.7402137584201597,False,879.0587995445305,12.871328574678738,0.9050809508622453,1.0208412127461708,-0.21064684694763483,0.003834320554492604,0.10088564944546018,1.0672003674588253,,,0.09477993182668387,1.0164588001920765,0.018240631224715257,-0.055563484323660886,0.6579686448718738,0.7758581621914603,0.23449331902338696,0.004686238322168283,0.04656041281442881,0.36481383785330795,,0.8736455386099865,,,0.17706539910964011,,0.12354932094260461,0.14262065750932593,-0.02689706384988126,0.0013874890215400783,,,,,,,,,-0.0035224971712710385,0.589769595338142,0.0966573383735498,0.9452482621569293,-0.006812168399864655,0.6851421225048453,0.23449331902338696,0.004686238322168283,0.0966573383735498,2.7712425980768036e-20,0.0054682160781745455
61,61,5.195959817122676,0.7268404472729847,33.340264893307285,12,3.170078845172972,18.788136109489336,3.0,7.0,1.0,0.05054538774807724,0.9538090221105064,0.10016552004913312,1.0,2.0,1.0,0.04310474993610319,0.027540954728935724,0.612972241775369,,,,,0.03138430534948177,0.7745364451976149,False,229.52666627850417,43.85460811670869,0.13033599989095584,0.28249485559452786,-0.08291789506576357,0.2987215231942379,0.02261156975271625,0.4808083934563528,1.1615133786904361,,,,0.04847737261539857,,0.02286556208145246,0.02956898285260443,-0.0005321957807260739,0.04582243269811114,0.025712715924063715,,,,,0.002201538363450488,0.010831011269588384,-1.1891051191849449e-05,0.02273694911040856,0.04960390634141097,-0.009246459545777352,0.1832801758160539,,,,,,,,,0.0007424137112792947,3.349372363820571,-5.168876471265856e-05,1.6392982968846004,0.0002547239641815485,3.1698456119090794,-0.0005321957807260739,0.04582243269811114,0.0007424137112792947,0.0008097301144065586,0.03606361480691574
62,62,5.059258002407302,0.3145827281824873,15.777882808975118,23,2.8602149729071042,10.546558976193433,3.0,18.0,1.0,0.22274092467130766,1.957555144609426,0.039037076826834875,1.0,6.0,1.0,0.00910135750273152,0.2046381313855592,0.13941762562300128,3.0,9.0,2.0,0.012450275775436498,0.15325398101261042,0.18389715901229617,False,6383.206530790785,4.320111489614118,0.25608985715099397,0.30440877384675497,-0.002123672127221615,0.04191995642429767,0.01860727119196738,0.3375119828352304,,,0.1523333723821792,0.25858630225274787,0.030101887499021585,-0.0017191217747258795,0.1658368550147564,0.19280968313218264,-0.0015037336442034364,0.038526488767468656,0.014824384141055517,,,,,0.0014509670400739928,0.1172563039298306,-7.116853257258709e-05,0.1265151281606836,0.16054813695071907,-0.00304391388967593,0.06897822964064006,0.013182480778361172,0.1053761036700578,,0.7245903130677115,,,0.5178093300530819,,-0.003785863006713605,2.9462392779812587,0.002144314937423515,3.1214608442705787,0.005928229444033274,0.25513163819773566,-0.0015037336442034364,0.038526488767468656,0.002144314937423515,1.1698567528628858e-05,0.014382385935003086
63,63,5.088866693384881,0.35238315596905045,11.082390012597347,12,6.2460630670734405,6.502757524618229,3.0,9.0,2.0,0.36065288199602635,5.961159225363147,0.18242272760295053,1.0,4.0,1.0,0.014048683332930205,2.5018933766891776,0.23723449690233553,,,,,0.01592471891621401,0.46293418851172385,False,729.8533960497823,15.529431587362913,0.12160107989957039,0.25245395448919045,0.13699875598184716,0.08715238284666209,0.013429085028187442,0.09391547950118762,,0.2707107573091927,,,0.38748770757523643,,0.12173986033500585,0.2646634086245865,0.08737637015148747,0.06428544408958276,0.007491407464518747,,,,,0.005366177961828375,0.1824871205872658,0.0018742196468761402,0.03648462858094041,0.038425365700422695,0.0003734883789521447,0.02112203358810246,,,,,,,,,-0.010699593039383969,3.6456084723731643,0.009741535884722638,4.595294854538749,-0.002174512585118547,1.4432427499659974,0.13699875598184716,0.08715238284666209,0.009741535884722638,0.35990286596479876,0.007737077506489367
66,66,6.5753834778358495,0.3956255654747842,22.376379218493305,12,4.368885108917226,8.607647859050859,3.0,4.0,1.0,0.0447477803348921,47.86356717556729,0.1875063352642356,3.0,5.0,2.0,2.3147978233535045,0.2723364567002918,0.40622745855679293,,,,,3.431473858966918,0.669904015858717,False,3214.5038338892687,5.03773363017045,0.17088358413635182,0.3128249418725766,-0.007968789351143564,0.07323456997348729,0.059522187661064166,0.5436285942486586,0.8452211637099399,,,,0.06217694885991848,,0.311696348094757,0.3435332501653507,0.018940928912337538,0.005574513445149275,0.042620595653686394,0.36007979753142383,,,0.060902974024106674,0.330562775079854,0.009790036245117461,0.0025784277248014488,0.18069938382197331,0.2383656170893534,0.007373064715389043,0.027565841789583496,,,,,,,,,0.017049396551020207,0.8273327213092345,-0.0022742950932569243,2.049086164180356,-0.02002120319066146,3.255453782344588,0.018940928912337538,0.005574513445149275,0.017049396551020207,0.40310260702007866,0.010562213822482963
70,70,5.912944702840158,0.3226988280339695,19.774578887318132,23,3.7794746464514235,7.497132683922491,3.0,8.0,1.0,3.0135207870932925,5.778635518382888,0.09341025168649736,3.0,9.0,2.0,0.046004564979836855,3.440267537585649,0.17968700058830314,3.0,3.0,1.0,0.019174223181883998,1.9336432753211565,0.2898818602245457,False,10000.0,2.4194798918296003,1.1955629588935062,1.28093176438743,0.002330472041770459,0.0009363867968436924,0.04914808698873395,1.3222404391927693,,,0.029847851399341475,1.236120408728748,0.03353763098031715,0.07891424745353356,0.26382071725332473,0.31894913318081447,0.020945007839683102,0.012450511028446678,0.046700044097079105,0.36914582785289624,1.036170114725958,,,,0.15472601900643299,,0.32964625809915726,0.47753551349901874,-0.016071617640930038,0.009029308172538426,0.10899027824495236,0.40213455820496774,1.332456362980636,,,,0.14974502196751632,,-0.0013995521153579164,2.880883906067599,-0.02933425447907838,2.3051746159890154,0.09589884199097959,2.008436013026447,0.020945007839683102,0.012450511028446678,-0.0013995521153579164,2.1699070622172285e-05,0.0012189495014837083
71,71,5.428581474822964,0.8407233024993257,23.187076325520067,23,3.36357333958596,18.276835129713586,3.0,41.0,2.0,0.26068901922049126,1.137232729783016,0.03396097222538365,1.0,5.0,1.0,0.006791611294569932,0.08393993313467765,0.16770936735669204,3.0,4.0,1.0,0.00725381654488646,0.058207512206314364,0.20736591274881294,False,65.8378745929974,142.30754563276741,0.45173486239007354,1.2576176352147512,0.764903426995131,0.08496614804517982,0.007303175056778121,0.48535739871258604,,,6.770962137320359,0.46902492171264465,0.19085292925164507,0.21406869219869135,0.06892300604847926,0.09787216185154358,-0.021401985180290586,0.05205603905728371,0.008441627173981746,,,,,0.00043424334717483094,124.99701589614206,0.06108418100683527,0.05636492344989062,0.13664971555984518,0.12307958074771594,0.05617822387058029,0.008683065779877153,0.1626808811166876,1.071269883517324,,,,0.4854225960059589,,-0.0001428832982512638,1.7615386200424656,-0.001246023226112086,2.930855384294907,0.017106214748147833,2.03564375304631,0.764903426995131,0.08496614804517982,-0.0001428832982512638,0.21843248443050312,0.8291604705061492
73,73,4.984286158870175,0.33661346251000823,16.135410424041456,12,3.8028032906377636,8.906614163332053,3.0,19.0,2.0,0.17702054496533504,0.7483866084855472,0.07648104466602756,3.0,5.0,1.0,0.01461931062637759,3.54526219725084,0.15275287732530768,1.0,4.0,1.0,0.005055221210301756,1.6553439870618014,0.24091662162491634,False,182.23604498878078,53.850482235598726,0.22917442907800278,0.3611315961429166,0.1555996490844897,0.07956504442351968,0.014869710006648967,0.17267160683953328,,0.42613040064855334,,,0.24801246818675782,,0.11770003011232835,0.1622357519677378,0.007602794465995158,0.03956691618025973,0.015498134111547298,0.2997382526391677,0.7339338079432118,,,,0.048454472498983936,,0.06762332731136952,0.12438917343117561,0.005780116291179786,0.05879057233450512,0.016991287845954335,,,,,0.0003386632258866434,0.03814102223467399,8.184790838289422e-06,-0.00030170106215222437,2.8648253544248417,-0.0004951850697452932,2.0159455304380804,0.005754301780181594,2.604536055698264,0.1555996490844897,0.07956504442351968,-0.00030170106215222437,0.3198116437605909,0.03487439243809116
75,75,5.465188773995954,0.3597488953995085,14.50651527017657,23,4.267562400096483,11.627707045463708,3.0,14.0,1.0,1.4108915916487965,6.574223450245473,0.050734194266564336,1.0,5.0,1.0,0.01832528665505926,0.6564492720301702,0.1701561273814601,1.0,4.0,1.0,0.013422075479944324,0.1574807250167306,0.2295230556702417,False,6822.470206698823,3.5669542111011423,0.4279961339630681,0.5124008634702206,-0.024046286757239466,0.013689628857196125,0.019635727635177833,0.48397057349788886,,,0.17491674558006176,0.4244155630010222,0.05926638311876174,-0.017116552969155027,0.3005552240731296,0.3702937119211438,-0.035486959126738785,0.012438746081884075,0.035469821443674596,,,,,0.14946778283452217,0.6731397830755856,-0.04396348981984937,0.18574162977693964,0.21764476121397103,0.003321783603662883,0.006014328120576286,0.030420325829285597,,,,,0.0010402432630976083,0.16094291969101898,0.0001330353446391416,0.027067667517244758,1.0627216709775074,-0.005982699286517801,0.02299570387495838,-0.0023150337943609813,2.871150226112387,-0.024046286757239466,0.013689628857196125,0.027067667517244758,0.5491661614735049,0.017942732879727336
77,77,5.395265408486947,0.5420504366457675,8.538766524934422,23,10.920157589364852,5.601402678348971,3.0,15.0,2.0,0.019621171165014405,42.678157494219214,0.10011469142493586,1.0,4.0,1.0,0.03435356538300523,5.318523624697418,0.23600402208685337,,,,,2.696357131082986,0.3597461833580583,False,284.9817537058253,32.592196240045965,0.44215265577679164,0.6580375114980452,0.07267159074561082,0.041972274828171424,0.033419185011425157,0.05706521736296504,,0.07465874033842933,,,0.3652862931062702,,0.12870063818177657,0.1639045601312905,0.0068295596975248936,0.05749519799693872,0.03346612665066777,,,,,0.010717077389662192,0.015467740081874853,8.885546001180369e-05,0.08746251842353889,0.1051819913089432,0.00043982258376361067,0.022971574496748925,,,,,,,,,-0.0010822876507669385,3.267526957174968,1.911235804717201e-05,1.6273055962424359,-2.53065365671863e-05,3.178669431744121,0.07267159074561082,0.041972274828171424,1.911235804717201e-05,0.8110410183808878,0.002837639488200683
80,80,4.587635179302416,0.4047969847467448,11.743044413347329,23,3.3565949914474325,9.570766028418738,3.0,17.0,2.0,0.30247793757864383,0.1688838757497218,0.0872130698383732,1.0,4.0,1.0,0.048285361003279195,0.04337017059039985,0.21521260786042568,1.0,3.0,1.0,0.030361722252553517,0.010786009609296196,0.3211950298982286,False,201.21984156930284,48.46945889701221,0.18168723274212967,0.2960477150757752,0.014783459531485894,0.1887482957525116,0.00404365566481616,0.24824744321051162,,,0.9523822522369189,0.1773021296392023,0.1456511968366431,0.007229266969309802,0.06464254521614328,0.12781195067106588,0.01185811189466561,0.18963754179785727,0.005158573285962217,,,,,0.013021052960029719,1.0805782278592742,0.006323757217479383,0.025393276991498792,0.04585021048645413,-0.007140375849837851,0.15566721190161611,0.004979916128298735,,,,,0.004053373118080367,0.027024839727489685,-5.066319410753053e-05,-0.0019422778164364673,1.747001776720634,0.0018625515849536832,0.8334567412721222,-0.000656666084581152,2.6822289501793586,0.014783459531485894,0.1887482957525116,0.0018625515849536832,0.5491661614735077,0.25426627677827074
81,81,5.788467504715871,0.5086659696038672,43.15382765323794,12,11.870334082535786,13.734161116243165,3.0,4.0,1.0,0.04785473388191038,18.35341525878253,0.20145213211622987,3.0,7.0,2.0,0.8848782257196246,2.07358210022766,0.25150479986071256,,,,,3.32423069286435,0.5036231101463486,False,10000.0,1.7324349710626208,0.6838500217427722,0.7057448042970652,0.059502868520195526,0.0023963897473817213,0.14741461018048746,0.7577456838822427,,,0.12733240833390994,0.769874508781259,0.020085442161104885,0.05227596568432798,0.08929414489920967,0.09383483549648303,0.009997284490758441,0.0037626918570377666,0.1329957184366513,0.036991412283259674,2.2467128001593055,,,,0.9604523309761898,,0.23041257724199193,0.23637181519459252,0.016228731582496863,0.0027422431676133356,,,,,,,,,0.0006929348457623472,2.8057259507126933,0.00025418051247729623,3.9737608644015534,-0.0033045526675933774,2.6925766268460003,0.059502868520195526,0.0023963897473817213,0.0006929348457623472,0.24912032165509002,0.001492761652504506
84,84,5.5055448683159485,0.4369918729054346,17.060571577491064,23,4.814324909956712,18.997096537558857,3.0,23.0,2.0,0.13243714924312985,2.932288491429169,0.06258144787313316,1.0,5.0,1.0,0.027769191521571892,0.6605064180208763,0.1614526567354945,1.0,4.0,1.0,0.0021167143371138564,0.06344189780960266,0.23413804563009888,False,431.2708661852185,22.83664885212871,0.10332340678251867,0.22786622800955542,0.18246509660329202,0.0655323584084459,0.002989726318934985,0.10018654799201374,,0.4806128943162393,,,0.5791113107892495,,0.03327259236145747,0.07051155548669347,0.040028731909732766,0.0753728392027454,0.0010855592235121025,,,,,0.0026363569683821534,0.930266775356194,0.0021346181310076397,0.01274281097355663,0.014481841359315174,0.0016816171892278938,0.022628489629050154,0.002907609926560666,,,,,0.00029752968258080486,0.001084075081946073,3.8479021302907554e-07,-0.00012880994015561568,2.228838017952406,0.0003820150274684991,2.6411538296208192,0.000731072906174327,1.9126065298554784,0.18246509660329202,0.0655323584084459,0.0003820150274684991,0.8110410183808878,0.0013945065269311766
89,89,4.266151058817618,0.01859695575684722,28.73137593094582,12,6.331240648110367,8.319547073772222,3.0,9.0,2.0,0.17736534981369162,18.958741203842308,0.18213496243686614,3.0,7.0,2.0,0.5123518025610913,0.8405118954181434,0.2525320723402423,,,,,2.8609523861988144,0.4806619542869024,False,958.3657723608432,9.981961277042165,0.3510229124922374,0.6560937855485951,0.43815061767246744,0.03334245086885,0.058350326786313855,0.12343539158264535,,0.6746033173335002,,,0.40218742277685915,,0.6203861983984162,0.6579161940194502,0.033750826447976535,0.005731016422886188,0.040954450135439344,0.6716322229920462,,,0.15710331979199746,0.6528256354322955,0.011657357907491684,-0.0007631446772361218,0.37760492976728693,0.5245992194334971,0.23554800685482669,0.01078518828862527,,,,,,,,,0.027805073027793396,3.423705824133068,-0.004408781237217236,0.3205732395077401,-0.04327424606669763,3.7975774239525766,0.43815061767246744,0.03334245086885,0.027805073027793396,1.7900863030854293e-18,0.019902757171502816
92,92,5.111542453918497,0.6143265253337507,17.918744632938793,12,2.8386796024246514,6.280858881439803,3.0,39.0,2.0,0.04007441969560152,1.4265712765842005,0.03587160155958226,3.0,9.0,1.0,0.055084933683898864,0.1843813877374348,0.08040022337837152,3.0,13.0,2.0,0.005091420411431938,0.20486655308255544,0.11915590971628413,False,452.5989282490476,21.1814670301054,0.24577676047519503,0.37012530250411013,0.024827845684553793,0.20694697244224208,0.0035330409432480963,0.20052674708049925,,0.2335470761757286,,,0.4535306155241105,,0.2921071058868268,0.3168169499686245,0.00031141601341274776,0.030819416857315828,0.003101614024637451,0.37727992733221494,,,0.2513795025574172,0.34122784641705095,0.01074055662254749,-1.61094283735755e-05,0.20343330117063835,0.2938832258797642,0.008529245458728818,0.09215753704701306,0.014040702026211969,0.15461144080656355,,0.6501124135692797,,,0.4892725561843404,,0.001611850980471534,3.7252748011766985,-6.616455077670065e-05,1.4810816163438747,-0.002791741706834624,2.8775004044535724,0.024827845684553793,0.20694697244224208,0.001611850980471534,0.5491661614735064,0.02632250650113016
93,93,5.750191628960322,0.2345313111476869,27.689419842340445,12,9.754148718086142,12.681689046577095,,,,,1.6712695233776305,0.351708676282972,3.0,2.0,1.0,0.09447564654050755,0.3860025150123889,0.5388993360042252,3.0,3.0,2.0,3.6641443601156416,0.1970471538233715,1.0801435844030158,False,5702.885426611,3.6641297761874023,0.5167156578089307,0.5323851370895794,-0.04096186321032095,0.0060929891504117335,,,,,,,,,0.21856096598604485,0.2652426385524909,-0.12410254916833627,0.007223826075051683,0.09758085990726592,0.42838858847050015,0.8192900014668208,,,,0.06142487077645579,,0.08857863982244296,0.12540523262705672,0.09080463938455272,0.006847732469928986,0.20957743920672595,0.050493885510688535,,0.8390875547105002,,,0.1984410038609106,,0.04796780555221003,0.4950211697309986,0.011212221315777756,0.05916299156648528,-0.010467085551728901,3.145414179570732,-0.04096186321032095,0.0060929891504117335,0.04796780555221003,0.9307144002524205,0.03147558624342303
94,94,4.849323819300121,0.36989653520548776,32.83381708365409,23,20.06603076396342,18.816567601305483,3.0,3.0,1.0,0.020468312493344732,4.613527155094648,0.28418833441212477,3.0,2.0,1.0,101.66814828188723,1.699109766429082,0.5873305785324622,3.0,3.0,2.0,0.015170523879376422,0.30751518248708265,1.038431411807037,False,536.500128827685,16.88725513786459,0.4687894898896052,0.565698301632423,-0.4048774301561918,0.004911003476467032,0.05019931448700528,0.599582922380386,0.8730761489311303,,,,0.1565839006656457,,0.32188170365968194,0.37630285795946655,-0.19490226992403034,0.0034090068022621747,0.08392926843299955,0.4081686845592624,1.070043574150257,,,,0.20136060559967167,,0.08754185346221277,0.09205740115762692,0.009677346016368535,0.0007617353955413198,0.08368024458080271,0.1562839074054444,0.4682247699159743,,,,0.006425282409045197,,-0.023721646551219607,0.0059690441172088925,0.007277372346797888,0.0126841264818229,0.0043520406883224535,3.120458556378059,-0.19490226992403034,0.0034090068022621747,0.007277372346797888,0.0002183068861607883,0.007672319061056057
95,95,4.520901623191043,0.14243795695287692,18.24201570492601,12,9.655482830103496,10.530129134116118,3.0,7.0,2.0,0.12622753235574247,27.316257684652804,0.2489605779667564,3.0,3.0,1.0,0.5313795361240838,10.929991786611426,0.31310578243239845,1.0,2.0,1.0,0.044018068298159733,0.049667951900845865,0.6400173569582582,False,10000.0,2.0914564067462065,0.5654705360927419,1.030505377964115,-0.0012758582668994081,0.02046641857326256,0.016436986474081816,0.5488899042861868,,0.35203508982449766,,,0.34947479765007866,,0.5147085741676631,0.6948088715556874,-0.16247519046749065,0.018576079482023625,0.07840638090785901,0.4476734017237726,,0.4221805127684396,,,0.2671636337336968,,0.10144897985218376,0.10345332436376878,-0.003411573547793435,0.0049450213149877815,0.04633247572857886,,,,,0.0013847665282995375,0.013896525630265015,-5.7714556917733836e-05,0.03232477814980347,0.22077846552183622,-0.004009979740518998,1.1340213953118712,0.0011496901557316956,0.833034475639148,-0.0012758582668994081,0.02046641857326256,0.03232477814980347,9.937724991790739e-36,0.02493261305796748
99,99,4.814696411682264,0.28252110301306443,16.61747807765584,23,6.909625559489833,13.236985955304563,3.0,23.0,2.0,0.10226743514761515,19.82498544008199,0.06256018906028252,1.0,3.0,1.0,0.03597010273167663,0.5637498469914953,0.3270104653452997,1.0,5.0,2.0,0.026030742245281704,0.4506017528979875,0.41002849094227517,False,10000.0,2.156792465737537,0.17710657938797253,0.3454576160471638,0.3150382318189517,0.04814608619613391,0.018302981066442934,0.04601373419217234,,0.0642412016496573,,,0.5950976473087471,,0.10926237658779558,0.12149236124621714,-0.029786006096968295,0.013266892025570054,0.030014001209403736,,,,,0.0028764129998126316,0.03403540512786315,-0.00031830970842342714,0.09885315678171827,0.10395121767391297,0.011795611086944081,0.00535112602161617,0.02994052265003313,,,,,,,,0.025230909233927946,3.513981874492903,-0.00012840121925895978,0.22766914683935743,-0.0007979217785456451,2.2160236210279844,0.3150382318189517,0.04814608619613391,0.025230909233927946,0.00012560356974528915,0.0007232667124935779
100,100,4.889788041147778,0.056846392505790086,10.80165535087162,23,3.3097201805614223,8.581649346858061,3.0,8.0,1.0,0.765046375430244,8.167269336225791,0.09391571824773637,,,,,0.9204607544466444,0.35652462448554717,,,,,0.07358934162627868,0.4839236089148482,False,10000.0,2.5556699153557445,0.7296504370997698,0.905775483295976,-0.11532535101776803,0.01405091139267919,0.026059219856710114,0.8425696577025423,1.2252783584417006,,,,0.11162182165520605,,0.24285366001304948,0.3024008626365457,-0.04374045566525263,0.020199007555911728,,,,,,,,,0.06725319274344146,0.09234030369075955,0.015130734771694519,0.012842161729413605,,,,,,,,,-0.01698333375472536,2.523779130985362,0.012818875120720047,3.117093357658575,0.004022959669586449,0.9679263687684222,-0.04374045566525263,0.020199007555911728,0.012818875120720047,0.00028605686888163485,0.011904473815029222
101,101,5.865803056363924,0.1742512638129077,23.598318076505294,23,2.5477627791422375,14.730630446565353,3.0,14.0,1.0,0.12734612229841502,1.1693821585708475,0.04993248728429973,3.0,7.0,2.0,0.007348348905236154,0.14538640659248261,0.26581498627592476,1.0,3.0,1.0,0.018045371916547526,0.11422590032240161,0.32902027698242337,False,10000.0,2.106739662288331,0.5301593506592637,0.5987253215647784,0.0016049064312011624,0.05393000827005928,0.008398009564721065,0.6377931586913123,,,0.3213569732671259,0.5501377651135032,0.011101889657134162,0.0006983872200255837,0.25407986216529654,0.28592549936678063,0.0009782281587843978,0.013570115747044538,0.012778972140610271,0.07427494619058525,,2.6396728149881232,,,1.2763869084479165,,0.21697131452966772,0.26894295046927014,-0.0007184745563927454,0.032110633050964336,0.022522496248340643,,,,,0.0010387918288927893,33.16546535828791,-0.00301943475206106,-0.003767495827965773,0.6094747034757129,0.0022203294233573826,0.36602006604750464,0.0019112595691595884,2.801774270967841,0.0016049064312011624,0.05393000827005928,0.0022203294233573826,0.10629177180942283,0.05287268535911061
108,108,6.5905732045425465,0.3652152105687192,13.23707728806947,12,2.5105132856827237,9.898847886341985,3.0,7.0,1.0,0.37519891118179155,0.6662949213068454,0.11084157834423841,,,,,0.2453930774620445,0.3570727056106589,,,,,0.1425610852412737,0.5074927862284304,False,10000.0,2.027149942102139,0.268710135734629,0.3187417817390284,-0.0003862358218580834,0.08678978145113021,0.03395653458643423,0.413323562974895,,,0.11742058933717718,0.2761596584964195,0.04304996328527884,-0.000642012824138823,0.1483998393695783,0.2118167274110659,0.05445456027055972,0.23091931210887956,,,,,,,,,0.10241105657798602,0.1379792112967842,0.02329869069084902,0.18630036949221407,,,,,,,,,-0.015347933937765366,2.285796111870684,0.007382967009678352,2.6470397870592106,0.0026728933881520617,2.65238796641484,0.05445456027055972,0.23091931210887956,0.007382967009678352,0.40310260702007866,0.03590770664453863
109,109,6.3132910189715,0.3390495250807265,9.776472973250042,12,18.961099404413023,5.483068127736335,3.0,6.0,1.0,0.0021223936032784153,4.199907603540671,0.12087724769099933,3.0,9.0,2.0,0.1964311841246528,0.6783635647352869,0.18272988650483157,1.0,3.0,1.0,0.02394913908227177,0.30292834716493877,0.3256950199474236,False,6106.057954967495,3.7043579184017354,0.24488060447108503,0.5258204229639972,0.10399154460693232,0.06576699476682073,0.01844291909418163,0.31750858969569135,1.8294726363345004,,,,0.24201994661208545,,0.16277315269845669,0.32844860168647033,0.06168875274370117,0.05396105205113245,0.006371482606412665,0.07908379522005529,,0.2413072952110874,,,0.5689898665549648,,0.013439810395576342,0.01935593302954978,-0.00218547219994647,0.25041437643856557,0.0069927119677021515,,,,,0.004531920795674795,0.006279176065574962,-2.5316163226767155e-05,0.007927692436000675,0.5304147285940392,-2.2522990528720317e-05,0.5160677877460036,1.9410564546328155e-05,2.3229778732213395,0.10399154460693232,0.06576699476682073,0.007927692436000675,0.6555503111669643,0.0002183433544407457
113,113,6.564103213378315,0.2721721882477533,24.018051437262468,12,4.8927441005998835,19.570015171719607,3.0,8.0,1.0,0.08563238542417802,22.31601617019796,0.09100487174248117,,,,,0.0654651413960695,0.7958669838017232,,,,,0.12264217416776317,0.9592996283291555,False,10000.0,2.0043286524904276,0.527252261006441,0.6400743997829959,0.06325921491860997,0.05417808778130844,0.06503917821037668,0.5559203986271283,,,0.5794633312176336,0.5145077334775384,0.04274162576478761,0.02670091865970034,0.08344550934888659,0.10441435799012386,0.01243802163928033,0.008241982439099599,,,,,,,,,0.0825709217166799,0.11730514561850687,0.02818273178574632,0.022305089593465,,,,,,,,,-0.020533195533788077,1.743366560518692,-0.0021747244079928798,3.8686171705357593,0.0016898188136752843,0.7029651221064618,0.06325921491860997,0.05417808778130844,-0.0021747244079928798,0.14355816610478422,0.0011090565883477266
115,115,5.007156539064543,0.4381014609375661,27.859757318709935,23,11.10770909503553,20.291988488203017,3.0,5.0,1.0,0.03743513563874811,63.32987944054941,0.15445569058501318,3.0,2.0,1.0,4.119199653026406,10.095468244925867,0.5876806338518241,,,,,0.32333431041137334,0.832906942581859,False,519.6780065548039,18.141401092523683,0.40488866903220855,0.5370115056694363,-0.11582336300267433,0.009996799057275555,0.05518218478894929,0.5119962924055466,1.0847927375491795,,,,0.1502319462079714,,0.08556972403128316,0.17780473108748737,0.07505540664611318,0.013156637424089927,0.09618321121524628,0.150917295062663,,,0.7369437664557487,0.11587936533511245,0.3169440999729516,-0.018733349023843476,0.05786389681236763,0.05854417000363588,-0.0016410569093110027,0.000530992583117024,,,,,,,,,-0.0032634565759030246,3.158035202165184,-0.00014022605646718455,3.7329785566889107,0.0004781465224752744,0.11353329040802193,0.07505540664611318,0.013156637424089927,-0.00014022605646718455,0.35990286596479876,0.0014835283768821982
