Unnamed: 0,runstring,t
0,0000000.bin,188709.91464273733
1,0000001.bin,194486.96226643675
2,0000002.bin,138073.5824784592
3,0000003.bin,221233.49868833806
4,0000004.bin,437462.1326510178
5,0000005.bin,51918.43080645506
6,0000006.bin,46234.42895215677
7,0000007.bin,84796.04603719336
8,0000008.bin,86436.2981522877
9,0000009.bin,192189.0158185614
10,0000010.bin,165365.95739196645
11,0000011.bin,134664.97577051722
12,0000012.bin,89816.46458596372
13,0000013.bin,128992.23224647038
14,0000014.bin,139948.11178583195
15,0000015.bin,367621.1675387534
16,0000016.bin,94170.49390689735
17,0000017.bin,104276.56003786411
18,0000018.bin,145939.8297866642
19,0000019.bin,183076.86972320787
20,0000020.bin,135912.1562752636
21,0000021.bin,114972.11234079624
22,0000022.bin,184628.75260608245
23,0000023.bin,136036.17111311023
24,0000024.bin,126835.48258045616
25,0000025.bin,52289.9210637364
26,0000026.bin,51080.39534355406
27,0000027.bin,45261.189603190025
28,0000028.bin,300888.40224230645
29,0000029.bin,130582.0124010221
30,0000030.bin,293231.80236389133
31,0000031.bin,118235.08821680883
32,0000032.bin,185587.89306147277
33,0000033.bin,117801.17484841027
34,0000034.bin,259075.03297049258
35,0000035.bin,145777.605907995
36,0000036.bin,346958.59814371384
37,0000037.bin,47110.7080968965
38,0000038.bin,49633.959713865275
39,0000039.bin,362225.30965685967
40,0000040.bin,260579.388379198
41,0000041.bin,47039.59009072356
42,0000042.bin,46293.31867962584
43,0000043.bin,311776.83572320786
44,0000044.bin,44173.25384972323
45,0000045.bin,193956.26189889197
46,0000046.bin,147231.6625612386
47,0000047.bin,123986.0165143249
48,0000048.bin,74229.73936554775
49,0000049.bin,141215.14159283703
50,0000050.bin,71223.1070091064
51,0000051.bin,134151.56127003542
52,0000052.bin,194871.09649461586
53,0000053.bin,46244.163077697245
54,0000054.bin,191371.17606808068
55,0000055.bin,85041.16586752931
56,0000056.bin,109549.30374833135
57,0000057.bin,190147.8978644835
58,0000058.bin,81305.61724908554
59,0000059.bin,297351.13880035264
60,0000060.bin,241764.95183721857
61,0000061.bin,289592.5211293514
62,0000062.bin,141484.4062114353
63,0000063.bin,112210.94622485244
64,0000064.bin,121278.40540936179
65,0000065.bin,85913.73842354011
66,0000066.bin,84833.56225769277
67,0000067.bin,261467.30690536692
68,0000068.bin,478489.63583026506
69,0000069.bin,188109.89760185985
70,0000070.bin,125244.21286220962
71,0000071.bin,365974.5068356698
72,0000072.bin,142852.96883680028
73,0000073.bin,84039.5901673451
74,0000074.bin,143843.21692470074
75,0000075.bin,251278.44874578188
76,0000076.bin,45335.42530081721
77,0000077.bin,204239.58610954063
78,0000078.bin,159239.48583827852
79,0000079.bin,135477.58472755805
80,0000080.bin,179211.17480705745
81,0000081.bin,199016.69082132514
82,0000082.bin,292867.0324637447
83,0000083.bin,185050.81874695487
84,0000084.bin,74257.55610152284
85,0000085.bin,467214.1236348111
86,0000086.bin,72265.76695445433
87,0000087.bin,187787.35510041015
88,0000088.bin,46528.70438442132
89,0000089.bin,136116.43434754896
90,0000090.bin,241470.91889206713
91,0000091.bin,137736.90644241692
92,0000092.bin,81539.40946713774
93,0000093.bin,85045.56527658142
94,0000094.bin,46821.802022136486
95,0000095.bin,130506.14857563548
96,0000096.bin,48491.63756502999
97,0000097.bin,220166.41682659855
98,0000098.bin,249368.51631989537
99,0000099.bin,415002.2834146384
100,0000100.bin,192060.39372556572
101,0000101.bin,166738.26124707653
102,0000102.bin,249752.40806096137
103,0000103.bin,241042.13239406
104,0000104.bin,187905.55024754218
105,0000105.bin,286867.0699010668
106,0000106.bin,267742.76946955157
107,0000107.bin,86257.23873976557
108,0000108.bin,372785.2770225483
109,0000109.bin,253215.12403614257
110,0000110.bin,322491.1288158816
111,0000111.bin,146800.24334600344
112,0000112.bin,129180.47152827444
113,0000113.bin,159694.98055974368
114,0000114.bin,129189.54747450791
115,0000115.bin,85275.20057269462
116,0000116.bin,193368.88882891226
117,0000117.bin,135141.84399895204
118,0000118.bin,128337.34383599818
119,0000119.bin,191670.02411447812
120,0000120.bin,151398.69967694985
121,0000121.bin,183902.19193317878
122,0000122.bin,78980.927936736
123,0000123.bin,122403.64953723105
124,0000124.bin,443230.52002067765
125,0000125.bin,210553.2577145479
126,0000126.bin,239483.14810287298
127,0000127.bin,366640.06467911875
128,0000128.bin,409285.13010787667
129,0000129.bin,75829.01115852685
130,0000130.bin,200098.5990379804
131,0000131.bin,201764.2776589349
132,0000132.bin,289073.1483740904
133,0000133.bin,73470.30436830988
134,0000134.bin,650350.7486940998
135,0000135.bin,59930.308946589445
136,0000136.bin,139001.89242946866
137,0000137.bin,167455.29564053667
138,0000138.bin,139378.57883917374
139,0000139.bin,151358.23897007699
140,0000140.bin,206410.88500234133
141,0000141.bin,87532.72095471327
142,0000142.bin,160298.77347138242
143,0000143.bin,284805.9294396494
144,0000144.bin,130861.60004243554
145,0000145.bin,428909.3004025558
146,0000146.bin,85947.30556819748
147,0000147.bin,111705.42987605472
148,0000148.bin,78780.80678638964
149,0000149.bin,110419.83248438881
150,0000150.bin,81018.58178919807
151,0000151.bin,239491.63515183175
152,0000152.bin,83608.34415719073
153,0000153.bin,385188.18108887336
154,0000154.bin,902194.330137994
155,0000155.bin,74330.37151748754
156,0000156.bin,123746.43924657427
157,0000157.bin,96477.6548650708
158,0000158.bin,43549.26522566422
159,0000159.bin,751906.6722704914
160,0000160.bin,173184.78114905077
161,0000161.bin,145015.43427048062
162,0000162.bin,146958.86455899218
163,0000163.bin,93976.29637031406
