Unnamed: 0,runstring,t
0,0000000.bin,14195291.468764013
1,0000001.bin,2804635.7957474347
2,0000002.bin,2040026.926443968
3,0000003.bin,5900611.973770406
4,0000004.bin,9679661.968662953
5,0000005.bin,5713344.254618544
6,0000006.bin,4088056.214296368
7,0000007.bin,17954204.795072176
8,0000008.bin,16356963.022365158
9,0000009.bin,29592878.975011118
10,0000010.bin,8074416.341914242
11,0000011.bin,5286805.262875088
12,0000012.bin,4533802.702105153
13,0000013.bin,11180391.531693136
14,0000014.bin,1791669.1844552169
15,0000015.bin,2385750.882671619
16,0000016.bin,1918581.8191712443
17,0000017.bin,5559586.22921554
18,0000018.bin,9450308.461204654
19,0000019.bin,8919782.205759829
20,0000020.bin,3700651.5165257202
21,0000021.bin,8389182.026426023
22,0000022.bin,3225955.5899724094
23,0000023.bin,8712160.000715202
24,0000024.bin,3063807.7959752055
25,0000025.bin,1766464.8438829002
26,0000026.bin,1956193.7688585818
27,0000027.bin,30671178.511168875
28,0000028.bin,7988009.287656272
29,0000029.bin,7887142.733792463
30,0000030.bin,9130589.546615219
31,0000031.bin,8336677.425600231
32,0000032.bin,6942092.37698916
33,0000033.bin,12585027.937195038
34,0000034.bin,3200896.499445946
35,0000035.bin,2991414.48288766
36,0000036.bin,15760532.511381542
37,0000037.bin,27960617.0935776
38,0000038.bin,5101662.249428226
39,0000039.bin,28085402.03845901
40,0000040.bin,35541786.196033634
41,0000041.bin,1532843.5907339812
42,0000042.bin,4681083.03380462
43,0000043.bin,3001339.267544699
44,0000044.bin,87278721.84688167
45,0000045.bin,12120397.796654558
46,0000046.bin,5010708.00972846
47,0000047.bin,6259301.371821869
48,0000048.bin,23344083.009220906
49,0000049.bin,11152871.441444462
50,0000050.bin,19816483.004812993
51,0000051.bin,1721074.5003469512
52,0000052.bin,16181367.458876258
53,0000053.bin,3764335.6322373822
54,0000054.bin,30917939.882047363
55,0000055.bin,93918856.12387411
56,0000056.bin,5291987.140709922
57,0000057.bin,9252969.401670909
58,0000058.bin,9089077.81885243
59,0000059.bin,26708808.07480932
60,0000060.bin,2816446.401726146
61,0000061.bin,33267833.469575204
62,0000062.bin,6318635.445732098
63,0000063.bin,29459164.79337091
64,0000064.bin,8710660.599772995
