Unnamed: 0,runstring,t
0,0000000.bin,1538407.7353124518
1,0000001.bin,615342.9535743886
2,0000002.bin,1540467.3862170961
3,0000003.bin,872648.8343508114
4,0000004.bin,1547168.8986615327
5,0000005.bin,1621075.0565503736
6,0000006.bin,3096024.6122622015
7,0000007.bin,7709058.48720795
8,0000008.bin,712202.0057087125
9,0000009.bin,1510638.3535131228
10,0000010.bin,2431603.719371722
11,0000011.bin,1061196.1781627622
12,0000012.bin,1525459.9280184445
13,0000013.bin,1117014.217634627
14,0000014.bin,1509578.2691330847
15,0000015.bin,2425997.625143924
16,0000016.bin,2003936.9214926485
17,0000017.bin,709716.9977819336
18,0000018.bin,1676127.5295625676
19,0000019.bin,1353873.41348941
20,0000020.bin,553070.0807535305
21,0000021.bin,3043604.1983075747
22,0000022.bin,10993488.005898286
23,0000023.bin,2475838.1840525093
24,0000024.bin,704997.0900641981
25,0000025.bin,371991.06244508753
26,0000026.bin,2218643.326003832
27,0000027.bin,1753820.193017346
28,0000028.bin,761427.0280682597
29,0000029.bin,244003.03860917242
30,0000030.bin,3851430.93114153
31,0000031.bin,1515466.4105153915
32,0000032.bin,2629589.6674294705
33,0000033.bin,2418457.8001056397
34,0000034.bin,1565671.427556203
35,0000035.bin,1121764.1591451962
36,0000036.bin,1666227.265675326
37,0000037.bin,1491609.1079659958
38,0000038.bin,688572.1215899823
39,0000039.bin,349930.62412501307
40,0000040.bin,531261.5173352332
41,0000041.bin,1333329.8705568512
42,0000042.bin,1407194.0088929508
43,0000043.bin,2011781.726038215
44,0000044.bin,2811896.9183162125
45,0000045.bin,64305153.24829347
46,0000046.bin,951147.3165985645
47,0000047.bin,617908.1554533044
48,0000048.bin,2121187.9627643423
49,0000049.bin,524806.1986368486
50,0000050.bin,6432299.3308319235
51,0000051.bin,891816.3320650613
52,0000052.bin,1359318.3577094984
53,0000053.bin,607135.7347717191
54,0000054.bin,657067.4684995363
55,0000055.bin,4673532.880372123
56,0000056.bin,1588539.451962826
57,0000057.bin,1399551.819651575
58,0000058.bin,1354629.6615157027
59,0000059.bin,537257.8425710631
60,0000060.bin,1111170.9363683958
61,0000061.bin,903723.1074579534
62,0000062.bin,1092498.0429556866
63,0000063.bin,686098.6837625614
64,0000064.bin,1360223.9777979676
65,0000065.bin,2210583.8857214274
66,0000066.bin,1388609.2075846281
67,0000067.bin,615722.238059031
68,0000068.bin,2488822.5376186864
69,0000069.bin,588642.6629987882
70,0000070.bin,1584508.0344118264
71,0000071.bin,258049.45104611068
72,0000072.bin,1570607.980221444
73,0000073.bin,1030756.5976667159
74,0000074.bin,817906.6759303414
75,0000075.bin,4178203.032480282
76,0000076.bin,17859219.32788203
77,0000077.bin,425143.40625395736
78,0000078.bin,3112097.9745316254
79,0000079.bin,687992.8545197303
80,0000080.bin,1605159.2762639832
81,0000081.bin,3088462.6169735016
82,0000082.bin,692201.7726098323
83,0000083.bin,2531905.8466876494
84,0000084.bin,949463.9710650264
85,0000085.bin,3550882.4948149147
86,0000086.bin,686324.9935203629
87,0000087.bin,1063495.1638488483
88,0000088.bin,1556000.6950427976
89,0000089.bin,1372594.7350428712
90,0000090.bin,1287282.087238149
91,0000091.bin,844633.0858320374
92,0000092.bin,1271946.8557435062
93,0000093.bin,1386917.1325036746
94,0000094.bin,949115.0321104367
95,0000095.bin,471588.348668165
96,0000096.bin,1458570.8275912863
97,0000097.bin,3962232.8890543813
98,0000098.bin,509210.1203438114
99,0000099.bin,1130358.214231768
100,0000100.bin,1005817.0752955071
101,0000101.bin,1715998.507910346
102,0000102.bin,503512.3660060983
103,0000103.bin,280451.90011871577
104,0000104.bin,694426.0722498802
105,0000105.bin,3195286.5391414324
106,0000106.bin,1129230.6145110105
107,0000107.bin,1055614.5404924538
108,0000108.bin,1181192.589256258
109,0000109.bin,912679.8539247207
110,0000110.bin,861246.1896643766
111,0000111.bin,1684837.3549255293
112,0000112.bin,1740402.168568426
113,0000113.bin,2920032.0029501403
114,0000114.bin,3194470.8471312122
115,0000115.bin,1367872.159935159
116,0000116.bin,1706387.4618679818
117,0000117.bin,1214594.392455754
118,0000118.bin,2142160.153632284
119,0000119.bin,397205.2881582437
120,0000120.bin,1059575.013242123
121,0000121.bin,1506505.8534766336
122,0000122.bin,9249262.225942835
123,0000123.bin,664875.969207564
124,0000124.bin,2003061.646934436
125,0000125.bin,391188.1090105351
126,0000126.bin,1291850.3366183576
127,0000127.bin,904791.2285465881
128,0000128.bin,816415.0337795789
129,0000129.bin,466997.9290529673
130,0000130.bin,501093.834180976
131,0000131.bin,1284541.1168254141
132,0000132.bin,3090910.074055341
133,0000133.bin,1371016.5596234289
134,0000134.bin,2348563.6261576684
135,0000135.bin,975192.858268781
136,0000136.bin,622648.0510372961
137,0000137.bin,693139.089221893
138,0000138.bin,943866.5717699345
139,0000139.bin,436055.4995488949
140,0000140.bin,2664173.699232389
141,0000141.bin,1273854.5365097534
142,0000142.bin,3508153.216932279
143,0000143.bin,3888596.5846823202
144,0000144.bin,218392.3464660848
145,0000145.bin,350501.8891224792
146,0000146.bin,334216.00427294074
147,0000147.bin,655370.0933545012
148,0000148.bin,984926.2909562228
149,0000149.bin,743550.2546117295
150,0000150.bin,719069.7949851075
151,0000151.bin,5251207.299153254
152,0000152.bin,27632853.730408765
153,0000153.bin,1801718.083733247
154,0000154.bin,2560166.4380977536
155,0000155.bin,19521608.36867874
156,0000156.bin,1733031.3570485462
157,0000157.bin,851018.3257549693
158,0000158.bin,5641382.852579572
159,0000159.bin,571430.5120760371
160,0000160.bin,864874.3164795208
161,0000161.bin,1978995.4244158876
162,0000162.bin,443431.299350331
163,0000163.bin,670581.032780514
164,0000164.bin,1055310.3230875295
165,0000165.bin,694168.8280647533
166,0000166.bin,1080442.8307280291
167,0000167.bin,1803751.1996194248
168,0000168.bin,1136924.9038408634
169,0000169.bin,647273.1369058929
170,0000170.bin,954414.3454624884
171,0000171.bin,1407580.56799356
172,0000172.bin,558842.8328718262
173,0000173.bin,6314886.446732194
174,0000174.bin,1356039.585519099
175,0000175.bin,1551844.3966281277
176,0000176.bin,652737.9996736086
177,0000177.bin,6273859.2551842155
178,0000178.bin,1343696.40252315
179,0000179.bin,2388743.4291655356
180,0000180.bin,6967929.740314365
181,0000181.bin,2031716.1413405996
182,0000182.bin,728443.2382338423
183,0000183.bin,882516.085283223
184,0000184.bin,1700654.1658284229
185,0000185.bin,2674373.8157565044
186,0000186.bin,124466.00243421397
187,0000187.bin,4596497.045226929
188,0000188.bin,1479919.5316651177
189,0000189.bin,2067549.0164212373
190,0000190.bin,685947.9260607472
191,0000191.bin,758045.960979526
192,0000192.bin,1163461.1001018297
193,0000193.bin,1466850.6540192303
194,0000194.bin,1605071.357364678
195,0000195.bin,2087477.4734688227
196,0000196.bin,1454938.5438298036
197,0000197.bin,298621.04381169885
198,0000198.bin,1976775.3856058915
199,0000199.bin,604719.4199797512
200,0000200.bin,625882.1709359802
201,0000201.bin,3156113.542630573
202,0000202.bin,774545.2690741677
203,0000203.bin,946347.2149286921
204,0000204.bin,1118335.2874312785
205,0000205.bin,523297.06276965485
206,0000206.bin,3113016.1693090023
207,0000207.bin,2715830.625188322
208,0000208.bin,2772434.5653964104
209,0000209.bin,443923.58283095626
210,0000210.bin,860848.3722361518
211,0000211.bin,2003798.3574275498
212,0000212.bin,714316.1815587633
213,0000213.bin,418093.232004409
214,0000214.bin,1240594.311143772
215,0000215.bin,5269706.329305281
216,0000216.bin,645909.7704375334
217,0000217.bin,222546.42784175285
218,0000218.bin,1733323.9350720022
219,0000219.bin,1100568.2219531361
220,0000220.bin,9718074.687645547
221,0000221.bin,2211808.099236575
222,0000222.bin,841320.7118781147
223,0000223.bin,813254.3181938875
224,0000224.bin,649412.0464413975
225,0000225.bin,720930.9874950045
226,0000226.bin,1313954.6651801888
227,0000227.bin,958861.31661483
228,0000228.bin,12396028.207393486
229,0000229.bin,1129796.8912040528
230,0000230.bin,2454678.793132619
231,0000231.bin,9109445.576336596
232,0000232.bin,596984.9471230049
233,0000233.bin,1199247.001964399
234,0000234.bin,4436991.100149465
235,0000235.bin,930953.7173481387
236,0000236.bin,591466.5986265206
237,0000237.bin,5904268.155730677
238,0000238.bin,1806168.622940154
239,0000239.bin,2566675.0347225564
240,0000240.bin,1055012.5489116323
241,0000241.bin,588636.0119237081
242,0000242.bin,796248.0734704892
243,0000243.bin,477791.41150857887
244,0000244.bin,719619.1668585154
245,0000245.bin,2053304.2841189217
246,0000246.bin,481331.6194369061
247,0000247.bin,724820.792545329
248,0000248.bin,1138785.5074659933
249,0000249.bin,656443.8955697668
250,0000250.bin,1478784.2416387473
251,0000251.bin,377219.0153216621
252,0000252.bin,1814640.9494955365
253,0000253.bin,830953.5564432031
254,0000254.bin,684811.8392986384
255,0000255.bin,1414273.7665940907
256,0000256.bin,656642.7696428631
257,0000257.bin,767460.6270373507
258,0000258.bin,530012.0158866033
259,0000259.bin,1497739.7364622254
260,0000260.bin,2047832.8395213832
261,0000261.bin,1026133.6155118655
262,0000262.bin,2401273.673649368
263,0000263.bin,1884655.3624109973
264,0000264.bin,215249.6095571576
265,0000265.bin,473008.14535642805
266,0000266.bin,1116375.4026535053
267,0000267.bin,952663.6577937648
268,0000268.bin,3916906.331694518
269,0000269.bin,1027247.913074884
270,0000270.bin,334114.6100186455
271,0000271.bin,934814.3200219398
272,0000272.bin,847808.4199264984
273,0000273.bin,942687.3915838696
274,0000274.bin,2409756.9814069094
275,0000275.bin,2457190.613222697
276,0000276.bin,1326665.7011279587
277,0000277.bin,2000174.3182279405
278,0000278.bin,876458.480090015
279,0000279.bin,2536716.860309911
280,0000280.bin,2583817.280190152
281,0000281.bin,2185823.4918777505
282,0000282.bin,1805145.2926783834
283,0000283.bin,984742.3471610405
284,0000284.bin,21178944.602102973
285,0000285.bin,1015740.9989301631
286,0000286.bin,385756.9172921599
