Unnamed: 0,runstring,t
0,0000000.bin,2495492.2127803215
1,0000001.bin,1523426.827388288
2,0000002.bin,2272975.548052261
3,0000003.bin,2343329.672174047
4,0000004.bin,3246242.360656925
5,0000005.bin,4468238.544142824
6,0000006.bin,1024455.7548787743
7,0000007.bin,1120366.2481794637
8,0000008.bin,6346832.715591434
9,0000009.bin,13319476.92019727
10,0000010.bin,6674518.091486786
11,0000011.bin,2374805.0478939894
12,0000012.bin,4705777.276365105
13,0000013.bin,7774807.672234736
14,0000014.bin,1594691.3509294842
15,0000015.bin,5954431.110933907
16,0000016.bin,5806463.115612995
17,0000017.bin,1073078.776346257
18,0000018.bin,5399063.790108096
19,0000019.bin,4747972.207496427
20,0000020.bin,3372279.240602818
21,0000021.bin,5481033.8046993315
22,0000022.bin,2302360.5120385117
23,0000023.bin,3321046.1224817964
24,0000024.bin,2266860.1281130663
25,0000025.bin,5783091.866189633
26,0000026.bin,3050924.3965074304
27,0000027.bin,8123960.600913521
28,0000028.bin,1911282.2898255158
29,0000029.bin,763587.4757476775
30,0000030.bin,1687961.9220321006
31,0000031.bin,4819546.871031653
32,0000032.bin,2481789.9267305504
33,0000033.bin,4019785.634773418
34,0000034.bin,1381488.6520013511
35,0000035.bin,2277099.2484945576
36,0000036.bin,5009775.892528724
37,0000037.bin,6548456.896941196
38,0000038.bin,2000564.3990415358
39,0000039.bin,2560825.9885633015
40,0000040.bin,2150021.7526156115
41,0000041.bin,2251057.5576418233
42,0000042.bin,2117204.7305878415
43,0000043.bin,1932596.5564314192
44,0000044.bin,3688515.0094815963
45,0000045.bin,4015500.091533544
46,0000046.bin,1052269.9567069006
47,0000047.bin,2984411.5446754047
48,0000048.bin,14558412.358304504
49,0000049.bin,1866596.1499439152
50,0000050.bin,8885393.738599513
51,0000051.bin,3799208.970514691
52,0000052.bin,4046372.679042732
53,0000053.bin,1579176.6820988744
54,0000054.bin,19558063.03162324
55,0000055.bin,3475578.41992443
56,0000056.bin,10264056.4570795
57,0000057.bin,21263490.586026516
58,0000058.bin,992548.0595715437
59,0000059.bin,7402113.476061281
60,0000060.bin,23118707.576103013
61,0000061.bin,2339812.32796651
