Unnamed: 0,runstring,t
0,0000000.bin,699345.8366240058
1,0000001.bin,325999.4300904367
2,0000002.bin,4350089.553431701
3,0000003.bin,424868.14549049456
4,0000004.bin,446883.049177221
5,0000005.bin,481975.3098801859
6,0000006.bin,272213.86872676294
7,0000007.bin,1575083.9041124852
8,0000008.bin,1183020.5028535714
9,0000009.bin,529068.060074049
10,0000010.bin,1863112.2446673792
11,0000011.bin,771584.2246766025
12,0000012.bin,806010.973143043
13,0000013.bin,750096.7217706945
14,0000014.bin,79494.24500084577
15,0000015.bin,844686.7186390525
16,0000016.bin,987679.3941430897
17,0000017.bin,931332.1718440121
18,0000018.bin,793971.1667466452
19,0000019.bin,1541966.9455260793
20,0000020.bin,554943.8492403748
21,0000021.bin,626654.7672312623
22,0000022.bin,998193.1157185379
23,0000023.bin,120444.20501654597
24,0000024.bin,1324806.6516452339
25,0000025.bin,1125616.6430492522
26,0000026.bin,751982.5129764071
27,0000027.bin,1899025.7610492697
28,0000028.bin,149537.50267054047
29,0000029.bin,610057.1095943414
30,0000030.bin,499864.60580376536
31,0000031.bin,553513.3720486574
32,0000032.bin,1419728.9889465095
33,0000033.bin,725732.7455618242
34,0000034.bin,465597.4458691627
35,0000035.bin,222938.83975523151
36,0000036.bin,1505951.3437516717
37,0000037.bin,373340.725479858
38,0000038.bin,460207.94681610167
39,0000039.bin,2573575.932254825
40,0000040.bin,2250234.7406408247
41,0000041.bin,355094.0094409101
42,0000042.bin,2326324.9383763326
43,0000043.bin,123857.15489701463
44,0000044.bin,1186614.4144206736
45,0000045.bin,305585.9195529027
46,0000046.bin,7445282.337426893
47,0000047.bin,1104953.2709792359
48,0000048.bin,817207.4578968119
49,0000049.bin,460885.13288271707
50,0000050.bin,563813.6738401568
51,0000051.bin,4086781.5741760433
52,0000052.bin,628900.0223386204
53,0000053.bin,925159.1405570377
54,0000054.bin,3709532.5750666447
55,0000055.bin,321407.7004943378
56,0000056.bin,288421.99455545377
57,0000057.bin,503922.006529971
58,0000058.bin,480382.81932545453
59,0000059.bin,1459143.8229850177
60,0000060.bin,3306519.2251036884
61,0000061.bin,202496.23124358337
62,0000062.bin,919130.4213654911
63,0000063.bin,870133.139484968
64,0000064.bin,775485.1198706087
65,0000065.bin,1357007.8900581794
66,0000066.bin,471326.76769134216
67,0000067.bin,523994.9668490337
68,0000068.bin,157162.2457422465
69,0000069.bin,610050.3200670481
70,0000070.bin,436434.9019648656
71,0000071.bin,3606293.24003331
72,0000072.bin,695586.5862111337
73,0000073.bin,609607.8576582866
74,0000074.bin,297369.1712697558
75,0000075.bin,1915769.913129677
76,0000076.bin,539668.4174033776
77,0000077.bin,322627.70233996306
78,0000078.bin,359485.378700966
79,0000079.bin,478966.2329523321
80,0000080.bin,325672.5282074427
81,0000081.bin,4286150.532843495
82,0000082.bin,859566.6951516606
83,0000083.bin,1189910.9724046858
84,0000084.bin,344994.379749462
85,0000085.bin,197456.35820568167
86,0000086.bin,650465.7433701828
87,0000087.bin,259132.11237396207
88,0000088.bin,576649.517671248
89,0000089.bin,165047.8313676184
90,0000090.bin,246492.05634012446
91,0000091.bin,352759.6244676048
92,0000092.bin,477028.68892123085
93,0000093.bin,479855.24534240924
94,0000094.bin,312207.8217310328
95,0000095.bin,2166363.2250205204
96,0000096.bin,438761.4581975164
97,0000097.bin,199743.38969016075
98,0000098.bin,776856.1540580643
99,0000099.bin,184231.25968992338
100,0000100.bin,406377.560716114
101,0000101.bin,2174346.7391849644
102,0000102.bin,830750.7981842207
103,0000103.bin,386683.3590267701
104,0000104.bin,4622165.268768115
105,0000105.bin,3287043.604624654
106,0000106.bin,1534376.1500908397
107,0000107.bin,166811.82676739618
108,0000108.bin,1002567.9961265959
109,0000109.bin,705380.0290059214
110,0000110.bin,426935.45262996666
111,0000111.bin,1787125.1022568587
112,0000112.bin,543890.498806891
113,0000113.bin,776678.6564159682
114,0000114.bin,1951317.4878466371
115,0000115.bin,734590.4806461707
