Unnamed: 0,runstring,t
0,0000000.bin,22468.47484470908
1,0000001.bin,15682.50762682521
2,0000002.bin,28533.112183280686
3,0000003.bin,13962.892944073452
4,0000004.bin,10816.276241997426
5,0000005.bin,9012.241402885682
6,0000006.bin,23828.37721574886
7,0000007.bin,11688.640951728043
8,0000008.bin,4830.620420250098
9,0000009.bin,22492.10001772406
10,0000010.bin,3645.8976678859194
11,0000011.bin,5302.11929108135
12,0000012.bin,3657.121357118843
13,0000013.bin,20153.207889240886
14,0000014.bin,11248.803969658804
15,0000015.bin,20716.817222017646
16,0000016.bin,6701.235292404062
17,0000017.bin,8404.88046671021
18,0000018.bin,29317.73119910082
19,0000019.bin,9256.806976911737
20,0000020.bin,16415.719374677265
21,0000021.bin,13444.767265502955
22,0000022.bin,12733.829691035995
23,0000023.bin,98581.88875058907
24,0000024.bin,16895.809217513965
25,0000025.bin,9151.359723748095
26,0000026.bin,61481.42972710854
27,0000027.bin,10600.739839505908
28,0000028.bin,12020.98686068073
29,0000029.bin,13810.091421831394
30,0000030.bin,10603.58040283029
31,0000031.bin,5593.65808300816
32,0000032.bin,9263.14628286737
33,0000033.bin,61725.26783984664
34,0000034.bin,52459.90453002506
35,0000035.bin,3617.977008868214
36,0000036.bin,6890.721650750029
37,0000037.bin,21950.557012235487
38,0000038.bin,5606.994874226295
39,0000039.bin,3300.180326698946
40,0000040.bin,22705.869728391877
41,0000041.bin,11580.73418641768
42,0000042.bin,11140.239025041572
43,0000043.bin,4116.391949248793
44,0000044.bin,25506.80373029708
45,0000045.bin,3979.559935452345
46,0000046.bin,34008.2979912874
47,0000047.bin,27435.82335568163
48,0000048.bin,115870.42317181264
49,0000049.bin,32828.73675008197
50,0000050.bin,12278.334969666505
51,0000051.bin,30072.97463322491
52,0000052.bin,11367.830501153638
53,0000053.bin,7584.234794093036
54,0000054.bin,9175.677717086097
55,0000055.bin,23145.672069444965
56,0000056.bin,5106.362908812052
57,0000057.bin,20274.901778979347
58,0000058.bin,12541.329564284892
59,0000059.bin,9063.717952886067
60,0000060.bin,13359.723570852251
61,0000061.bin,20465.080957648333
62,0000062.bin,35855.73802402438
63,0000063.bin,14457.324167596666
64,0000064.bin,16530.97003541164
65,0000065.bin,17680.012541140288
66,0000066.bin,17293.037749717474
67,0000067.bin,10003.18231090117
68,0000068.bin,11582.396955192928
69,0000069.bin,8298.7750342397
70,0000070.bin,21083.35381391137
71,0000071.bin,4466.335494406188
72,0000072.bin,50145.85000963611
73,0000073.bin,18956.603268336916
74,0000074.bin,57868.337100784265
75,0000075.bin,5727.822738560981
76,0000076.bin,5434.066921600506
77,0000077.bin,3689.3721431554236
78,0000078.bin,7450.347266669423
79,0000079.bin,10107.20928240262
80,0000080.bin,10203.996281528513
81,0000081.bin,27882.484617932616
82,0000082.bin,25676.752555533883
83,0000083.bin,19465.479795595096
84,0000084.bin,30779.027824414577
85,0000085.bin,40131.51328945646
86,0000086.bin,23474.83100491176
87,0000087.bin,8102.568318760439
88,0000088.bin,4554.566162542784
89,0000089.bin,7867.6329472243615
90,0000090.bin,11412.898463166088
