Unnamed: 0,runstring,t
0,0000000.bin,506385.40735835535
1,0000001.bin,256165.74056363758
2,0000002.bin,352498.47459560644
3,0000003.bin,70692.98880945571
4,0000004.bin,149181.36880509532
5,0000005.bin,187142.94282422127
6,0000006.bin,854445.846043639
7,0000007.bin,103951.0429116835
8,0000008.bin,254785.62893528648
9,0000009.bin,56585.13101671938
10,0000010.bin,133166.6907845983
11,0000011.bin,56970.090744785084
12,0000012.bin,536451.9641548161
13,0000013.bin,41174.92948814591
14,0000014.bin,66499.03045107878
15,0000015.bin,68624.32822809805
16,0000016.bin,333864.90647260076
17,0000017.bin,274530.498499795
18,0000018.bin,25071.46789876581
19,0000019.bin,173582.47400142055
20,0000020.bin,94293.76020237681
21,0000021.bin,385288.81290227675
22,0000022.bin,142198.19310269586
23,0000023.bin,1079521.9228707086
24,0000024.bin,9536.768457933804
25,0000025.bin,133937.19912900263
26,0000026.bin,283901.85864809586
27,0000027.bin,70250.3526711291
28,0000028.bin,488973.92096568807
29,0000029.bin,76943.34501691861
30,0000030.bin,130392.23028788576
31,0000031.bin,960885.392049403
32,0000032.bin,470000.1139823013
33,0000033.bin,55988.06758893746
34,0000034.bin,67076.41808244737
35,0000035.bin,85832.57885637262
36,0000036.bin,232252.40805973503
37,0000037.bin,134764.96819782816
38,0000038.bin,72329.37075799308
39,0000039.bin,217699.0389682807
40,0000040.bin,68493.97607685975
41,0000041.bin,64212.27336581563
42,0000042.bin,1363586.974240256
43,0000043.bin,143211.01165116928
44,0000044.bin,269847.69358604075
45,0000045.bin,1126077.5247368026
46,0000046.bin,142770.2460991214
47,0000047.bin,939545.2588506747
48,0000048.bin,97320.12631795858
49,0000049.bin,83117.73463717301
50,0000050.bin,233117.2078087821
51,0000051.bin,277740.77096435975
52,0000052.bin,360356.73828479054
53,0000053.bin,172210.39896597067
54,0000054.bin,247114.87421350647
55,0000055.bin,72637.04756035784
56,0000056.bin,216494.5892476972
57,0000057.bin,613141.221066805
58,0000058.bin,129094.35517482558
59,0000059.bin,149203.4001546004
60,0000060.bin,62331.39886255067
61,0000061.bin,1486761.7211884744
62,0000062.bin,80817.77952649881
63,0000063.bin,106206.86604237428
64,0000064.bin,70774.91356036684
65,0000065.bin,268113.7986646893
66,0000066.bin,149377.05291414267
67,0000067.bin,67613.51882784994
68,0000068.bin,69002.11737542861
69,0000069.bin,117675.5344387397
70,0000070.bin,190397.34726337512
71,0000071.bin,166931.84697079565
72,0000072.bin,195144.0292266307
73,0000073.bin,483199.6982374331
74,0000074.bin,65722.49466199853
75,0000075.bin,57686.49064905277
76,0000076.bin,63936.81221602903
