,ID,instability_time,Mean,Sigma,KSpval,tlyap10,Nlyap10
0,1,550143.6419035698,5.480027443381021,0.3475722884363259,0.6854967337920594,593.8203884859154,926.4478831828094
1,1007,686693.2838431915,5.589876567345941,0.4590867512175848,0.06153429181321559,,
2,1021,591213.2188754904,6.003696858900909,0.3308459834897877,0.8282194040312439,760.3068005447108,777.5982254162717
3,1025,11852259.741633149,5.799718742112078,0.38672524914024675,0.06153429181321559,,
4,1041,113664.22333072718,5.72514892353889,0.4890560718745588,0.00376254198287585,11366.432725461818,9.999990856947512
5,10518,5834591.013824489,6.470178959562352,0.42972506124075643,0.003715206821044804,39947.26242714539,146.05734308991612
6,1052,243942.4882220228,5.192294026306762,0.37267179696730734,0.022438659451142425,274.36991295573125,889.1007238879803
7,1107,190894.14452539972,5.691334655129896,0.4251553417403483,0.0001969751018672361,19089.428305476948,9.9999927431368
8,1120,20700.818557818387,5.006996327154698,0.4062024831224058,0.8881734182535203,618.1230359690908,33.489802762913904
9,1124,23114.770351172025,4.1677175951995045,0.4507683504140027,0.06153429181321559,144.61841719124658,159.83282627553962
10,1128,485873.32760905806,5.231949112194973,0.6822480578490346,0.06153429181321559,,
11,1136,62705.67393484803,5.096169161312044,0.32423787847508134,0.08689937254547132,295.8901947554189,211.92210842498574
12,1137,44530.817997366365,4.852989771687387,0.6369563496427368,0.09710349657052789,52.14813269899774,853.9292912826047
13,1138,181286.4860479378,6.157671314825786,0.8511217977357952,8.709846987597679e-08,2467.0349167434356,73.48355096945353
14,1169,160967.46531146928,5.149056481405662,0.36079638712680734,0.12051526066065596,639.4927904510638,251.71114939064674
15,1174,195003.5538243315,5.26012814476793,0.23726538622379834,0.6854967337920594,992.1692508238522,196.54262986119497
16,1190,667202.299764473,5.310461816414593,0.4815204371099896,1.0722063786469485e-16,332.35982624117673,2007.4697574318684
17,1194,136246.44807827336,5.656320837417267,0.9146474228344917,2.6344007873455036e-07,2262.669691279795,60.21490834626004
18,1197,461283.66750600695,5.090987751624151,0.35594529705549205,0.7228251828701066,,
19,1204,8176.902280661106,4.330348880048537,0.3829761414755968,0.5362766985932181,817.700620354207,9.999872908399018
20,1206,5127009.987130519,6.804475782514565,0.6304335851932829,0.19443482387633898,,
21,12073,17703.78498647508,4.524064900581106,0.5178354919844648,5.577646320340156e-06,1622.0043627108616,10.914757933749746
22,1208,66967.48873709819,4.983631026011174,0.42346621643976307,0.5728904395829821,330.30745023964266,202.74289510730787
23,1217,55123.09182581988,4.682734276149414,0.15555998900338106,0.13385273551786803,5512.319574724078,9.999981147424512
24,1223,58903.141801865335,4.708334579323476,0.7313433235361971,1.474571857832622e-26,336.098173314225,175.25576298445273
25,1230,129898.35212580036,5.458059416383735,0.7666743349897516,5.726931814694621e-13,1968.7499471904293,65.98011713533054
26,1235,68949.06590229452,5.114731747569458,0.3086821936683378,0.00967775474446886,6894.937766523431,9.99995478379206
27,1237,12987.50403865388,4.195390871158835,0.4913949909848285,0.0001969751018672361,32.56719456951207,398.7909984365738
28,1241,467188.5215082836,4.796622509086559,0.534295172770974,0.004543821879051605,,
29,1248,127002.30442430681,4.63581794159497,0.4613831831936177,0.06917625399020766,180.95160108280075,701.85786511053
30,1251,4998638.423448885,6.4359226013112085,0.5246983561809372,0.4973060635070942,3554.4393508273415,1406.3085426638065
31,1261,1782985.3826226026,5.83091974378296,0.31944084884804563,0.04246334232095734,,
32,1266,4355.928134928767,3.7783905596145293,0.3900279553339351,0.00010956387707040737,237.16743804671972,18.366467887850146
33,1270,11052.084123895595,4.343955174227879,0.2048488181837094,6.766991587022994e-08,1105.2188046511783,9.999905971002528
34,1277,47233.6381570279,5.0552247145604685,0.34598671426071986,5.599003563551554e-19,4723.370743830408,9.999985332238365
35,12840,31466.29898718364,4.710943426776423,0.6162803185641631,0.09710349657052789,83.1196079848454,378.5664989291175
36,1308,95807.47920440116,5.590796362266408,0.5984714802949432,3.528972349889754e-06,9580.754848944302,9.999992768310749
37,1313,268445.4065768536,5.827070450493995,0.4946318317726513,0.011131894834470139,1856.2729862752967,144.6152632515019
