,runstring,t
0,0000000.bin,60634.202611526285
1,0000001.bin,124565.97743638823
2,0000002.bin,105085.55750395398
3,0000003.bin,212311.50754244777
4,0000004.bin,114255.83789046161
5,0000005.bin,84309.98321040874
6,0000006.bin,47454.20220132242
7,0000007.bin,248030.33920618193
8,0000008.bin,61461.808603510464
9,0000009.bin,79903.69403797487
10,0000010.bin,370143.9825901198
11,0000011.bin,207069.12535901833
12,0000012.bin,186234.38440787385
13,0000013.bin,114189.60446961952
14,0000014.bin,158408.89988181833
15,0000015.bin,46817.15585782114
16,0000016.bin,130207.76932208263
17,0000017.bin,179644.2976032641
18,0000018.bin,45973.23399700667
19,0000019.bin,70868.16679324326
20,0000020.bin,98274.04599400487
21,0000021.bin,123571.02120551656
22,0000022.bin,113692.50740419899
23,0000023.bin,106937.32201469404
24,0000024.bin,222996.3578080841
25,0000025.bin,47433.348373220855
26,0000026.bin,53517.92037414359
27,0000027.bin,201322.0251102863
28,0000028.bin,200802.8271444143
29,0000029.bin,71875.52447006758
30,0000030.bin,48359.99272823223
31,0000031.bin,835363.9978666748
32,0000032.bin,63219.7308870156
33,0000033.bin,60791.125935945034
34,0000034.bin,48688.319277645234
35,0000035.bin,83124.91766281039
36,0000036.bin,158491.79558053275
37,0000037.bin,38360.96320354723
38,0000038.bin,113879.2219116984
39,0000039.bin,136348.52887793048
40,0000040.bin,67894.86816472933
41,0000041.bin,270945.9596482479
42,0000042.bin,107560.09630334424
43,0000043.bin,231903.85224018956
44,0000044.bin,141287.59524943202
45,0000045.bin,131466.10039501986
46,0000046.bin,151383.93108737958
47,0000047.bin,622346.8197057191
48,0000048.bin,53570.29743077078
49,0000049.bin,137983.23344221525
50,0000050.bin,56715.24176940322
51,0000051.bin,124836.34974270232
52,0000052.bin,44957.97819301888
53,0000053.bin,128249.31080705719
54,0000054.bin,91864.43832747103
55,0000055.bin,132673.50932886486
56,0000056.bin,278348.271880253
57,0000057.bin,135633.64440890856
58,0000058.bin,123958.82619836554
59,0000059.bin,59984.51233570429
60,0000060.bin,325828.76651106006
61,0000061.bin,73398.7892267043
62,0000062.bin,202219.4671773964
63,0000063.bin,175669.59953786817
64,0000064.bin,221622.3953767803
65,0000065.bin,212304.8218467303
66,0000066.bin,56793.49558614979
67,0000067.bin,141062.74109968054
68,0000068.bin,160132.11197231093
69,0000069.bin,91977.36769564322
70,0000070.bin,116911.86041986846
71,0000071.bin,184593.79088881204
72,0000072.bin,333183.5514139234
73,0000073.bin,143308.82309255318
74,0000074.bin,130955.52801575285
75,0000075.bin,219452.7658732778
76,0000076.bin,330432.4395875541
77,0000077.bin,188677.46925849363
78,0000078.bin,204802.7784335306
79,0000079.bin,134341.39988536376
80,0000080.bin,71334.29488469264
81,0000081.bin,63882.93111792
82,0000082.bin,130951.85607924173
83,0000083.bin,145626.16143822798
84,0000084.bin,163507.79941415077
85,0000085.bin,176675.32909105485
86,0000086.bin,43281.70453548615
87,0000087.bin,192502.41466800054
88,0000088.bin,69032.05997404119
89,0000089.bin,222374.41490180802
90,0000090.bin,144691.86144239572
91,0000091.bin,51872.06143600152
92,0000092.bin,157188.1195565384
93,0000093.bin,97696.58201626549
94,0000094.bin,130259.55748325362
95,0000095.bin,85260.87620314697
96,0000096.bin,158832.17716664553
97,0000097.bin,113830.89784157564
98,0000098.bin,53762.20807476192
99,0000099.bin,56478.15937816218
100,0000100.bin,608674.3640721017
101,0000101.bin,106474.76193702433
102,0000102.bin,147004.038292413
103,0000103.bin,142553.68588558468
104,0000104.bin,224578.99708395777
105,0000105.bin,101044.07175980887
106,0000106.bin,136343.05561407888
107,0000107.bin,121741.87720932142
108,0000108.bin,45845.20119191799
109,0000109.bin,126695.28492191221
110,0000110.bin,158760.0894319925
111,0000111.bin,111613.11747067995
112,0000112.bin,167400.50244450406
113,0000113.bin,278330.2239659069
114,0000114.bin,114916.09364425362
115,0000115.bin,236845.93237090053
116,0000116.bin,215544.26658775785
117,0000117.bin,179567.5333456999
118,0000118.bin,151507.66841951828
119,0000119.bin,40588.858719367854
120,0000120.bin,205427.7350990161
121,0000121.bin,57289.79591042074
122,0000122.bin,116567.21800148039
123,0000123.bin,146298.12581919844
124,0000124.bin,80386.48440736622
125,0000125.bin,66467.48944830752
126,0000126.bin,284600.886935228
127,0000127.bin,86547.50890027932
128,0000128.bin,272560.814970843
129,0000129.bin,80832.62469346734
130,0000130.bin,152728.86443572363
131,0000131.bin,90603.57846773748
132,0000132.bin,94532.16948462088
133,0000133.bin,53963.92209641542
134,0000134.bin,281130.2141169256
135,0000135.bin,101576.22542663745
136,0000136.bin,127712.75774459736
137,0000137.bin,52372.7265149914
138,0000138.bin,49393.81606023072
139,0000139.bin,171103.92754014127
140,0000140.bin,138623.01641737472
141,0000141.bin,61221.43532577499
142,0000142.bin,127274.06525424993
143,0000143.bin,111642.56224458988
144,0000144.bin,49514.92068322585
145,0000145.bin,68436.9984137768
146,0000146.bin,82010.34636804345
147,0000147.bin,72164.77607259451
148,0000148.bin,223949.67566375516
149,0000149.bin,242262.2465657153
150,0000150.bin,185332.85471333028
151,0000151.bin,167426.10207732895
152,0000152.bin,106082.48826672314
153,0000153.bin,148901.80593067908
154,0000154.bin,57672.85509837273
155,0000155.bin,128724.20304885859
156,0000156.bin,69094.7253811036
157,0000157.bin,409262.81961483194
158,0000158.bin,189502.16541365208
159,0000159.bin,108467.48031251674
160,0000160.bin,269494.15909115586
161,0000161.bin,177488.9401548683
162,0000162.bin,282890.97695434943
163,0000163.bin,57135.81706339175
164,0000164.bin,83987.47633381883
165,0000165.bin,115839.16998587459
166,0000166.bin,140252.17843598698
167,0000167.bin,66540.75497397751
168,0000168.bin,66024.98645780704
169,0000169.bin,126093.78015229813
170,0000170.bin,70419.98269342369
171,0000171.bin,94824.08843725495
172,0000172.bin,395605.2596186574
173,0000173.bin,288894.3160177035
174,0000174.bin,301287.72526871075
175,0000175.bin,55203.547077502604
176,0000176.bin,330643.8184231393
177,0000177.bin,121520.93748226552
178,0000178.bin,70078.83900699433
179,0000179.bin,237043.7319695881
180,0000180.bin,75880.63725820632
181,0000181.bin,46652.611533099494
182,0000182.bin,53977.674537871106
183,0000183.bin,42055.38166401857
184,0000184.bin,131994.68604762468
185,0000185.bin,132608.86938995926
186,0000186.bin,59694.63719691045
187,0000187.bin,102489.74087696531
188,0000188.bin,60528.20142549508
189,0000189.bin,89748.74471976658
190,0000190.bin,155385.4758583767
191,0000191.bin,258973.57602288842
192,0000192.bin,148417.24887526024
193,0000193.bin,132324.05182421335
194,0000194.bin,116251.53538425549
195,0000195.bin,140663.29676124512
196,0000196.bin,133273.62846155546
197,0000197.bin,123243.80316510107
198,0000198.bin,53921.79874928668
199,0000199.bin,64093.132162638096
200,0000200.bin,63470.18466969718
201,0000201.bin,71205.67318407199
202,0000202.bin,173617.4720026228
203,0000203.bin,54554.34177442716
204,0000204.bin,74576.1644921756
205,0000205.bin,190490.53987070173
206,0000206.bin,233956.0144163454
207,0000207.bin,176094.01997274032
208,0000208.bin,155857.8046724056
209,0000209.bin,131818.5716588808
210,0000210.bin,66293.31495040268
211,0000211.bin,319972.0970625647
212,0000212.bin,78782.05599746955
213,0000213.bin,307429.593332967
214,0000214.bin,134110.3103717307
215,0000215.bin,305191.96372224495
216,0000216.bin,85308.88850507539
217,0000217.bin,109058.62744989662
218,0000218.bin,132207.03482870257
219,0000219.bin,214666.77768506878
220,0000220.bin,72566.26422508399
221,0000221.bin,147534.6331178241
