,runstring,t
0,0000000.bin,261733.46592621572
1,0000001.bin,164022.68150506887
2,0000002.bin,406107.38632923685
3,0000003.bin,166477.0316047696
4,0000004.bin,76008.4003627414
5,0000005.bin,106452.51219915293
6,0000006.bin,205329.8672256197
7,0000007.bin,85291.01287091218
8,0000008.bin,201357.9638215522
9,0000009.bin,62900.65840501143
10,0000010.bin,411995.8381746255
11,0000011.bin,142074.96984584045
12,0000012.bin,170354.0532863056
13,0000013.bin,57598.57491427468
14,0000014.bin,356241.5158980558
15,0000015.bin,283470.56025320914
16,0000016.bin,231118.71248148356
17,0000017.bin,85110.49857514302
18,0000018.bin,225479.15628282327
19,0000019.bin,1059591.3764670633
20,0000020.bin,404365.18608415563
21,0000021.bin,685819.0507622267
22,0000022.bin,300385.38369723636
23,0000023.bin,1354335.4353151752
24,0000024.bin,1165845.6721229164
25,0000025.bin,323752.57996550965
26,0000026.bin,86029.55917407825
27,0000027.bin,473274.39673225506
28,0000028.bin,264030.1647958175
29,0000029.bin,319412.7197681856
30,0000030.bin,543894.0418205574
31,0000031.bin,216791.988071328
32,0000032.bin,619089.1406056132
33,0000033.bin,207526.45358039273
34,0000034.bin,69195.31071603435
35,0000035.bin,520510.5642782463
36,0000036.bin,177524.15316755438
37,0000037.bin,361244.9592559544
38,0000038.bin,185837.51025534116
39,0000039.bin,498527.24166218605
40,0000040.bin,360211.58332866797
41,0000041.bin,166800.64790702934
42,0000042.bin,384980.70121463033
43,0000043.bin,159223.2736877729
44,0000044.bin,866857.4649913696
45,0000045.bin,84792.11306518057
46,0000046.bin,157621.30024546917
47,0000047.bin,231922.1413937411
48,0000048.bin,73942.65309741764
49,0000049.bin,265567.32491104695
50,0000050.bin,329175.14488635416
51,0000051.bin,884870.1312796717
52,0000052.bin,76589.81505093744
53,0000053.bin,70872.80155706705
54,0000054.bin,157813.62712516796
55,0000055.bin,202660.8814366874
56,0000056.bin,582921.8491758021
57,0000057.bin,105383.07498192295
58,0000058.bin,180339.53185879343
59,0000059.bin,129256.5149497492
60,0000060.bin,44442.543394987966
61,0000061.bin,146169.32921527812
62,0000062.bin,1175111.7608077095
63,0000063.bin,399089.7415267983
64,0000064.bin,90673.91383691967
65,0000065.bin,254706.9530255778
66,0000066.bin,115173.90572713639
